Data,Italia,Italia media mobile 7 gg,Italia variazioni su 7 gg (%),Lombardia,Lombardia media mobile 7 gg,Lombardia variazioni su 7 gg (%),Emilia-R.,Emilia-R. media mobile 7 gg,Emilia-R. variazioni su 7 gg (%),Veneto,Veneto media mobile 7 gg,Veneto variazioni su 7 gg (%),Piemonte,Piemonte media mobile 7 gg,Piemonte variazioni su 7 gg (%),Friuli VG,Friuli VG media mobile 7 gg,Friuli VG variazioni su 7 gg (%),Valle d'Aosta,Valle d'Aosta media mobile 7 gg,Valle d'Aosta variazioni su 7 gg (%),Liguria,Liguria media mobile 7 gg,Liguria variazioni su 7 gg (%),Trento,Trento media mobile 7 gg,Trento variazioni su 7 gg (%),Bolzano,Bolzano media mobile 7 gg,Bolzano variazioni su 7 gg (%),Marche,Marche media mobile 7 gg,Marche variazioni su 7 gg (%),Toscana,Toscana media mobile 7 gg,Toscana variazioni su 7 gg (%),Lazio,Lazio media mobile 7 gg,Lazio variazioni su 7 gg (%),Umbria,Umbria media mobile 7 gg,Umbria variazioni su 7 gg (%),Abruzzo,Abruzzo media mobile 7 gg,Abruzzo variazioni su 7 gg (%),Molise,Molise media mobile 7 gg,Molise variazioni su 7 gg (%),Campania,Campania media mobile 7 gg,Campania variazioni su 7 gg (%),Puglia,Puglia media mobile 7 gg,Puglia variazioni su 7 gg (%),Basilicata,Basilicata media mobile 7 gg,Basilicata variazioni su 7 gg (%),Calabria,Calabria media mobile 7 gg,Calabria variazioni su 7 gg (%),Sicilia,Sicilia media mobile 7 gg,Sicilia variazioni su 7 gg (%),Sardegna,Sardegna media mobile 7 gg,Sardegna variazioni su 7 gg (%),SERIE
08/05/20,243,281,-13.3,94,140,29.8,31,31,-21,38,21,-37,23,30,-47.7,0,2,-61.1,0,0,-75,11,12,-25,0,2,-55.9,3,2,-26.7,6,6,-6.5,15,11,-32.1,6,10,-31.6,1,0,-50,3,4,-28.9,0,0,0,7,4,17.4,2,3,-42.1,0,0,0,1,1,-33.3,2,2,-15.8,0,0,-86.7,
09/05/20,194,241,-27.6,85,105,-20.1,30,30,-20.2,16,20,-34.1,26,29,-42.9,0,2,-59.4,0,0,-71.4,11,12,-20.6,0,2,-48,1,2,-21.4,4,6,0,7,11,-28.2,4,8,-49.1,0,0,-40,4,4,-17.6,0,0,#DIV/0!,2,4,23.8,0,3,-32.3,1,0,#DIV/0!,0,0,-75,3,2,0,0,0,-100,
10/05/20,165,239,-25.2,62,108,-16.7,18,29,-20.7,14,20,-29.9,36,31,-34.7,2,2,-60.6,0,0,-85.7,5,10,-24.2,3,2,-50,0,1,-25,2,5,-31.3,5,10,-25.5,4,7,-58.8,0,0,-25,4,4,-17.1,0,0,-100,3,4,42.1,5,3,-4,0,0,#DIV/0!,1,0,-62.5,0,2,0,1,0,-90,
11/05/20,179,237,-21,68,109,-10.1,22,29,-14.5,9,20,-25,33,31,-30.5,2,2,-53.6,0,0,-100,12,10,-22.6,2,2,-43.5,0,1,-57.1,4,5,-33.3,8,10,-19.8,5,5,-70.1,0,0,-80,7,5,3,0,0,-100,1,4,85.7,3,3,-8.3,0,0,#DIV/0!,2,1,0,1,2,0,0,0,-90,
12/05/20,172,228,-18.4,62,104,-10.7,18,26,-22.7,20,20,2.9,28,30,-24.3,1,1,-60,1,0,-75,8,10,-24.2,2,2,-42.9,0,1,-71.4,5,5,-23.3,9,10,-10.3,4,5,-73.3,0,0,-80,4,5,40,0,0,-100,1,3,118.2,5,3,-11.5,0,0,#DIV/0!,0,1,66.7,4,2,-6.7,0,0,-90,
13/05/20,195,203,-29,69,82,-38.4,20,24,-25.3,26,21,9.9,32,30,-12.7,3,1,-52.4,1,0,0,13,10,-22,1,1,-57.1,0,1,-66.7,2,4,-36.4,5,9,-9.7,11,6,-63.6,1,0,-50,5,5,30.8,0,0,-100,1,3,5.9,4,3,-21.4,0,0,#DIV/0!,0,1,33.3,1,2,-33.3,0,0,-66.7,
14/05/20,262,201,-29.2,111,79,-43.4,25,23,-23.7,31,22,18.5,33,30,-2.3,1,1,-52.6,0,0,0,15,11,-13.8,2,1,-50,0,1,-63.6,3,4,-38.1,9,8,-20.5,18,7,-49,1,0,0,4,4,10.7,0,0,-100,0,2,-25,1,3,-23.1,0,0,0,2,1,100,1,2,-25,5,1,100,
15/05/20,242,201,-28.3,115,82,-41.6,13,21,-33,19,19,-8.8,64,36,21.2,1,1,-28.6,1,0,50,7,10,-12.3,3,2,-13.3,0,0,-90.9,3,3,-46.5,3,7,-39.5,9,8,-17.9,0,0,-33.3,2,4,11.1,0,0,-100,2,1,-63,0,3,-18.2,0,0,0,0,1,25,0,1,-37.5,0,1,200,
16/05/20,153,195,-18.8,39,75,-28.4,17,19,-37.6,21,20,-0.7,37,38,28.3,1,2,-15.4,0,0,50,10,10,-13.6,2,2,15.4,0,0,-100,5,3,-42.9,3,6,-43.2,12,9,12.5,0,0,-33.3,2,4,0,0,0,-100,0,1,-69.2,2,3,-4.8,0,0,-100,0,1,150,2,1,-43.8,0,1,#DIV/0!,
17/05/20,145,193,-19.6,69,76,-29.4,13,18,-36.9,11,20,-2.8,18,35,14,0,1,-30.8,1,1,300,9,11,2.8,0,2,0,0,0,-100,2,3,-27.3,5,6,-40,6,9,32.7,0,0,-33.3,2,4,-10.3,0,0,#DIV/0!,0,1,-81.5,7,3,-8.3,0,0,-100,0,1,33.3,2,2,-21.4,0,1,400,
18/05/20,99,181,-23.6,24,70,-35.7,13,17,-40.8,9,20,-0.7,20,33,8.4,1,1,-38.5,0,1,#DIV/0!,12,11,2.8,0,1,-23.1,1,0,-83.3,0,3,-37.5,5,6,-43.5,6,9,73.7,0,0,100,3,3,-35.3,0,0,#DIV/0!,3,1,-73.1,1,3,-9.1,0,0,-100,0,0,-60,0,1,-23.1,1,1,500,
19/05/20,162,180,-21.2,54,69,-33.8,11,16,-37.8,17,19,-5,47,36,18.4,0,1,-30,0,0,200,9,11,8.7,2,1,-16.7,0,0,-75,2,2,-48.5,3,5,-52.9,12,11,131.3,1,0,200,1,3,-45.7,0,0,#DIV/0!,0,1,-75,2,2,-26.1,0,0,-100,0,0,-60,1,1,-50,0,1,500,
20/05/20,161,175,-13.9,65,68,-16.9,11,15,-38.7,12,17,-16.7,39,37,21.1,2,1,-40,0,0,0,10,10,1.4,0,1,0,0,0,-75,1,2,-42.9,6,5,-47.7,7,10,79.5,0,0,0,0,2,-58.8,0,0,#DIV/0!,2,1,-61.1,5,3,-18.2,0,0,-100,1,0,-25,0,1,-50,0,1,500,
21/05/20,156,160,-20.7,65,62,-21.8,17,14,-42.1,9,14,-36.4,24,36,18,1,1,-33.3,0,0,0,11,10,-9.3,0,1,-30,0,0,-75,3,2,-38.5,6,4,-46.6,15,10,28.8,0,0,-66.7,2,2,-61.3,0,0,#DIV/0!,2,1,-40,0,2,-15,0,0,-100,0,0,-83.3,0,1,-58.3,1,0,-66.7,
22/05/20,130,144,-28.6,57,53,-34.8,12,13,-35.6,13,13,-31.9,15,29,-20.6,2,1,-30,0,0,-66.7,10,10,0,0,1,-69.2,0,0,0,0,2,-43.5,5,5,-28.3,7,9,18.2,0,0,-50,3,2,-56.7,0,0,#DIV/0!,1,1,-20,4,3,16.7,0,0,-100,0,0,-80,0,1,-50,1,0,-50,
23/05/20,119,139,-28.9,56,56,-25.9,10,12,-34.6,11,12,-41.4,14,25,-32.7,2,1,-27.3,0,0,-66.7,7,10,-2.9,1,0,-80,0,0,#DIV/0!,3,2,-54.2,2,5,-23.8,7,9,-4.8,0,0,-50,0,2,-60.7,0,0,#DIV/0!,0,1,0,4,3,15,0,0,#DIV/0!,0,0,-80,1,1,-55.6,1,1,-33.3,
24/05/20,50,125,-34.9,0,46,-39.8,8,12,-35.9,4,11,-45.3,12,24,-30.2,2,1,11.1,0,0,-100,5,9,-13.5,1,1,-66.7,0,0,#DIV/0!,1,1,-58.3,2,4,-31,8,9,-4.6,1,0,0,4,2,-50,0,0,#DIV/0!,1,1,80,1,2,-22.7,0,0,#DIV/0!,0,0,-75,0,0,-81.8,0,1,-20,
25/05/20,92,124,-31.4,34,47,-32.3,13,12,-31.1,9,11,-45.3,15,24,-28.4,0,1,12.5,0,0,-100,6,8,-21.6,1,1,-50,0,0,-100,1,2,-45,2,4,-33.3,4,9,-9.1,0,0,0,2,2,-45.5,0,0,#DIV/0!,0,1,-14.3,4,3,0,0,0,#DIV/0!,0,0,-50,1,0,-70,0,0,-50,
26/05/20,78,112,-37.5,22,43,-37.8,8,11,-29.5,8,9,-50.7,14,19,-47,0,1,28.6,0,0,-100,6,8,-26.7,3,1,-40,0,0,-100,1,1,-41.2,6,4,-12.1,5,8,-28.4,0,0,-66.7,0,2,-42.1,0,0,#DIV/0!,0,1,0,3,3,23.5,0,0,#DIV/0!,0,0,-50,1,0,-57.1,1,1,-33.3,
27/05/20,117,106,-39.4,58,42,-38.8,7,11,-27.2,9,9,-47.5,16,16,-57.4,2,1,50,0,0,-100,7,7,-27.8,1,1,-22.2,0,0,-100,0,1,-43.8,6,4,-14.7,8,8,-22.9,0,0,-50,0,2,-21.4,0,0,#DIV/0!,1,1,-28.6,1,2,-5.6,0,0,#DIV/0!,0,0,-100,1,1,-33.3,0,1,-33.3,
28/05/20,70,94,-41.3,20,35,-42.7,11,10,-27.4,3,8,-41.8,10,14,-61.4,2,1,66.7,0,0,-100,7,7,-29.4,0,1,0,0,0,-100,1,1,-56.3,2,4,-19.4,7,7,-31.3,0,0,0,2,2,-8.3,0,0,#DIV/0!,4,1,-22.2,1,3,5.9,0,0,#DIV/0!,0,0,-100,0,1,-20,0,0,50,
29/05/20,87,88,-39.1,38,33,-38.9,8,9,-30.9,8,7,-43.5,13,13,-53,0,1,14.3,0,0,-100,7,6,-36.6,0,1,75,0,0,-100,-11,-1,-130.8,2,3,-33.3,13,7,-20,1,0,100,2,1,-23.1,0,0,#DIV/0!,1,1,-12.5,4,3,-14.3,0,0,#DIV/0!,1,0,0,0,1,-20,0,0,-33.3,
30/05/20,111,86,-37.8,67,34,-38.7,5,9,-31,10,7,-37.8,7,12,-50.8,0,1,-25,0,0,-100,7,6,-33.8,0,1,100,0,0,-100,1,-1,-154.5,6,4,-18.8,7,7,-13.3,0,0,100,0,1,-9.1,0,0,#DIV/0!,0,1,-12.5,0,2,-39.1,0,0,#DIV/0!,0,0,0,1,1,0,0,0,-75,
31/05/20,75,90,-28.2,33,39,-15.3,7,8,-28,2,7,-34.7,9,12,-50.9,0,1,-60,0,0,#DIV/0!,6,7,-28.1,0,1,25,0,0,-100,0,-1,-170,4,4,-3.4,7,7,-17.7,0,0,-50,1,1,-46.2,0,0,#DIV/0!,1,1,-22.2,4,2,0,0,0,#DIV/0!,0,0,0,1,1,150,0,0,-75,
01/06/20,60,85,-31.3,19,37,-22.4,10,8,-31.7,0,6,-46.7,9,11,-53,2,1,-33.3,0,0,#DIV/0!,2,6,-27.6,0,1,-20,0,0,#DIV/0!,0,-1,-172.7,7,5,26.9,4,7,-15,0,0,-50,3,1,-33.3,0,0,#DIV/0!,1,1,33.3,2,2,-25,0,0,#DIV/0!,0,0,0,0,1,33.3,1,0,-33.3,
02/06/20,55,82,-26.8,12,35,-17.4,12,9,-24.1,3,5,-47,8,10,-45.9,1,1,-22.2,0,0,#DIV/0!,1,5,-32.7,1,0,-66.7,0,0,#DIV/0!,0,-1,-190,5,5,10.3,2,7,-9.4,0,0,0,5,2,18.2,0,0,#DIV/0!,2,1,66.7,2,2,-33.3,0,0,#DIV/0!,0,0,0,1,1,33.3,0,0,-75,
03/06/20,71,76,-28.7,29,31,-25.3,11,9,-14.7,0,4,-58.7,14,10,-36.4,0,1,-44.4,0,0,#DIV/0!,5,5,-32.7,0,0,-85.7,0,0,#DIV/0!,0,-1,-200,2,4,-3.4,6,7,-14.8,0,0,0,1,2,27.3,0,0,#DIV/0!,0,1,80,3,2,-5.9,0,0,#DIV/0!,0,0,#DIV/0!,0,0,-25,0,0,-75,
04/06/20,88,78,-16.6,29,32,-8.1,7,9,-13,13,5,-36.8,12,10,-25,0,0,-70,0,0,#DIV/0!,6,5,-29.2,1,0,-71.4,1,0,#DIV/0!,1,-1,-228.6,4,4,20,3,6,-8.7,0,0,0,1,2,18.2,1,0,#DIV/0!,5,1,42.9,3,3,0,0,0,#DIV/0!,0,0,#DIV/0!,1,1,0,0,0,-66.7,
05/06/20,85,78,-11.1,21,30,-7.9,13,9,0,4,5,-38.5,17,11,-19.1,2,1,-37.5,0,0,#DIV/0!,7,5,-24.4,0,0,-71.4,0,0,#DIV/0!,1,0,-175,4,5,45.5,4,5,-36.5,0,0,-100,0,2,10,0,0,#DIV/0!,5,2,100,7,3,16.7,0,0,#DIV/0!,0,0,-100,0,1,0,0,0,-50,
06/06/20,72,72,-16.4,27,24,-28.9,4,9,6.7,11,5,-35.3,7,11,-12.6,0,1,-16.7,1,0,#DIV/0!,6,5,-26.7,0,0,-66.7,0,0,#DIV/0!,2,1,-166.7,5,4,19.2,4,4,-42.3,0,0,-100,3,2,40,0,0,#DIV/0!,1,2,114.3,1,3,57.1,0,0,#DIV/0!,0,0,-100,0,0,-25,0,0,0,
07/06/20,53,69,-23.2,21,23,-41.9,4,9,3.4,5,5,-26.5,7,11,-11.9,1,1,50,0,0,#DIV/0!,7,5,-26.1,0,0,-60,0,0,#DIV/0!,0,1,-157.1,2,4,3.6,2,4,-51,0,0,-100,0,2,85.7,0,0,#DIV/0!,0,2,100,3,3,23.5,0,0,#DIV/0!,0,0,-100,1,0,-40,0,0,0,
08/06/20,65,70,-18.2,32,24,-33.5,4,8,-1.8,1,5,-7.5,13,11,0,1,1,-16.7,0,0,#DIV/0!,6,5,-9.5,0,0,-50,0,0,#DIV/0!,0,1,-150,4,4,-21.2,3,3,-52.9,0,0,-100,0,1,25,0,0,#DIV/0!,0,2,62.5,0,3,26.7,0,0,#DIV/0!,0,0,-100,1,1,0,0,0,-100,
09/06/20,79,73,-10.8,15,25,-29.6,6,7,-18.3,6,6,14.3,7,11,6.9,0,1,-42.9,0,0,#DIV/0!,4,6,10.8,0,0,-50,0,0,#DIV/0!,1,1,-155.6,3,3,-25,3,4,-47.9,0,0,-100,33,5,192.3,0,0,#DIV/0!,0,2,10,1,3,28.6,0,0,#DIV/0!,0,0,-100,0,0,-25,0,0,-100,
10/06/20,71,73,-3,32,25,-18.8,7,6,-29.7,0,6,53.8,15,11,11.4,1,1,0,0,0,#DIV/0!,4,6,14.3,0,0,0,0,0,#DIV/0!,0,1,-155.6,1,3,-17.9,4,3,-50,0,0,-100,2,6,178.6,0,0,#DIV/0!,2,2,44.4,3,3,12.5,0,0,#DIV/0!,0,0,-100,0,0,0,0,0,-100,
11/06/20,53,68,-12.6,25,25,-23.8,0,5,-36.7,3,4,-16.7,12,11,8.3,1,1,100,0,0,#DIV/0!,1,5,2.9,0,0,-100,0,0,-100,0,1,-144.4,1,3,-33.3,6,4,-38.1,0,0,-100,0,5,192.3,0,0,-100,2,1,0,1,2,-11.1,0,0,#DIV/0!,0,0,-100,1,0,-25,0,0,-100,
12/06/20,0,56,-27.9,31,26,-12.9,4,4,-55.4,3,4,-9.4,8,10,-9.2,0,1,-20,0,0,#DIV/0!,2,4,-11.8,0,0,-100,-1,0,-200,1,1,33.3,1,2,-46.9,5,4,-18.2,0,0,#DIV/0!,0,5,245.5,0,0,-100,0,1,-64.3,2,2,-47.6,0,0,#DIV/0!,0,0,#DIV/0!,0,0,-25,0,0,-100,
13/06/20,78,57,-21.1,23,26,5.3,3,4,-56.3,10,4,-15.2,10,10,-5.3,1,1,0,0,0,-100,2,4,-21.2,0,0,-100,0,0,-200,0,0,-50,2,2,-54.8,25,7,60,0,0,#DIV/0!,1,5,157.1,0,0,-100,0,1,-73.3,0,1,-54.5,0,0,#DIV/0!,0,0,#DIV/0!,0,0,0,1,0,0,
14/06/20,44,56,-19.4,21,26,13.3,5,4,-52.5,1,3,-33.3,6,10,-4.1,0,1,-33.3,0,0,-100,3,3,-35.3,0,0,-100,0,0,-200,0,0,-50,3,2,-48.3,2,7,92,1,0,#DIV/0!,2,5,192.3,0,0,-100,0,1,-71.4,0,1,-66.7,0,0,#DIV/0!,0,0,#DIV/0!,0,0,-33.3,0,0,0,
15/06/20,26,50,-28.2,8,22,-9.4,3,4,-49.1,0,3,-37.8,0,8,-25.6,0,0,-40,0,0,-100,4,3,-47.4,1,0,-50,1,0,-100,0,0,-50,3,2,-46.2,3,7,100,0,0,#DIV/0!,0,5,280,0,0,-100,0,1,-69.2,2,1,-52.6,0,0,#DIV/0!,0,0,#DIV/0!,1,0,-50,0,0,#DIV/0!,
16/06/20,34,44,-40.4,9,21,-14.4,2,3,-51,4,3,-47.5,6,8,-26,0,0,-25,0,0,-100,4,3,-51.2,0,0,0,0,0,-100,1,0,-60,3,2,-41.7,3,7,92,0,0,#DIV/0!,1,1,-84.2,0,0,-100,0,1,-63.6,1,1,-50,0,0,#DIV/0!,0,0,#DIV/0!,0,0,-33.3,0,0,#DIV/0!,
17/06/20,43,40,-45.8,14,19,-26,6,3,-48.9,5,4,-35,8,7,-35.9,0,0,-60,0,0,-100,3,3,-52.5,0,0,0,0,0,-100,0,0,-60,1,2,-39.1,4,7,108.7,0,0,#DIV/0!,0,1,-89.7,0,0,-100,1,0,-76.9,1,1,-61.1,0,0,#DIV/0!,0,0,#DIV/0!,0,0,-33.3,0,0,#DIV/0!,
18/06/20,66,42,-39.1,36,20,-17.9,4,4,-28.9,7,4,0,6,6,-43.6,0,0,-83.3,1,0,0,4,3,-37.1,0,0,#DIV/0!,0,0,#DIV/0!,0,0,-50,1,2,-30,4,7,76.9,0,0,#DIV/0!,1,1,-86.8,0,0,#DIV/0!,0,0,-90,2,1,-50,0,0,#DIV/0!,0,0,#DIV/0!,0,0,-66.7,0,0,#DIV/0!,
19/06/20,47,48,-14,18,18,-29.5,5,4,-3.4,4,4,6.9,7,6,-37.7,0,0,-75,1,0,100,4,3,-20,1,0,#DIV/0!,0,0,-200,0,0,-75,2,2,-11.8,4,6,66.7,0,0,#DIV/0!,1,1,-84.2,0,0,#DIV/0!,0,0,-80,0,1,-45.5,0,0,#DIV/0!,0,0,#DIV/0!,0,0,-66.7,0,0,#DIV/0!,
20/06/20,49,44,-22.6,23,18,-27.9,6,4,10.7,4,4,-10.7,6,6,-45.8,1,0,-80,0,0,#DIV/0!,5,4,3.8,0,0,#DIV/0!,0,0,-200,0,0,-50,0,2,-7.1,1,3,-56.3,1,0,#DIV/0!,0,1,-86.1,0,0,#DIV/0!,0,0,-75,2,1,-20,0,0,#DIV/0!,0,0,#DIV/0!,0,0,-66.7,0,0,-100,
21/06/20,24,41,-25.9,13,17,-32.4,1,4,-6.9,0,3,0,6,6,-45.1,0,0,-75,0,0,#DIV/0!,4,4,27.3,0,0,#DIV/0!,0,0,-200,0,0,-50,0,1,-33.3,0,3,-60.4,0,0,0,0,0,-92.1,0,0,#DIV/0!,0,0,-75,0,1,14.3,0,0,#DIV/0!,0,0,#DIV/0!,0,0,-50,0,0,-100,
22/06/20,23,41,-18.5,3,17,-25.2,4,4,0,1,4,8.7,4,6,-25.9,0,0,-66.7,0,0,#DIV/0!,3,4,35,0,0,0,0,0,#DIV/0!,0,0,-50,4,2,-21.4,3,3,-60.4,0,0,0,1,1,-89.5,0,0,#DIV/0!,0,0,-75,0,1,-33.3,0,0,#DIV/0!,0,0,#DIV/0!,0,0,-100,0,0,-100,
23/06/20,18,39,-11.8,6,16,-24.2,1,4,12.5,1,3,4.8,4,6,-28.1,0,0,-66.7,0,0,#DIV/0!,1,3,20,0,0,0,0,0,#DIV/0!,0,0,-100,1,1,-35.7,2,3,-62.5,0,0,0,0,0,-50,0,0,#DIV/0!,0,0,-75,2,1,-22.2,0,0,#DIV/0!,0,0,#DIV/0!,0,0,-100,0,0,-100,
24/06/20,-31,28,-29.5,7,15,-19.1,9,4,30.4,0,2,-34.6,7,6,-20,0,0,-50,0,0,#DIV/0!,2,3,21.1,-61,-9,-6100,0,0,#DIV/0!,0,0,-100,1,1,-35.7,1,2,-68.8,1,0,100,1,1,0,0,0,#DIV/0!,0,0,-100,1,1,0,0,0,#DIV/0!,0,0,#DIV/0!,0,0,-100,0,0,-100,
25/06/20,34,23,-43.6,22,13,-35.2,4,4,11.1,2,2,-60,5,6,-11.4,1,0,100,0,0,0,1,3,-9.1,0,-9,-6100,0,0,#DIV/0!,-3,0,-250,0,1,-42.9,2,2,-71.7,0,0,100,0,0,-40,0,0,#DIV/0!,0,0,-100,0,1,-37.5,0,0,#DIV/0!,0,0,#DIV/0!,0,0,-100,0,0,-100,
26/06/20,30,21,-56.5,16,13,-30.2,3,4,0,1,1,-71,6,5,-11.6,0,0,100,0,0,-100,0,2,-33.3,0,-9,-3150,0,0,-100,0,0,-400,2,1,-46.7,1,1,-77.8,0,0,100,0,0,-66.7,0,0,#DIV/0!,0,0,-100,0,1,-16.7,0,0,#DIV/0!,0,0,#DIV/0!,1,0,0,0,0,-100,
27/06/20,8,15,-65.7,2,10,-46.5,0,3,-29,0,1,-80,3,5,-10.3,0,0,0,0,0,-100,1,2,-55.6,0,-9,-3150,0,0,-100,0,0,-400,0,1,-38.5,1,1,-52.4,1,0,0,0,0,-60,0,0,#DIV/0!,0,0,-100,0,0,-62.5,0,0,#DIV/0!,0,0,#DIV/0!,0,0,0,0,0,#DIV/0!,
28/06/20,22,15,-64,13,10,-43,1,3,-18.5,1,1,-75,5,5,-12.8,0,0,0,0,0,-100,1,1,-67.9,0,-9,-3150,0,0,-100,0,0,-400,0,1,-20,0,1,-47.4,0,0,100,1,0,0,0,0,#DIV/0!,0,0,-100,0,0,-62.5,0,0,#DIV/0!,0,0,#DIV/0!,0,0,0,0,0,#DIV/0!,
29/06/20,6,12,-69.6,1,10,-42.2,2,3,-28.6,0,1,-80,2,5,-25.6,0,0,0,0,0,-100,0,1,-77.8,0,-9,-6200,0,0,#DIV/0!,0,0,-400,1,1,-54.5,0,1,-63.2,0,0,100,0,0,-50,0,0,#DIV/0!,0,0,-100,0,0,-50,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,
30/06/20,23,13,-65.9,4,9,-42.5,5,3,-11.1,4,1,-63.6,3,4,-24.4,0,0,0,0,0,-100,0,1,-79.2,0,-9,-6200,0,0,#DIV/0!,0,0,#DIV/0!,0,1,-55.6,0,1,-72.2,0,0,100,2,1,33.3,0,0,#DIV/0!,1,0,0,2,0,-57.1,0,0,#DIV/0!,0,0,#DIV/0!,1,0,#DIV/0!,1,0,#DIV/0!,
01/07/20,21,21,-26.5,6,9,-39.6,4,3,-36.7,10,3,5.9,1,4,-37.5,0,0,0,0,0,-100,0,0,-87,0,0,-100,0,0,#DIV/0!,-4,-1,#DIV/0!,2,1,-44.4,2,1,-60,0,0,-50,0,0,-25,0,0,#DIV/0!,0,0,#DIV/0!,0,0,-71.4,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,
02/07/20,30,20,-14.6,21,9,-31.5,1,2,-46.7,0,2,33.3,5,4,-35.9,0,0,-100,0,0,-100,0,0,-90,0,0,-100,0,0,#DIV/0!,0,-1,33.3,3,1,0,0,1,-69.2,0,0,-50,0,0,0,0,0,#DIV/0!,0,0,#DIV/0!,0,0,-60,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,
03/07/20,15,18,-15,4,7,-43.3,2,2,-46.4,1,2,77.8,4,3,-39.5,0,0,-100,0,0,#DIV/0!,0,0,-87.5,0,0,-100,0,0,#DIV/0!,0,-1,33.3,3,1,12.5,1,1,-60,0,0,-50,0,0,50,0,0,#DIV/0!,0,0,#DIV/0!,0,0,-60,0,0,#DIV/0!,0,0,#DIV/0!,0,0,0,0,0,#DIV/0!,
04/07/20,21,20,30.2,16,9,-5.8,0,2,-31.8,0,2,220,2,3,-37.1,0,0,-100,0,0,#DIV/0!,0,0,-91.7,0,0,-100,0,0,#DIV/0!,0,-1,33.3,2,2,37.5,1,1,-60,0,0,-100,0,0,50,0,0,#DIV/0!,0,0,#DIV/0!,0,0,-33.3,0,0,#DIV/0!,0,0,#DIV/0!,0,0,0,0,0,#DIV/0!,
05/07/20,7,18,18.3,6,8,-15.9,1,2,-31.8,0,2,150,0,2,-50,0,0,-100,0,0,#DIV/0!,0,0,-100,0,0,-100,0,0,#DIV/0!,0,-1,33.3,0,2,37.5,0,1,-60,0,0,-100,0,0,-33.3,0,0,#DIV/0!,0,0,#DIV/0!,0,0,-33.3,0,0,#DIV/0!,0,0,#DIV/0!,0,0,0,0,0,#DIV/0!,
06/07/20,8,18,43.7,3,9,-10.4,0,2,-35,1,2,220,2,2,-46.9,0,0,-100,0,0,#DIV/0!,0,0,-100,0,0,-100,0,0,#DIV/0!,0,-1,33.3,0,1,100,1,1,-28.6,0,0,-100,0,0,0,0,0,#DIV/0!,0,0,#DIV/0!,0,0,-33.3,0,0,#DIV/0!,0,0,#DIV/0!,0,0,0,1,0,#DIV/0!,
07/07/20,30,19,43.5,13,10,6.2,1,1,-62.5,10,3,175,3,2,-45.2,0,0,-100,0,0,#DIV/0!,0,0,-100,0,0,-100,0,0,#DIV/0!,0,-1,33.3,2,2,200,0,1,0,0,0,-100,0,0,-100,0,0,#DIV/0!,0,0,-100,1,0,-66.7,0,0,#DIV/0!,0,0,#DIV/0!,0,0,-100,0,0,0,
08/07/20,15,18,-12.5,12,11,17.2,0,1,-73.7,0,2,-33.3,0,2,-36,0,0,-100,0,0,#DIV/0!,0,0,-100,0,0,#DIV/0!,0,0,#DIV/0!,0,0,-100,2,2,140,0,0,-50,0,0,-100,0,0,-100,0,0,#DIV/0!,0,0,-100,0,0,-50,0,0,#DIV/0!,0,0,#DIV/0!,1,0,-50,0,0,0,
09/07/20,12,15,-22.9,5,8,-6.3,0,1,-75,3,2,-6.3,1,2,-52,0,0,#DIV/0!,0,0,#DIV/0!,0,0,-100,0,0,#DIV/0!,0,0,#DIV/0!,0,0,-100,2,2,37.5,1,1,0,0,0,-100,0,0,-100,0,0,#DIV/0!,0,0,-100,0,0,-50,0,0,#DIV/0!,0,0,#DIV/0!,0,0,-50,0,0,0,
10/07/20,12,15,-16,6,9,19.6,0,0,-86.7,2,2,0,2,1,-56.5,0,0,#DIV/0!,0,0,#DIV/0!,0,0,-100,0,0,#DIV/0!,0,0,#DIV/0!,0,0,-100,1,1,0,1,1,0,0,0,-100,0,0,-100,0,0,#DIV/0!,0,0,-100,0,0,-50,0,0,#DIV/0!,0,0,#DIV/0!,0,0,0,0,0,0,
11/07/20,7,13,-34.1,4,7,-24.6,0,0,-86.7,0,2,0,1,1,-59.1,0,0,#DIV/0!,0,0,#DIV/0!,1,0,0,0,0,#DIV/0!,0,0,#DIV/0!,0,0,-100,1,1,-27.3,0,0,-25,0,0,#DIV/0!,0,0,-100,0,0,#DIV/0!,0,0,-100,0,0,-50,0,0,#DIV/0!,0,0,#DIV/0!,0,0,0,0,0,0,
12/07/20,9,13,-24.4,8,7,-12.1,0,0,-93.3,0,2,6.7,0,1,-47.1,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,-100,0,1,-27.3,0,0,-25,0,0,#DIV/0!,1,0,-50,0,0,#DIV/0!,0,0,-100,0,0,-50,0,0,#DIV/0!,0,0,#DIV/0!,0,0,0,0,0,0,
