Data,CASI,VARIAZIONI,1,2,3,4,5,Regione
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1-ott,27,8.4,0,0,0,0,0,Lazio
2-ott,27,8,0,0,0,0,0,Lazio
3-ott,28,9.2,0,0,0,0,0,Lazio
4-ott,29,12.3,0,0,0,0,0,Lazio
5-ott,30,13.8,0,0,0,0,0,Lazio
6-ott,31,19,0,0,0,0,0,Lazio
7-ott,33,27.6,0,0,0,0,0,Lazio
8-ott,35,30.8,0,0,0,0,0,Lazio
9-ott,37,35.8,0,0,0,0,0,Lazio
10-ott,39,39.9,0,0,0,0,0,Lazio
11-ott,42,42.2,0,0,0,0,0,Lazio
12-ott,44,47.7,0,0,0,0,0,Lazio
13-ott,50,60.3,0,0,0,0,0,Lazio
14-ott,53,57.7,0,0,0,0,0,Lazio
15-ott,57,62,0,0,0,0,0,Lazio
16-ott,64,71.8,0,0,0,0,0,Lazio
17-ott,75,89.5,0,0,0,0,0,Lazio
18-ott,89,114.1,0,0,0,0,0,Lazio
19-ott,99,123.2,0,0,0,0,0,Lazio
20-ott,110,122,0,0,0,0,0,Lazio
21-ott,122,130.7,0,0,0,0,0,Lazio
22-ott,133,134.2,0,0,0,0,0,Lazio
23-ott,144,124.4,0,0,0,0,0,Lazio
24-ott,156,108.5,0,0,0,0,0,Lazio
25-ott,162,81.4,0,0,0,0,0,Lazio
26-ott,175,77.4,0,0,0,0,0,Lazio
27-ott,188,71.4,0,0,0,0,0,Lazio
28-ott,201,65.5,0,0,0,0,0,Lazio
29-ott,214,61,0,0,0,0,0,Lazio
30-ott,229,59.8,0,0,0,0,0,Lazio
31-ott,240,54.1,0,0,0,0,0,Lazio
1-nov,254,57.1,0,0,0,0,0,Lazio
2-nov,257,46.8,0,0,0,0,0,Lazio
3-nov,261,38.4,0,0,0,0,0,Lazio
4-nov,269,33.5,0,0,0,0,0,Lazio
5-nov,282,31.4,0,0,0,0,0,Lazio
6-nov,290,26.3,0,0,100,0,0,Lazio
7-nov,295,23.2,0,0,100,0,0,Lazio
8-nov,298,17.2,0,0,100,0,0,Lazio
9-nov,303,18,0,0,100,0,0,Lazio
10-nov,310,18.9,0,0,100,0,0,Lazio
11-nov,311,15.6,0,0,100,0,0,Lazio
12-nov,310,10,0,0,100,0,0,Lazio
13-nov,314,8.4,0,0,100,0,0,Lazio
14-nov,321,8.5,0,0,100,0,0,Lazio
15-nov,323,8.3,0,0,100,0,0,Lazio
16-nov,327,8,0,0,100,0,0,Lazio
17-nov,326,5.1,0,0,100,0,0,Lazio
18-nov,333,7,0,0,100,0,0,Lazio
19-nov,333,7.4,0,0,100,0,0,Lazio
20-nov,328,4.6,0,0,100,0,0,Lazio
21-nov,322,0.6,0,0,100,0,0,Lazio
22-nov,321,-0.5,0,0,100,0,0,Lazio
23-nov,320,-2.2,0,0,100,0,0,Lazio
24-nov,319,-2,0,0,100,0,0,Lazio
25-nov,306,-8,0,0,100,0,0,Lazio
26-nov,298,-10.4,0,0,100,0,0,Lazio
27-nov,292,-11.2,0,0,100,0,0,Lazio
28-nov,281,-12.8,0,0,100,0,0,Lazio
29-nov,272,-15.3,0,0,100,0,0,Lazio
30-nov,259,-19.1,0,0,100,0,0,Lazio
1-dic,244,-23.6,0,0,100,0,0,Lazio
2-dic,239,-22,0,0,100,0,0,Lazio
3-dic,230,-22.9,0,0,100,0,0,Lazio
4-dic,222,-23.8,0,0,100,0,0,Lazio
5-dic,217,-22.8,0,0,100,0,0,Lazio
6-dic,211,-22.4,0,0,100,0,0,Lazio
7-dic,207,-19.9,0,0,100,0,0,Lazio
8-dic,204,-16.3,0,0,100,0,0,Lazio
9-dic,196,-18,0,0,100,0,0,Lazio
10-dic,191,-17.1,0,0,100,0,0,Lazio
11-dic,180,-19,0,0,100,0,0,Lazio
12-dic,170,-21.8,0,0,100,0,0,Lazio
13-dic,165,-21.9,0,0,100,0,0,Lazio
14-dic,164,-21,0,0,100,0,0,Lazio
15-dic,158,-22.8,0,0,100,0,0,Lazio
16-dic,156,-20,0,0,100,0,0,Lazio
17-dic,158,-17,0,0,100,0,0,Lazio
18-dic,162,-10.2,0,0,100,0,0,Lazio
19-dic,166,-2.5,0,0,100,0,0,Lazio
20-dic,163,-0.8,0,0,100,0,0,Lazio
21-dic,161,-1.4,0,0,100,0,0,Lazio
22-dic,164,3.8,0,0,100,0,0,Lazio
23-dic,159,1.6,0,0,100,0,0,Lazio
24-dic,157,-0.5,100,0,0,0,0,Lazio
25-dic,162,0.2,100,0,0,0,0,Lazio
26-dic,157,-5.1,100,0,0,0,0,Lazio
27-dic,153,-6.3,100,0,0,0,0,Lazio
28-dic,149,-7.8,0,100,0,0,0,Lazio
29-dic,148,-9.8,0,100,0,0,0,Lazio
30-dic,154,-2.9,0,100,0,0,0,Lazio
31-dic,159,0.7,100,0,0,0,0,Lazio
1-gen,163,0.3,100,0,0,0,0,Lazio
2-gen,165,5.2,100,0,0,0,0,Lazio
3-gen,177,16,100,0,0,0,0,Lazio
4-gen,184,23.6,0,100,0,0,0,Lazio
5-gen,193,30.6,100,0,0,0,0,Lazio
6-gen,204,32.5,100,0,0,0,0,Lazio
7-gen,205,29,0,0,100,0,0,Lazio
8-gen,199,22.7,0,0,100,0,0,Lazio
9-gen,204,23.6,0,100,0,0,0,Lazio
10-gen,205,15.6,0,100,0,0,0,Lazio
11-gen,204,10.8,0,0,100,0,0,Lazio
12-gen,198,2.7,0,0,100,0,0,Lazio
13-gen,191,-6.6,0,0,100,0,0,Lazio
14-gen,192,-6.3,0,0,100,0,0,Lazio
15-gen,188,-5.8,0,0,100,0,0,Lazio
16-gen,183,-10.2,0,0,100,0,0,Lazio
17-gen,174,-15,0,100,0,0,0,Lazio
18-gen,168,-17.7,0,100,0,0,0,Lazio
19-gen,163,-17.7,0,100,0,0,0,Lazio
20-gen,157,-17.8,0,100,0,0,0,Lazio
21-gen,148,-22.7,0,100,0,0,0,Lazio
22-gen,144,-23.5,0,100,0,0,0,Lazio
23-gen,144,-21.4,0,100,0,0,0,Lazio
24-gen,141,-19.4,0,100,0,0,0,Lazio
25-gen,141,-16.1,0,100,0,0,0,Lazio
26-gen,140,-14.3,0,100,0,0,0,Lazio
27-gen,141,-10.5,0,100,0,0,0,Lazio
28-gen,140,-5.5,0,100,0,0,0,Lazio
29-gen,140,-2.4,0,100,0,0,0,Lazio
30-gen,138,-4.5,0,100,0,0,0,Lazio
31-gen,136,-3.7,0,100,0,0,0,Lazio
1-feb,133,-5.6,0,0,100,0,0,Lazio
2-feb,129,-7.4,0,0,100,0,0,Lazio
3-feb,126,-10.2,0,0,100,0,0,Lazio
4-feb,125,-10.9,0,0,100,0,0,Lazio
5-feb,124,-11.3,0,0,100,0,0,Lazio
6-feb,122,-11.1,0,0,100,0,0,Lazio
7-feb,122,-10.1,0,0,100,0,0,Lazio
8-feb,123,-7.4,0,0,100,0,0,Lazio
9-feb,123,-4.9,0,0,100,0,0,Lazio
10-feb,121,-4.5,0,0,100,0,0,Lazio
11-feb,122,-1.9,0,0,100,0,0,Lazio
12-feb,121,-2.4,0,0,100,0,0,Lazio
13-feb,122,0,0,0,100,0,0,Lazio
14-feb,120,-1.2,0,0,100,0,0,Lazio
15-feb,120,-2.5,0,0,100,0,0,Lazio
16-feb,121,-1.9,0,0,100,0,0,Lazio
17-feb,118,-2.2,0,0,100,0,0,Lazio
18-feb,114,-7.1,0,0,100,0,0,Lazio
19-feb,112,-7.8,0,0,100,0,0,Lazio
20-feb,110,-10.4,0,0,100,0,0,Lazio
21-feb,114,-5.5,0,0,100,0,0,Lazio
22-feb,115,-3.8,0,0,100,0,0,Lazio
23-feb,115,-4.5,0,0,100,0,0,Lazio
24-feb,121,2.4,0,0,100,0,0,Lazio
25-feb,125,9.8,0,0,100,0,0,Lazio
26-feb,135,20.1,0,0,100,0,0,Lazio
27-feb,142,29.5,0,0,100,0,0,Lazio
28-feb,147,29.3,0,0,100,0,0,Lazio
1-mar,150,30.3,0,0,100,0,0,Lazio
2-mar,156,34.9,0,0,100,0,0,Lazio
3-mar,161,33.6,0,0,100,0,0,Lazio
4-mar,169,35.5,0,0,100,0,0,Lazio
5-mar,169,25.6,0,0,100,0,0,Lazio
6-mar,173,21.7,0,0,100,0,0,Lazio
7-mar,174,18.1,0,0,100,0,0,Lazio
8-mar,176,17.1,0,0,100,0,0,Lazio
9-mar,180,15.9,0,0,100,0,0,Lazio
10-mar,183,13.1,0,0,100,0,0,Lazio
11-mar,184,8.9,0,0,100,0,0,Lazio
12-mar,188,11.5,0,0,100,0,0,Lazio
13-mar,196,13.5,0,0,100,0,0,Lazio
14-mar,203,17,0,0,100,0,0,Lazio
15-mar,210,19,100,0,0,0,0,Lazio
16-mar,211,16.9,100,0,0,0,0,Lazio
17-mar,212,16.1,100,0,0,0,0,Lazio
18-mar,215,16.5,100,0,0,0,0,Lazio
19-mar,222,18,100,0,0,0,0,Lazio
20-mar,219,11.9,100,0,0,0,0,Lazio
21-mar,219,7.7,100,0,0,0,0,Lazio
22-mar,217,3.4,100,0,0,0,0,Lazio
23-mar,217,2.8,100,0,0,0,0,Lazio
24-mar,216,2,100,0,0,0,0,Lazio
25-mar,218,1.4,100,0,0,0,0,Lazio
26-mar,215,-3.5,100,0,0,0,0,Lazio
27-mar,215,-2.1,100,0,0,0,0,Lazio
28-mar,216,-1.6,100,0,0,0,0,Lazio
29-mar,215,-0.6,100,0,0,0,0,Lazio
30-mar,217,0.3,0,100,0,0,0,Lazio
31-mar,219,1.2,0,100,0,0,0,Lazio
1-apr,215,-1.3,0,100,0,0,0,Lazio
2-apr,213,-0.6,0,100,0,0,0,Lazio
3-apr,210,-2.2,100,0,0,0,0,Lazio
4-apr,205,-5.1,100,0,0,0,0,Lazio
5-apr,205,-4.9,100,0,0,0,0,Lazio
6-apr,197,-9.5,0,100,0,0,0,Lazio
7-apr,184,-15.9,0,100,0,0,0,Lazio
8-apr,174,-19.3,0,100,0,0,0,Lazio
9-apr,164,-23.2,0,100,0,0,0,Lazio
10-apr,161,-23.4,0,100,0,0,0,Lazio
11-apr,164,-20,0,100,0,0,0,Lazio
12-apr,157,-23.2,0,100,0,0,0,Lazio
13-apr,158,-19.6,0,100,0,0,0,Lazio
14-apr,161,-12.7,0,100,0,0,0,Lazio
15-apr,162,-6.5,0,100,0,0,0,Lazio
16-apr,164,0.2,0,100,0,0,0,Lazio
17-apr,163,1.1,0,100,0,0,0,Lazio
18-apr,153,-6.4,0,100,0,0,0,Lazio
19-apr,151,-3.8,0,100,0,0,0,Lazio
20-apr,147,-6.9,0,100,0,0,0,Lazio
21-apr,146,-9.2,0,100,0,0,0,Lazio
22-apr,146,-10.3,0,100,0,0,0,Lazio
23-apr,141,-14,0,100,0,0,0,Lazio
24-apr,139,-14.5,0,100,0,0,0,Lazio
25-apr,140,-8.4,0,100,0,0,0,Lazio
26-apr,140,-7.2,0,0,100,0,0,Lazio
27-apr,141,-4.4,0,0,100,0,0,Lazio
28-apr,139,-4.6,0,0,100,0,0,Lazio
29-apr,136,-6.6,0,0,100,0,0,Lazio
30-apr,135,-4.5,0,0,100,0,0,Lazio
1-mag,131,-5.7,0,0,100,0,0,Lazio
2-mag,128,-8.8,0,0,100,0,0,Lazio
3-mag,123,-12.8,0,0,100,0,0,Lazio
4-mag,120,-14.6,0,0,100,0,0,Lazio
5-mag,116,-16.7,0,0,100,0,0,Lazio
6-mag,114,-16.2,0,0,100,0,0,Lazio
7-mag,112,-16.6,0,0,100,0,0,Lazio
8-mag,111,-15.4,0,0,100,0,0,Lazio
9-mag,108,-15.8,0,0,100,0,0,Lazio
10-mag,108,-11.8,0,0,100,0,0,Lazio
11-mag,105,-12.5,0,0,100,0,0,Lazio
12-mag,101,-12.5,0,0,100,0,0,Lazio
13-mag,95,-16.3,0,0,100,0,0,Lazio
14-mag,89,-20.7,0,0,100,0,0,Lazio
15-mag,82,-25.8,0,0,100,0,0,Lazio
16-mag,79,-26.8,0,0,100,0,0,Lazio
17-mag,74,-31.8,0,0,100,0,0,Lazio
18-mag,69,-34.7,0,0,100,0,0,Lazio
19-mag,66,-35.2,0,0,100,0,0,Lazio
20-mag,64,-32.8,0,0,100,0,0,Lazio
21-mag,59.9,-32.7,0,0,100,0,0,Lazio
22-mag,57.7,-30,0,0,100,0,0,Lazio
23-mag,54.9,-30.4,0,0,100,0,0,Lazio
24-mag,53.2,-27.8,0,0,100,0,0,Lazio
25-mag,52.5,-23.6,0,0,100,0,0,Lazio
26-mag,49.9,-24.1,0,0,100,0,0,Lazio
27-mag,46.4,-27.5,0,0,100,0,0,Lazio
28-mag,43.4,-27.6,0,0,100,0,0,Lazio
29-mag,40.1,-30.5,0,0,100,0,0,Lazio
30-mag,37.8,-31.2,0,0,100,0,0,Lazio
31-mag,37,-30.3,0,0,100,0,0,Lazio
1-giu,35.1,-33.2,0,0,100,0,0,Lazio
2-giu,33.2,-33.5,0,0,100,0,0,Lazio
3-giu,30.3,-34.7,0,0,100,0,0,Lazio
4-giu,28.6,-34.1,0,0,100,0,0,Lazio
5-giu,26.9,-33,0,0,100,0,0,Lazio
6-giu,26.1,-30.9,0,0,100,0,0,Lazio
7-giu,24.7,-33.4,0,0,100,0,0,Lazio
8-giu,23.7,-32.4,0,0,100,0,0,Lazio
9-giu,23.1,-30.3,0,0,100,0,0,Lazio
10-giu,23.1,-23.8,0,0,100,0,0,Lazio
11-giu,22.6,-20.9,0,0,100,0,0,Lazio
12-giu,21.8,-18.9,0,0,100,0,0,Lazio
13-giu,20,-23.5,0,0,100,0,0,Lazio
14-giu,18.9,-23.3,0,0,0,0,100,Lazio
15-giu,18.6,-21.7,0,0,0,0,100,Lazio
16-giu,17.9,-22.5,0,0,0,0,100,Lazio
17-giu,16.6,-28.1,0,0,0,0,100,Lazio
18-giu,16.2,-28.2,0,0,0,0,100,Lazio
19-giu,15.1,-30.6,0,0,0,0,100,Lazio
20-giu,14.1,-29.3,0,0,0,0,100,Lazio
21-giu,13.4,-29.2,0,0,0,0,100,Lazio
22-giu,12.6,-31.9,0,0,0,0,100,Lazio
23-giu,11.8,-34,0,0,0,0,100,Lazio
24-giu,11.4,-31.1,0,0,0,0,100,Lazio
25-giu,10.5,-35.5,0,0,0,0,100,Lazio
26-giu,10.1,-33.4,0,0,0,0,100,Lazio
27-giu,10.5,-25.4,0,0,0,0,100,Lazio
28-giu,10.2,-24,0,0,0,0,100,Lazio
29-giu,9.7,-23.2,0,0,0,0,100,Lazio
30-giu,8.9,-24.8,0,0,0,0,100,Lazio
1-lug,8.5,-26.1,0,0,0,0,100,Lazio
2-lug,8,-23.7,0,0,0,0,100,Lazio
3-lug,8.1,-19.8,0,0,0,0,100,Lazio
4-lug,7.9,-24.8,0,0,0,0,100,Lazio
5-lug,8.5,-17,0,0,0,0,100,Lazio
6-lug,8.7,-10.6,0,0,0,0,100,Lazio
7-lug,9.6,7.9,0,0,0,0,100,Lazio
8-lug,10.3,21.7,0,0,0,0,100,Lazio
9-lug,11.5,44.4,0,0,0,0,100,Lazio
10-lug,13.1,62.2,0,0,0,0,100,Lazio
11-lug,14.5,83.7,0,0,0,0,100,Lazio
12-lug,16.1,90.3,0,0,0,0,100,Lazio
13-lug,18,107.5,0,0,0,0,100,Lazio
14-lug,19.8,106.4,0,0,0,0,100,Lazio
15-lug,24,133.3,0,0,0,0,100,Lazio
16-lug,29.4,154.8,0,0,0,0,100,Lazio
17-lug,35.1,167.1,0,0,0,0,100,Lazio
18-lug,40.4,178,0,0,0,0,100,Lazio
19-lug,45,179.6,0,0,0,0,100,Lazio
20-lug,54,200.3,0,0,0,0,100,Lazio
21-lug,61.1,208.7,0,0,0,0,100,Lazio
22-lug,68.8,186.5,0,0,0,0,100,Lazio
23-lug,76,158.5,0,0,0,0,100,Lazio
24-lug,82,133.9,0,0,0,0,100,Lazio
25-lug,85.3,111.1,0,0,0,0,100,Lazio
26-lug,87.4,94.1,0,0,0,0,100,Lazio
27-lug,85,57.3,0,0,0,0,100,Lazio
28-lug,87.7,43.4,0,0,0,0,100,Lazio
29-lug,87.5,27.1,0,0,0,0,100,Lazio
30-lug,87.3,14.9,0,0,0,0,100,Lazio
31-lug,85.5,4.2,0,0,0,0,100,Lazio
1-ago,86.5,1.4,0,0,0,0,100,Lazio
2-ago,82,-6.2,0,0,0,0,100,Lazio
3-ago,79.8,-6,0,0,0,0,100,Lazio
4-ago,75.3,-14.1,0,0,0,0,100,Lazio
5-ago,71.2,-18.6,0,0,0,0,100,Lazio
6-ago,69.7,-20.1,0,0,0,0,100,Lazio
7-ago,67.9,-20.6,0,0,0,0,100,Lazio
8-ago,65.1,-24.7,0,0,0,0,100,Lazio
9-ago,68.3,-16.7,0,0,0,0,100,Lazio
10-ago,73.2,-8.3,0,0,0,0,100,Lazio
11-ago,75.5,0.3,0,0,0,0,100,Lazio
12-ago,75.9,6.6,0,0,0,0,100,Lazio
13-ago,73.3,5.1,0,0,0,0,100,Lazio
14-ago,72.4,6.5,0,0,0,0,100,Lazio
15-ago,70.8,8.8,0,0,0,0,100,Lazio
16-ago,69.9,2.3,0,0,0,0,100,Lazio
17-ago,67.2,-8.2,0,0,0,0,100,Lazio
18-ago,68.2,-9.7,0,0,0,0,100,Lazio
19-ago,67.9,-10.6,0,0,0,0,100,Lazio
20-ago,68.7,-6.2,0,0,0,0,100,Lazio
21-ago,68.2,-5.7,0,0,0,0,100,Lazio
22-ago,68,-4,0,0,0,0,100,Lazio
23-ago,66.7,-4.5,0,0,0,0,100,Lazio
24-ago,64.5,-4,0,0,0,0,100,Lazio
25-ago,60,-12.1,0,0,0,0,100,Lazio
26-ago,60.6,-10.8,0,0,0,0,100,Lazio
27-ago,58.6,-14.8,0,0,0,0,100,Lazio
28-ago,56.7,-16.8,0,0,0,0,100,Lazio
29-ago,54.9,-19.3,0,0,0,0,100,Lazio
30-ago,54.4,-18.5,0,0,0,0,100,Lazio
31-ago,51.9,-19.5,0,0,0,0,100,Lazio
1-set,50.3,-16.1,0,0,0,0,100,Lazio
2-set,47.2,-22,0,0,0,0,100,Lazio
3-set,45.2,-22.9,0,0,0,0,100,Lazio
4-set,44.4,-21.7,0,0,0,0,100,Lazio
5-set,45.6,-16.9,0,0,0,0,100,Lazio
6-set,45.2,-17,0,0,0,0,100,Lazio
7-set,46.4,-10.7,0,0,0,0,100,Lazio
8-set,46.8,-7.1,0,0,0,0,100,Lazio
9-set,45.1,-4.4,0,0,0,0,100,Lazio
10-set,43.7,-3.3,0,0,0,0,100,Lazio
11-set,42.9,-3.3,0,0,0,0,100,Lazio
12-set,41.3,-9.5,0,0,0,0,100,Lazio
13-set,40.9,-9.5,0,0,0,0,100,Lazio
14-set,40.4,-13,0,0,0,0,100,Lazio
15-set,40.4,-13.7,0,0,0,0,100,Lazio
16-set,40.4,-10.4,0,0,0,0,100,Lazio
17-set,40.8,-6.5,0,0,0,0,100,Lazio
18-set,41.1,-4.4,0,0,0,0,100,Lazio
19-set,40.3,-2.5,0,0,0,0,100,Lazio
20-set,39.8,-2.7,0,0,0,0,100,Lazio
21-set,39.3,-2.6,0,0,0,0,100,Lazio
22-set,37.9,-6,0,0,0,0,100,Lazio
23-set,38.9,-3.7,0,0,0,0,100,Lazio
24-set,38.8,-4.9,0,0,0,0,100,Lazio
25-set,37.6,-8.4,0,0,0,0,100,Lazio
26-set,37.5,-6.8,0,0,0,0,100,Lazio
27-set,37.1,-6.8,0,0,0,0,100,Lazio
28-set,36.2,-8,0,0,0,0,100,Lazio
29-set,35.9,-5.3,0,0,0,0,100,Lazio
30-set,35.3,-9.5,0,0,0,0,100,Lazio
1-ott,34,-12.4,0,0,0,0,100,Lazio
2-ott,34.7,-7.7,0,0,0,0,100,Lazio
3-ott,34.8,-7.2,0,0,0,0,100,Lazio
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1-ott,24,31.4,0,0,0,0,0,Umbria
2-ott,28,54.4,0,0,0,0,0,Umbria
3-ott,29,55.9,0,0,0,0,0,Umbria
4-ott,35,91.1,0,0,0,0,0,Umbria
5-ott,36,89,0,0,0,0,0,Umbria
6-ott,40,116.8,0,0,0,0,0,Umbria
7-ott,43,95.7,0,0,0,0,0,Umbria
8-ott,47,98,0,0,0,0,0,Umbria
9-ott,57,102.9,0,0,0,0,0,Umbria
10-ott,68,133.1,0,0,0,0,0,Umbria
11-ott,75,114.6,0,0,0,0,0,Umbria
12-ott,90,150.6,0,0,0,0,0,Umbria
13-ott,98,143.8,0,0,0,0,0,Umbria
14-ott,107,151.9,0,0,0,0,0,Umbria
15-ott,128,172.4,0,0,0,0,0,Umbria
16-ott,133,132.9,0,0,0,0,0,Umbria
17-ott,142,109.6,0,0,0,0,0,Umbria
18-ott,164,118.8,0,0,0,0,0,Umbria
19-ott,166,84.9,0,0,0,0,0,Umbria
20-ott,173,75.7,0,0,0,0,0,Umbria
21-ott,197,83.8,0,0,0,0,0,Umbria
22-ott,214,67.1,0,0,0,0,0,Umbria
23-ott,242,81.9,0,0,0,0,0,Umbria
24-ott,279,97.1,0,0,0,0,0,Umbria
25-ott,295,80,0,0,0,0,0,Umbria
26-ott,306,84.3,0,0,0,0,0,Umbria
27-ott,320,85.2,0,0,0,0,0,Umbria
28-ott,326,65.5,0,0,0,0,0,Umbria
29-ott,359,68.1,0,0,0,0,0,Umbria
30-ott,392,61.6,0,0,0,0,0,Umbria
31-ott,387,38.5,0,0,0,0,0,Umbria
1-nov,422,43,0,0,0,0,0,Umbria
2-nov,414,35.2,0,0,0,0,0,Umbria
3-nov,426,33.2,0,0,0,0,0,Umbria
4-nov,437,34.1,0,0,0,0,0,Umbria
5-nov,446,24.1,0,0,0,0,0,Umbria
6-nov,450,14.9,0,0,100,0,0,Umbria
7-nov,474,22.5,0,0,100,0,0,Umbria
8-nov,461,9.3,0,0,100,0,0,Umbria
9-nov,475,14.8,0,0,100,0,0,Umbria
10-nov,483,13.3,0,0,100,0,0,Umbria
11-nov,485,10.9,0,100,0,0,0,Umbria
12-nov,487,9.2,0,100,0,0,0,Umbria
13-nov,468,4,0,100,0,0,0,Umbria
14-nov,455,-3.9,0,100,0,0,0,Umbria
15-nov,455,-1.4,0,100,0,0,0,Umbria
16-nov,452,-5,0,100,0,0,0,Umbria
17-nov,436,-9.7,0,100,0,0,0,Umbria
18-nov,434,-10.5,0,100,0,0,0,Umbria
19-nov,408,-16.2,0,100,0,0,0,Umbria
20-nov,384,-18,0,100,0,0,0,Umbria
21-nov,364,-20.1,0,100,0,0,0,Umbria
22-nov,334,-26.5,0,100,0,0,0,Umbria
23-nov,314,-30.5,0,100,0,0,0,Umbria
24-nov,298,-31.5,0,100,0,0,0,Umbria
25-nov,285,-34.4,0,100,0,0,0,Umbria
26-nov,261,-36.2,0,100,0,0,0,Umbria
27-nov,245,-36.1,0,100,0,0,0,Umbria
28-nov,238,-34.6,0,100,0,0,0,Umbria
29-nov,228,-31.9,0,100,0,0,0,Umbria
30-nov,224,-28.8,0,100,0,0,0,Umbria
1-dic,215,-28,0,100,0,0,0,Umbria
2-dic,203,-29,0,100,0,0,0,Umbria
3-dic,196,-24.8,0,100,0,0,0,Umbria
4-dic,185,-24.5,0,100,0,0,0,Umbria
5-dic,171,-28.2,0,100,0,0,0,Umbria
6-dic,162,-28.8,0,0,100,0,0,Umbria
7-dic,162,-27.6,0,0,100,0,0,Umbria
8-dic,161,-25.2,0,0,100,0,0,Umbria
9-dic,139,-31.3,0,0,100,0,0,Umbria
10-dic,127,-35.2,0,0,100,0,0,Umbria
11-dic,133,-28.2,0,0,100,0,0,Umbria
12-dic,131,-23.3,0,0,100,0,0,Umbria
13-dic,121,-25.5,0,0,100,0,0,Umbria
14-dic,119,-26.5,0,0,100,0,0,Umbria
15-dic,124,-22.8,0,0,100,0,0,Umbria
16-dic,133,-4.1,0,0,100,0,0,Umbria
17-dic,133,4.8,0,0,100,0,0,Umbria
18-dic,124,-6.5,0,0,100,0,0,Umbria
19-dic,125,-4.6,0,0,100,0,0,Umbria
20-dic,122,0.5,0,0,100,0,0,Umbria
21-dic,121,1.3,0,0,100,0,0,Umbria
22-dic,113,-8.9,0,0,100,0,0,Umbria
23-dic,112,-16.3,0,0,100,0,0,Umbria
24-dic,113,-15.1,100,0,0,0,0,Umbria
25-dic,123,-0.7,100,0,0,0,0,Umbria
26-dic,104,-16.9,100,0,0,0,0,Umbria
27-dic,95,-21.7,100,0,0,0,0,Umbria
28-dic,101,-16.6,0,100,0,0,0,Umbria
29-dic,106,-6.2,0,100,0,0,0,Umbria
30-dic,128,14.6,0,100,0,0,0,Umbria
31-dic,140,24.2,100,0,0,0,0,Umbria
1-gen,140,13.4,100,0,0,0,0,Umbria
2-gen,140,34.4,100,0,0,0,0,Umbria
3-gen,159,67.2,100,0,0,0,0,Umbria
4-gen,155,54.3,0,100,0,0,0,Umbria
5-gen,164,54.3,100,0,0,0,0,Umbria
6-gen,164,27.8,100,0,0,0,0,Umbria
7-gen,136,-3,0,0,100,0,0,Umbria
8-gen,135,-3.7,0,0,100,0,0,Umbria
9-gen,163,16.6,0,100,0,0,0,Umbria
10-gen,169,6.5,0,100,0,0,0,Umbria
11-gen,169,8.9,0,0,100,0,0,Umbria
12-gen,166,1.2,0,0,100,0,0,Umbria
13-gen,161,-1.6,0,0,100,0,0,Umbria
14-gen,178,30.4,0,0,100,0,0,Umbria
15-gen,180,33.4,0,0,100,0,0,Umbria
16-gen,174,6.4,0,0,100,0,0,Umbria
17-gen,162,-4.7,0,100,0,0,0,Umbria
18-gen,167,-1.3,0,100,0,0,0,Umbria
19-gen,169,2.1,0,100,0,0,0,Umbria
20-gen,166,2.9,0,100,0,0,0,Umbria
21-gen,174,-2,0,100,0,0,0,Umbria
22-gen,183,1.7,0,100,0,0,0,Umbria
23-gen,193,11.4,0,100,0,0,0,Umbria
24-gen,204,26.4,0,100,0,0,0,Umbria
25-gen,201,20.5,0,100,0,0,0,Umbria
26-gen,207,22.3,0,100,0,0,0,Umbria
27-gen,223,34.5,0,100,0,0,0,Umbria
28-gen,232,33.2,0,100,0,0,0,Umbria
29-gen,236,29,0,100,0,0,0,Umbria
30-gen,224,15.7,0,100,0,0,0,Umbria
31-gen,229,12.2,0,100,0,0,0,Umbria
1-feb,238,18.5,0,100,0,0,0,Umbria
2-feb,239,15.6,0,100,0,0,0,Umbria
3-feb,244,9.6,0,100,0,0,0,Umbria
4-feb,244,5.2,0,100,0,0,0,Umbria
5-feb,257,9,0,100,0,0,0,Umbria
6-feb,271,21.2,0,100,0,0,0,Umbria
