Data,CASI,VARIAZIONI,1,2,3,4,5,Regione
12-mar,414,37.3,0,100,0,0,0,Friuli VG
13-mar,439,38,0,100,0,0,0,Friuli VG
14-mar,450,37.1,0,100,0,0,0,Friuli VG
15-mar,449,28.7,100,0,0,0,0,Friuli VG
16-mar,455,26.9,100,0,0,0,0,Friuli VG
17-mar,465,24.7,100,0,0,0,0,Friuli VG
18-mar,471,17.1,100,0,0,0,0,Friuli VG
19-mar,466,12.3,100,0,0,0,0,Friuli VG
20-mar,462,5.2,100,0,0,0,0,Friuli VG
21-mar,459,2,100,0,0,0,0,Friuli VG
22-mar,460,2.5,100,0,0,0,0,Friuli VG
23-mar,450,-1.2,100,0,0,0,0,Friuli VG
24-mar,431,-7.3,100,0,0,0,0,Friuli VG
25-mar,413,-12.2,100,0,0,0,0,Friuli VG
26-mar,401,-13.8,100,0,0,0,0,Friuli VG
27-mar,382,-17.3,100,0,0,0,0,Friuli VG
28-mar,371,-19.3,100,0,0,0,0,Friuli VG
29-mar,362,-21.3,100,0,0,0,0,Friuli VG
30-mar,354,-21.4,100,0,0,0,0,Friuli VG
31-mar,344,-20.3,100,0,0,0,0,Friuli VG
1-apr,334,-19.2,100,0,0,0,0,Friuli VG
2-apr,312,-22.2,100,0,0,0,0,Friuli VG
3-apr,294,-23,100,0,0,0,0,Friuli VG
4-apr,285,-23,100,0,0,0,0,Friuli VG
5-apr,273,-24.7,100,0,0,0,0,Friuli VG
6-apr,241,-31.9,100,0,0,0,0,Friuli VG
7-apr,211,-38.7,100,0,0,0,0,Friuli VG
8-apr,189,-43.4,100,0,0,0,0,Friuli VG
9-apr,174,-44.3,100,0,0,0,0,Friuli VG
10-apr,169,-42.5,100,0,0,0,0,Friuli VG
11-apr,158,-44.7,100,0,0,0,0,Friuli VG
12-apr,152,-44.2,0,100,0,0,0,Friuli VG
13-apr,178,-26.1,0,100,0,0,0,Friuli VG
14-apr,173,-18,0,100,0,0,0,Friuli VG
15-apr,157,-16.8,0,100,0,0,0,Friuli VG
16-apr,162,-7.1,0,100,0,0,0,Friuli VG
17-apr,142,-16,0,100,0,0,0,Friuli VG
18-apr,143,-9.4,0,100,0,0,0,Friuli VG
19-apr,140,-7.7,0,100,0,0,0,Friuli VG
20-apr,133,-25.4,0,100,0,0,0,Friuli VG
21-apr,136,-21.5,0,100,0,0,0,Friuli VG
22-apr,131,-16.6,0,100,0,0,0,Friuli VG
23-apr,109,-32.8,0,100,0,0,0,Friuli VG
24-apr,113,-20.6,0,100,0,0,0,Friuli VG
25-apr,110,-23.3,0,100,0,0,0,Friuli VG
26-apr,114,-19.1,0,0,100,0,0,Friuli VG
27-apr,106,-20.1,0,0,100,0,0,Friuli VG
28-apr,93,-31.2,0,0,100,0,0,Friuli VG
29-apr,94,-28.5,0,0,100,0,0,Friuli VG
30-apr,92,-15,0,0,100,0,0,Friuli VG
1-mag,94,-16.7,0,0,100,0,0,Friuli VG
2-mag,81,-26.5,0,0,100,0,0,Friuli VG
3-mag,76,-32.7,0,0,100,0,0,Friuli VG
4-mag,72,-32,0,0,100,0,0,Friuli VG
5-mag,77,-17.3,0,0,100,0,0,Friuli VG
6-mag,66,-29.4,0,0,100,0,0,Friuli VG
7-mag,64,-30.4,0,0,100,0,0,Friuli VG
8-mag,53,-43.3,0,0,100,0,0,Friuli VG
9-mag,57,-29.4,0,0,100,0,0,Friuli VG
10-mag,56,-27,0,0,100,0,0,Friuli VG
11-mag,51,-29.9,0,0,100,0,0,Friuli VG
12-mag,42,-45.2,0,0,100,0,0,Friuli VG
13-mag,44,-33.5,0,0,100,0,0,Friuli VG
14-mag,40,-38.1,0,0,100,0,0,Friuli VG
15-mag,38,-28.7,0,0,100,0,0,Friuli VG
16-mag,35,-38.4,0,0,100,0,0,Friuli VG
17-mag,33,-40.5,0,0,100,0,0,Friuli VG
18-mag,31,-38.9,0,0,100,0,0,Friuli VG
19-mag,29,-30.8,0,0,100,0,0,Friuli VG
20-mag,24,-44.6,0,0,100,0,0,Friuli VG
21-mag,24.4,-38.8,0,0,100,0,0,Friuli VG
22-mag,21.8,-42.6,0,0,100,0,0,Friuli VG
23-mag,21.4,-38.8,0,0,100,0,0,Friuli VG
24-mag,20.1,-39.4,0,0,100,0,0,Friuli VG
25-mag,19.3,-37.6,0,0,100,0,0,Friuli VG
26-mag,16.9,-42.2,0,0,100,0,0,Friuli VG
27-mag,16.1,-33.9,0,0,100,0,0,Friuli VG
28-mag,14.7,-39.7,0,0,100,0,0,Friuli VG
29-mag,17.8,-18.4,0,0,100,0,0,Friuli VG
30-mag,18,-16,0,0,100,0,0,Friuli VG
31-mag,18.5,-7.9,0,0,0,0,100,Friuli VG
1-giu,17.3,-10.4,0,0,0,0,100,Friuli VG
2-giu,17.7,4.4,0,0,0,0,100,Friuli VG
3-giu,15.4,-4.1,0,0,0,0,100,Friuli VG
4-giu,16,9.1,0,0,0,0,100,Friuli VG
5-giu,15.5,-12.7,0,0,0,0,100,Friuli VG
6-giu,13.8,-23.6,0,0,0,0,100,Friuli VG
7-giu,13.9,-24.8,0,0,0,0,100,Friuli VG
8-giu,16.1,-6.8,0,0,0,0,100,Friuli VG
9-giu,15.3,-13.7,0,0,0,0,100,Friuli VG
10-giu,18.3,18.4,0,0,0,0,100,Friuli VG
11-giu,17.9,11.5,0,0,0,0,100,Friuli VG
12-giu,15,-3.2,0,0,0,0,100,Friuli VG
13-giu,14.8,7.9,0,0,0,0,100,Friuli VG
14-giu,14.5,4.2,0,0,0,0,100,Friuli VG
15-giu,11.9,-25.9,0,0,0,0,100,Friuli VG
16-giu,11.9,-21.9,0,0,0,0,100,Friuli VG
17-giu,10.5,-42.5,0,0,0,0,100,Friuli VG
18-giu,10.7,-40.2,0,0,0,0,100,Friuli VG
19-giu,9.1,-39.4,0,0,0,0,100,Friuli VG
20-giu,8.9,-39.9,0,0,0,0,100,Friuli VG
21-giu,8.8,-39.7,0,0,0,0,100,Friuli VG
22-giu,9,-24.5,0,0,0,0,100,Friuli VG
23-giu,7.8,-34.3,0,0,0,0,100,Friuli VG
24-giu,7.9,-24.6,0,0,0,0,100,Friuli VG
25-giu,7.7,-28.1,0,0,0,0,100,Friuli VG
26-giu,7.8,-13.8,0,0,0,0,100,Friuli VG
27-giu,7.9,-11.2,0,0,0,0,100,Friuli VG
28-giu,8,-8.6,0,0,0,0,100,Friuli VG
29-giu,8.1,-10.2,0,0,0,0,100,Friuli VG
30-giu,8.3,6.4,0,0,0,0,100,Friuli VG
1-lug,7.6,-4.2,0,0,0,0,100,Friuli VG
2-lug,7.6,-1.1,0,0,0,0,100,Friuli VG
3-lug,7,-10.6,0,0,0,0,100,Friuli VG
4-lug,7.1,-10.5,0,0,0,0,100,Friuli VG
5-lug,7,-12.5,0,0,0,0,100,Friuli VG
6-lug,6.8,-16.5,0,0,0,0,100,Friuli VG
7-lug,7.5,-10,0,0,0,0,100,Friuli VG
8-lug,7.7,1.1,0,0,0,0,100,Friuli VG
9-lug,7.1,-6.6,0,0,0,0,100,Friuli VG
10-lug,8.6,22.6,0,0,0,0,100,Friuli VG
11-lug,8.3,16.5,0,0,0,0,100,Friuli VG
12-lug,9.3,33.3,0,0,0,0,100,Friuli VG
13-lug,9.5,40.7,0,0,0,0,100,Friuli VG
14-lug,11.3,50,0,0,0,0,100,Friuli VG
15-lug,11.6,51.1,0,0,0,0,100,Friuli VG
16-lug,12.5,76.5,0,0,0,0,100,Friuli VG
17-lug,12.6,46.6,0,0,0,0,100,Friuli VG
18-lug,13.5,63.6,0,0,0,0,100,Friuli VG
19-lug,12.8,36.6,0,0,0,0,100,Friuli VG
20-lug,11.5,21.1,0,0,0,0,100,Friuli VG
21-lug,15.7,39.3,0,0,0,0,100,Friuli VG
22-lug,18.6,60.4,0,0,0,0,100,Friuli VG
23-lug,21.1,68.7,0,0,0,0,100,Friuli VG
24-lug,24.3,92.7,0,0,0,0,100,Friuli VG
25-lug,26.3,94.4,0,0,0,0,100,Friuli VG
26-lug,27.4,114.4,0,0,0,0,100,Friuli VG
27-lug,34.8,202.2,0,0,0,0,100,Friuli VG
28-lug,33.3,112.2,0,0,0,0,100,Friuli VG
29-lug,36.5,96.4,0,0,0,0,100,Friuli VG
30-lug,40.2,90.5,0,0,0,0,100,Friuli VG
31-lug,41.9,72.5,0,0,0,0,100,Friuli VG
1-ago,42.7,62.5,0,0,0,0,100,Friuli VG
2-ago,43,57,0,0,0,0,100,Friuli VG
3-ago,43.3,24.5,0,0,0,0,100,Friuli VG
4-ago,48.1,44.6,0,0,0,0,100,Friuli VG
5-ago,49.5,35.4,0,0,0,0,100,Friuli VG
6-ago,50,24.3,0,0,0,0,100,Friuli VG
7-ago,52,24.1,0,0,0,0,100,Friuli VG
8-ago,51.8,21.3,0,0,0,0,100,Friuli VG
9-ago,50.8,18.3,0,0,0,0,100,Friuli VG
10-ago,49.2,13.7,0,0,0,0,100,Friuli VG
11-ago,51.1,6.2,0,0,0,0,100,Friuli VG
12-ago,50.3,1.7,0,0,0,0,100,Friuli VG
13-ago,50.6,1.2,0,0,0,0,100,Friuli VG
14-ago,49.6,-4.7,0,0,0,0,100,Friuli VG
15-ago,50.6,-2.3,0,0,0,0,100,Friuli VG
16-ago,51,0.3,0,0,0,0,100,Friuli VG
17-ago,51.4,4.4,0,0,0,0,100,Friuli VG
18-ago,48.9,-4.4,0,0,0,0,100,Friuli VG
19-ago,46,-8.5,0,0,0,0,100,Friuli VG
20-ago,46.4,-8.3,0,0,0,0,100,Friuli VG
21-ago,46.6,-5.9,0,0,0,0,100,Friuli VG
22-ago,48,-5.1,0,0,0,0,100,Friuli VG
23-ago,49,-3.9,0,0,0,0,100,Friuli VG
24-ago,50.4,-1.9,0,0,0,0,100,Friuli VG
25-ago,58.4,19.5,0,0,0,0,100,Friuli VG
26-ago,55.7,21,0,0,0,0,100,Friuli VG
27-ago,63.3,36.5,0,0,0,0,100,Friuli VG
28-ago,64.3,37.9,0,0,0,0,100,Friuli VG
29-ago,64.5,34.2,0,0,0,0,100,Friuli VG
30-ago,65.3,33.4,0,0,0,0,100,Friuli VG
31-ago,66.2,31.5,0,0,0,0,100,Friuli VG
1-set,59.6,2,0,0,0,0,100,Friuli VG
2-set,72.1,29.3,0,0,0,0,100,Friuli VG
3-set,66.7,5.3,0,0,0,0,100,Friuli VG
4-set,70.7,9.9,0,0,0,0,100,Friuli VG
5-set,71.9,11.5,0,0,0,0,100,Friuli VG
6-set,71.9,10.1,0,0,0,0,100,Friuli VG
7-set,69.3,4.7,0,0,0,0,100,Friuli VG
8-set,77.6,30.3,0,0,0,0,100,Friuli VG
9-set,72,-0.1,0,0,0,0,100,Friuli VG
10-set,74.2,11.3,0,0,0,0,100,Friuli VG
11-set,71.3,0.9,0,0,0,0,100,Friuli VG
12-set,68.5,-4.8,0,0,0,0,100,Friuli VG
13-set,68.7,-4.5,0,0,0,0,100,Friuli VG
14-set,69.9,0.8,0,0,0,0,100,Friuli VG
15-set,61.1,-21.3,0,0,0,0,100,Friuli VG
16-set,60.3,-16.2,0,0,0,0,100,Friuli VG
17-set,55.2,-25.5,0,0,0,0,100,Friuli VG
18-set,52.5,-26.4,0,0,0,0,100,Friuli VG
19-set,54.3,-20.7,0,0,0,0,100,Friuli VG
20-set,53.9,-21.5,0,0,0,0,100,Friuli VG
21-set,49.2,-29.6,0,0,0,0,100,Friuli VG
22-set,51.1,-16.4,0,0,0,0,100,Friuli VG
23-set,47.5,-21.2,0,0,0,0,100,Friuli VG
24-set,46,-16.8,0,0,0,0,100,Friuli VG
25-set,43.8,-16.5,0,0,0,0,100,Friuli VG
26-set,41.5,-23.5,0,0,0,0,100,Friuli VG
27-set,40,-25.7,0,0,0,0,100,Friuli VG
28-set,41.4,-15.9,0,0,0,0,100,Friuli VG
29-set,36.4,-28.8,0,0,0,0,100,Friuli VG
30-set,39.8,-16.3,0,0,0,0,100,Friuli VG
1-ott,39.7,-13.6,0,0,0,0,100,Friuli VG
2-ott,40.8,-6.9,0,0,0,0,100,Friuli VG
3-ott,40,-3.6,0,0,0,0,100,Friuli VG
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1-ott,23,47.4,0,0,0,0,0,Valle d'Aosta
2-ott,31,216.7,0,0,0,0,0,Valle d'Aosta
3-ott,22,17.4,0,0,0,0,0,Valle d'Aosta
4-ott,27,70,0,0,0,0,0,Valle d'Aosta
5-ott,37,142.1,0,0,0,0,0,Valle d'Aosta
6-ott,35,65.4,0,0,0,0,0,Valle d'Aosta
7-ott,42,73.3,0,0,0,0,0,Valle d'Aosta
8-ott,56,146.4,0,0,0,0,0,Valle d'Aosta
9-ott,61,100,0,0,0,0,0,Valle d'Aosta
10-ott,97,344.4,0,0,0,0,0,Valle d'Aosta
11-ott,106,285.3,0,0,0,0,0,Valle d'Aosta
12-ott,121,226.1,0,0,0,0,0,Valle d'Aosta
13-ott,144,314,0,0,0,0,0,Valle d'Aosta
14-ott,161,284.6,0,0,0,0,0,Valle d'Aosta
15-ott,201,260.9,0,0,0,0,0,Valle d'Aosta
16-ott,208,239.5,0,0,0,0,0,Valle d'Aosta
17-ott,236,143.3,0,0,0,0,0,Valle d'Aosta
18-ott,280,164.9,0,0,0,0,0,Valle d'Aosta
19-ott,363,200,0,0,0,0,0,Valle d'Aosta
20-ott,397,176.4,0,0,0,0,0,Valle d'Aosta
21-ott,457,183,0,0,0,0,0,Valle d'Aosta
22-ott,473,135.3,0,0,0,0,0,Valle d'Aosta
23-ott,529,154.3,0,0,0,0,0,Valle d'Aosta
24-ott,557,136.3,0,0,0,0,0,Valle d'Aosta
25-ott,576,105.8,0,0,0,0,0,Valle d'Aosta
26-ott,584,60.7,0,0,0,0,0,Valle d'Aosta
27-ott,569,43.3,0,0,0,0,0,Valle d'Aosta
28-ott,542,18.6,0,0,0,0,0,Valle d'Aosta
29-ott,615,30,0,0,0,0,0,Valle d'Aosta
30-ott,662,25,0,0,0,0,0,Valle d'Aosta
31-ott,655,17.7,0,0,0,0,0,Valle d'Aosta
1-nov,686,19,0,0,0,0,0,Valle d'Aosta
2-nov,668,14.5,0,0,0,0,0,Valle d'Aosta
3-nov,698,22.7,0,0,0,0,0,Valle d'Aosta
4-nov,740,36.7,0,0,0,0,0,Valle d'Aosta
5-nov,688,11.9,0,0,0,0,0,Valle d'Aosta
6-nov,668,0.9,100,0,0,0,0,Valle d'Aosta
7-nov,678,3.4,100,0,0,0,0,Valle d'Aosta
8-nov,613,-10.6,100,0,0,0,0,Valle d'Aosta
9-nov,677,1.3,100,0,0,0,0,Valle d'Aosta
10-nov,704,0.8,100,0,0,0,0,Valle d'Aosta
11-nov,701,-5.3,100,0,0,0,0,Valle d'Aosta
12-nov,743,8,100,0,0,0,0,Valle d'Aosta
13-nov,722,8.2,100,0,0,0,0,Valle d'Aosta
14-nov,826,21.8,100,0,0,0,0,Valle d'Aosta
15-nov,897,46.2,100,0,0,0,0,Valle d'Aosta
16-nov,814,20.3,100,0,0,0,0,Valle d'Aosta
17-nov,836,18.8,100,0,0,0,0,Valle d'Aosta
18-nov,806,15,100,0,0,0,0,Valle d'Aosta
19-nov,744,0.1,100,0,0,0,0,Valle d'Aosta
20-nov,786,8.8,100,0,0,0,0,Valle d'Aosta
21-nov,662,-19.8,100,0,0,0,0,Valle d'Aosta
22-nov,626,-30.2,100,0,0,0,0,Valle d'Aosta
23-nov,609,-25.3,100,0,0,0,0,Valle d'Aosta
24-nov,543,-35,100,0,0,0,0,Valle d'Aosta
25-nov,495,-38.6,100,0,0,0,0,Valle d'Aosta
26-nov,457,-38.6,100,0,0,0,0,Valle d'Aosta
27-nov,413,-47.4,100,0,0,0,0,Valle d'Aosta
28-nov,398,-39.9,100,0,0,0,0,Valle d'Aosta
29-nov,356,-43.2,100,0,0,0,0,Valle d'Aosta
30-nov,332,-45.5,100,0,0,0,0,Valle d'Aosta
1-dic,293,-46.1,100,0,0,0,0,Valle d'Aosta
2-dic,305,-38.3,100,0,0,0,0,Valle d'Aosta
3-dic,303,-33.6,100,0,0,0,0,Valle d'Aosta
4-dic,244,-41,100,0,0,0,0,Valle d'Aosta
5-dic,223,-44,100,0,0,0,0,Valle d'Aosta
6-dic,212,-40.4,0,100,0,0,0,Valle d'Aosta
7-dic,192,-42.1,0,100,0,0,0,Valle d'Aosta
8-dic,186,-36.4,0,100,0,0,0,Valle d'Aosta
9-dic,166,-45.5,0,100,0,0,0,Valle d'Aosta
10-dic,147,-51.6,0,100,0,0,0,Valle d'Aosta
11-dic,134,-45,0,100,0,0,0,Valle d'Aosta
12-dic,117,-47.5,0,100,0,0,0,Valle d'Aosta
13-dic,117,-44.9,0,100,0,0,0,Valle d'Aosta
14-dic,111,-42.4,0,100,0,0,0,Valle d'Aosta
15-dic,112,-39.8,0,100,0,0,0,Valle d'Aosta
16-dic,129,-22.3,0,100,0,0,0,Valle d'Aosta
17-dic,130,-11.5,0,100,0,0,0,Valle d'Aosta
18-dic,140,4.8,0,100,0,0,0,Valle d'Aosta
19-dic,139,18.6,0,100,0,0,0,Valle d'Aosta
20-dic,129,10.3,0,0,100,0,0,Valle d'Aosta
21-dic,125,13.1,0,0,100,0,0,Valle d'Aosta
22-dic,136,20.9,0,0,100,0,0,Valle d'Aosta
23-dic,114,-11.9,0,0,100,0,0,Valle d'Aosta
24-dic,127,-2.5,100,0,0,0,0,Valle d'Aosta
25-dic,116,-17.2,100,0,0,0,0,Valle d'Aosta
26-dic,117,-15.7,100,0,0,0,0,Valle d'Aosta
27-dic,121,-6.3,100,0,0,0,0,Valle d'Aosta
28-dic,163,30.3,0,100,0,0,0,Valle d'Aosta
29-dic,127,-6.5,0,100,0,0,0,Valle d'Aosta
30-dic,129,13.5,0,100,0,0,0,Valle d'Aosta
31-dic,124,-1.9,100,0,0,0,0,Valle d'Aosta
1-gen,129,11.1,100,0,0,0,0,Valle d'Aosta
2-gen,115,-1.4,100,0,0,0,0,Valle d'Aosta
3-gen,122,0.7,100,0,0,0,0,Valle d'Aosta
4-gen,94,-42.1,0,100,0,0,0,Valle d'Aosta
5-gen,121,-4.5,100,0,0,0,0,Valle d'Aosta
6-gen,131,1.3,100,0,0,0,0,Valle d'Aosta
7-gen,134,7.8,0,0,100,0,0,Valle d'Aosta
8-gen,140,8.8,0,0,100,0,0,Valle d'Aosta
9-gen,153,32.2,0,100,0,0,0,Valle d'Aosta
10-gen,140,14.6,0,100,0,0,0,Valle d'Aosta
11-gen,140,47.9,0,0,100,0,0,Valle d'Aosta
12-gen,134,10.7,0,0,100,0,0,Valle d'Aosta
13-gen,128,-1.9,0,0,100,0,0,Valle d'Aosta
14-gen,115,-14.5,0,0,100,0,0,Valle d'Aosta
15-gen,111,-21.3,0,0,100,0,0,Valle d'Aosta
16-gen,109,-28.6,0,0,100,0,0,Valle d'Aosta
17-gen,108,-22.5,0,100,0,0,0,Valle d'Aosta
18-gen,95,-31.8,0,100,0,0,0,Valle d'Aosta
19-gen,111,-16.9,0,100,0,0,0,Valle d'Aosta
20-gen,92,-28.3,0,100,0,0,0,Valle d'Aosta
21-gen,93,-19,0,100,0,0,0,Valle d'Aosta
22-gen,92,-16.8,0,100,0,0,0,Valle d'Aosta
23-gen,80,-26.7,0,100,0,0,0,Valle d'Aosta
24-gen,79,-26.9,0,100,0,0,0,Valle d'Aosta
25-gen,77,-19.5,0,100,0,0,0,Valle d'Aosta
26-gen,51,-54.3,0,100,0,0,0,Valle d'Aosta
27-gen,69,-25.4,0,100,0,0,0,Valle d'Aosta
28-gen,61,-33.9,0,100,0,0,0,Valle d'Aosta
29-gen,52,-43,0,100,0,0,0,Valle d'Aosta
30-gen,49,-38.4,0,100,0,0,0,Valle d'Aosta
31-gen,48,-38.8,0,100,0,0,0,Valle d'Aosta
1-feb,44,-42.1,0,0,100,0,0,Valle d'Aosta
2-feb,46,-9.5,0,0,100,0,0,Valle d'Aosta
3-feb,41,-40,0,0,100,0,0,Valle d'Aosta
4-feb,44,-28.9,0,0,100,0,0,Valle d'Aosta
5-feb,44,-16.9,0,0,100,0,0,Valle d'Aosta
6-feb,49,0,0,0,100,0,0,Valle d'Aosta
7-feb,37,-23.3,0,0,100,0,0,Valle d'Aosta
8-feb,45,1.8,0,0,100,0,0,Valle d'Aosta
9-feb,53,15.8,0,0,100,0,0,Valle d'Aosta
10-feb,50,21.6,0,0,100,0,0,Valle d'Aosta
11-feb,48,11.1,0,0,100,0,0,Valle d'Aosta
12-feb,49,13,0,0,100,0,0,Valle d'Aosta
13-feb,50,1.6,0,0,100,0,0,Valle d'Aosta
14-feb,53,43.5,0,0,100,0,0,Valle d'Aosta
15-feb,50,10.7,0,0,100,0,0,Valle d'Aosta
16-feb,42,-21.2,0,0,100,0,0,Valle d'Aosta
17-feb,48,-4.8,0,0,100,0,0,Valle d'Aosta
18-feb,49,1.7,0,0,100,0,0,Valle d'Aosta
19-feb,48,-1.6,0,0,100,0,0,Valle d'Aosta
20-feb,44,-11.3,0,0,100,0,0,Valle d'Aosta
21-feb,44,-16.7,0,0,100,0,0,Valle d'Aosta
22-feb,48,-3.2,0,0,100,0,0,Valle d'Aosta
23-feb,48,15.4,0,0,100,0,0,Valle d'Aosta
24-feb,48,1.7,0,0,100,0,0,Valle d'Aosta
25-feb,41,-16.4,0,0,100,0,0,Valle d'Aosta
26-feb,45,-6.7,0,0,100,0,0,Valle d'Aosta
27-feb,50,12.7,0,0,100,0,0,Valle d'Aosta
28-feb,73,63.6,0,0,100,0,0,Valle d'Aosta
1-mar,64,31.7,0,0,100,0,0,Valle d'Aosta
2-mar,65,35,0,0,100,0,0,Valle d'Aosta
3-mar,61,26.7,0,0,100,0,0,Valle d'Aosta
4-mar,69,66.7,0,0,100,0,0,Valle d'Aosta
5-mar,70,55.4,0,0,100,0,0,Valle d'Aosta
6-mar,75,50,0,0,100,0,0,Valle d'Aosta
7-mar,54,-25.6,0,0,100,0,0,Valle d'Aosta
8-mar,76,19,0,0,100,0,0,Valle d'Aosta
9-mar,77,18.5,0,0,100,0,0,Valle d'Aosta
10-mar,86,40.8,0,0,100,0,0,Valle d'Aosta
11-mar,104,51.8,0,0,100,0,0,Valle d'Aosta
12-mar,115,63.2,0,0,100,0,0,Valle d'Aosta
13-mar,127,68.8,0,0,100,0,0,Valle d'Aosta
14-mar,149,174.6,0,0,100,0,0,Valle d'Aosta
15-mar,153,102.1,0,100,0,0,0,Valle d'Aosta
16-mar,166,114.6,0,100,0,0,0,Valle d'Aosta
17-mar,190,119.6,0,100,0,0,0,Valle d'Aosta
18-mar,193,85.3,0,100,0,0,0,Valle d'Aosta
19-mar,221,93,0,100,0,0,0,Valle d'Aosta
20-mar,245,93.6,0,100,0,0,0,Valle d'Aosta
21-mar,241,62,0,100,0,0,0,Valle d'Aosta
22-mar,253,65.3,0,100,0,0,0,Valle d'Aosta
23-mar,258,55.3,0,100,0,0,0,Valle d'Aosta
24-mar,275,45.1,0,100,0,0,0,Valle d'Aosta
25-mar,295,52.7,0,100,0,0,0,Valle d'Aosta
26-mar,290,31,0,100,0,0,0,Valle d'Aosta
27-mar,341,39.1,0,100,0,0,0,Valle d'Aosta
28-mar,381,58.4,0,100,0,0,0,Valle d'Aosta
29-mar,408,60.8,100,0,0,0,0,Valle d'Aosta
30-mar,445,72.2,100,0,0,0,0,Valle d'Aosta
31-mar,438,59.2,100,0,0,0,0,Valle d'Aosta
1-apr,431,46.3,100,0,0,0,0,Valle d'Aosta
2-apr,478,64.9,100,0,0,0,0,Valle d'Aosta
3-apr,441,29.1,100,0,0,0,0,Valle d'Aosta
4-apr,461,21,100,0,0,0,0,Valle d'Aosta
5-apr,453,11.1,100,0,0,0,0,Valle d'Aosta
6-apr,419,-5.8,100,0,0,0,0,Valle d'Aosta
7-apr,418,-4.6,100,0,0,0,0,Valle d'Aosta
8-apr,420,-2.6,100,0,0,0,0,Valle d'Aosta
9-apr,379,-20.6,100,0,0,0,0,Valle d'Aosta
10-apr,379,-14.1,100,0,0,0,0,Valle d'Aosta
11-apr,330,-28.4,100,0,0,0,0,Valle d'Aosta
12-apr,295,-34.8,100,0,0,0,0,Valle d'Aosta
13-apr,307,-26.8,100,0,0,0,0,Valle d'Aosta
14-apr,306,-26.8,100,0,0,0,0,Valle d'Aosta
15-apr,322,-23.3,100,0,0,0,0,Valle d'Aosta
16-apr,294,-22.6,100,0,0,0,0,Valle d'Aosta
17-apr,262,-30.9,100,0,0,0,0,Valle d'Aosta
18-apr,251,-24,100,0,0,0,0,Valle d'Aosta
19-apr,279,-5.5,100,0,0,0,0,Valle d'Aosta
20-apr,269,-12.4,100,0,0,0,0,Valle d'Aosta
21-apr,257,-15.8,100,0,0,0,0,Valle d'Aosta
22-apr,229,-28.8,100,0,0,0,0,Valle d'Aosta
23-apr,241,-17.9,100,0,0,0,0,Valle d'Aosta
24-apr,247,-5.6,100,0,0,0,0,Valle d'Aosta
25-apr,264,5.1,100,0,0,0,0,Valle d'Aosta
26-apr,253,-9.5,0,100,0,0,0,Valle d'Aosta
27-apr,257,-4.5,0,100,0,0,0,Valle d'Aosta
28-apr,249,-3.1,0,100,0,0,0,Valle d'Aosta
29-apr,267,16.5,0,100,0,0,0,Valle d'Aosta
30-apr,270,11.7,0,100,0,0,0,Valle d'Aosta
1-mag,280,13.4,0,100,0,0,0,Valle d'Aosta
2-mag,258,-2.1,0,100,0,0,0,Valle d'Aosta
3-mag,238,-5.8,100,0,0,0,0,Valle d'Aosta
4-mag,226,-11.9,100,0,0,0,0,Valle d'Aosta
5-mag,206,-17.5,100,0,0,0,0,Valle d'Aosta
6-mag,189,-29.3,100,0,0,0,0,Valle d'Aosta
7-mag,191,-29,100,0,0,0,0,Valle d'Aosta
8-mag,177,-36.9,100,0,0,0,0,Valle d'Aosta
9-mag,165,-36.3,100,0,0,0,0,Valle d'Aosta
10-mag,157,-33.9,0,100,0,0,0,Valle d'Aosta
11-mag,156,-31.1,0,100,0,0,0,Valle d'Aosta
12-mag,165,-20,0,100,0,0,0,Valle d'Aosta
13-mag,156,-17.5,0,100,0,0,0,Valle d'Aosta
14-mag,149,-21.9,0,100,0,0,0,Valle d'Aosta
15-mag,125,-29.2,0,100,0,0,0,Valle d'Aosta
16-mag,135,-18.1,0,100,0,0,0,Valle d'Aosta
17-mag,127,-19.5,0,100,0,0,0,Valle d'Aosta
18-mag,115,-25.9,0,100,0,0,0,Valle d'Aosta
19-mag,115,-29.9,0,100,0,0,0,Valle d'Aosta
20-mag,107,-31.6,0,100,0,0,0,Valle d'Aosta
21-mag,82.3,-44.9,0,100,0,0,0,Valle d'Aosta
