Rtmax,Rtmin,Varmax,Varmin,Vmax,Vmin,%RtMax,%RtMin,%Vmax,%Vmin,NV%max,NV%min,Data,Casi per 100.000 ab. in 7 giorni,Variazioni % in 7 giorni,Rt,,Settimana,Rt puntuale,calcolato al,,Regione,ShowCasi,Casi,,,
,,,,,,,,,,,,6-nov,194,112.5,,21,dal 8/10 al 21/10,,,6,Basilicata,230.5028213,,,,
,,,,,,,,,,,,7-nov,192,85.9,,21,dal 8/10 al 21/10,,,6,Basilicata,226.3882968,,,,
,,,,,,,,,,,,8-nov,209,79.8,,21,dal 8/10 al 21/10,,,6,Basilicata,261.3617555,,,,
,,,,,,,,,,,,9-nov,212,58.1,1.99,21,dal 15/10 al 28/10,1.73,21/10,6,Basilicata,267.5335423,,,,
,,,,,,,,,,,,10-nov,234,68.6,,21,dal 15/10 al 28/10,,,6,Basilicata,312.7933124,,,,
,,,,,,,,,,,,11-nov,224,41.9,,21,dal 15/10 al 28/10,,,6,Basilicata,292.2206897,,,,
,,,,,,,,,,,,12-nov,236,41.7,,21,dal 15/10 al 28/10,,,6,Basilicata,316.907837,,,,
,,,,,,,,,,,,13-nov,246,27,1.63,21,dal 22/10 al 4/11,1.64,28/10,6,Basilicata,337.4804598,,,,
,,,,,,,,,,,,14-nov,274,43.2,,21,dal 22/10 al 4/11,,,6,Basilicata,395.0838036,,,,
,,,,,,,,,,,,15-nov,259,24,,21,dal 22/10 al 4/11,,,6,Basilicata,364.2248694,,,,
,,,,,,,,,,,,16-nov,258,21.4,,21,dal 22/10 al 4/11,,,6,Basilicata,362.1676071,,,,
,,,,,,,,,,,,17-nov,266,13.6,,21,dal 22/10 al 4/11,,,6,Basilicata,378.6257053,,,,
,,,,,,,,,,,,18-nov,278,24.3,,21,dal 22/10 al 4/11,,,6,Basilicata,403.3128527,,,,
,,,,,,,,,,,,19-nov,290,23.2,,21,dal 22/10 al 4/11,,,6,Basilicata,428,,,,
,,,,,,,,,,,,20-nov,275,11.7,1.54,21,dal 28/10 al 10/11,1.46,4/11,6,Basilicata,397.1410658,,,,
,,,,,,,,,,,,21-nov,274,-0.2,,21,dal 28/10 al 10/11,,,6,Basilicata,395.0838036,,,,
,,,,,,,,,,,,22-nov,283,9.3,,21,dal 28/10 al 10/11,,,6,Basilicata,413.5991641,,,,
,,,,,,,,,,,,23-nov,270,4.9,,21,dal 28/10 al 10/11,,,6,Basilicata,386.8547544,,,,
,,,,,,,,,,,,24-nov,269,1.2,,21,dal 28/10 al 10/11,,,6,Basilicata,384.7974922,,,,
,,,,,,,,,,,,25-nov,285,2.6,,21,dal 28/10 al 10/11,,,6,Basilicata,417.7136886,,,,
,,,,,,,,,,,,26-nov,278,-4.4,,21,dal 28/10 al 10/11,,,6,Basilicata,403.3128527,,,,
,,,,,,,,,,,,27-nov,277,1,1.22,21,dal 4/11 al 17/11,1.21,11/11,6,Basilicata,401.2555904,,,,
,,,,,,,,,,,,28-nov,269,-1.6,,21,dal 4/11 al 17/11,,,6,Basilicata,384.7974922,,,,
,,,,,,,,,,,,29-nov,263,-7,,21,dal 4/11 al 17/11,,,6,Basilicata,372.4539185,,,,
,,,,,,,,,,,,30-nov,269,-0.5,,21,dal 4/11 al 17/11,,,6,Basilicata,384.7974922,,,,
,,,,,,,,,,,,1-dic,250,-6.9,,21,dal 4/11 al 17/11,,,6,Basilicata,345.7095089,,,,
,,,,,,,,,,,,2-dic,220,-23,,21,dal 4/11 al 17/11,,,6,Basilicata,283.9916405,,,,
,,,,,,,,,,,,3-dic,203,-27,,21,dal 4/11 al 17/11,,,6,Basilicata,249.0181818,,,,
,,,,,,,,,,,,4-dic,189,-31.8,0.86,21,dal 11/11 al 24/11,0.76,18/11,6,Basilicata,220.2165099,,,,
,,,,,,,,,,,,5-dic,174,-35.3,,21,dal 11/11 al 24/11,,,6,Basilicata,189.3575758,,,,
,,,,,,,,,,,,6-dic,158,-39.9,,21,dal 11/11 al 24/11,,,6,Basilicata,156.4413793,,,,
,,,,,,,,,,,,7-dic,161,-40.3,,21,dal 11/11 al 24/11,,,6,Basilicata,162.6131661,,,,
,,,,,,,,,,,,8-dic,143,-42.7,,21,dal 11/11 al 24/11,,,6,Basilicata,125.5824451,,,,
,,,,,,,,,,,,9-dic,122,-44.6,,21,dal 11/11 al 24/11,,,6,Basilicata,82.3799373,,,,
,,,,,,,,,,,,10-dic,107,-47.4,,21,dal 11/11 al 24/11,,,6,Basilicata,51.52100313,,,,
,,,,,,,,,,,,11-dic,100,-47.2,0.66,21,dal 18/11 al 1/12,0.65,25/11,6,Basilicata,37.12016719,,,,
,,,,,,,,,,,,12-dic,92,-47.4,,21,dal 18/11 al 1/12,,,6,Basilicata,20.66206897,,,,
,,,,,,,,,,,,13-dic,86,-45.5,,21,dal 18/11 al 1/12,,,6,Basilicata,8.318495298,,,,
,,,,,,,,,,,,14-dic,79,-50.8,,21,dal 18/11 al 1/12,,,6,Basilicata,-6.082340648,,,,
,,,,,,,,,,,,15-dic,80,-44.5,,21,dal 18/11 al 1/12,,,6,Basilicata,-4.02507837,,,,
,,,,,,,,,,,,16-dic,90,-25.8,,21,dal 18/11 al 1/12,,,6,Basilicata,16.54754441,,,,
,,,,,,,,,,,,17-dic,112,5.2,,21,dal 18/11 al 1/12,,,6,Basilicata,61.80731452,,,,
,,,,,,,,,,,,18-dic,107,6.8,0.67,21,dal 25/11 al 8/12,0.61,2/12,6,Basilicata,51.52100313,,,,
,,,,,,,,,,,,19-dic,103,12.6,,21,dal 25/11 al 8/12,,,6,Basilicata,43.29195402,,,,
,,,,,,,,,,,,20-dic,107,24.5,,21,dal 25/11 al 8/12,,,6,Basilicata,51.52100313,,,,
,,,,,,,,,,,,21-dic,100,26.5,,21,dal 25/11 al 8/12,,,6,Basilicata,37.12016719,,,,
,,,,,,,,,,,,22-dic,101,27.5,,21,dal 25/11 al 8/12,,,6,Basilicata,39.17742947,,,,
,,,,,,,,,,,,23-dic,102,13.2,,21,dal 25/11 al 8/12,,,6,Basilicata,41.23469175,,,,
,,,,,,,,,,,,24-dic,100,-11.1,0.77,21,dal 1/12 al 14/12,0.69,8/12,6,Basilicata,37.12016719,,,,
,,,,,,,,,,,,25-dic,99,-7.2,,21,dal 1/12 al 14/12,,,6,Basilicata,35.06290491,,,,
,,,,,,,,,,,,26-dic,92,-11.2,,21,dal 1/12 al 14/12,,,6,Basilicata,20.66206897,,,,
,,,,,,,,,,,,27-dic,80,-25.2,,21,dal 1/12 al 14/12,,,6,Basilicata,-4.02507837,,,,
,,,,,,,,,,,,28-dic,79,-21.1,,21,dal 1/12 al 14/12,,,6,Basilicata,-6.082340648,,,,
,,,,,,,,,,,,29-dic,79,-22.6,,21,dal 1/12 al 14/12,,,6,Basilicata,-6.082340648,,,,
,,,,,,,,,,,,30-dic,81,-20.7,1.17,21,dal 8/12 al 21/12,1.09,15/12,6,Basilicata,-1.967816092,,,,
,,,,,,,,,,,,31-dic,80,-20.1,,21,dal 8/12 al 21/12,,,6,Basilicata,-4.02507837,,,,
,,,,,,,,,,,,1-gen,95,-3.9,,21,dal 8/12 al 21/12,,,6,Basilicata,26.8338558,,,,
,,,,,,,,,,,,2-gen,98,6.4,,21,dal 8/12 al 21/12,,,6,Basilicata,33.00564263,,,,
,,,,,,,,,,,,3-gen,110,37.4,,21,dal 8/12 al 21/12,,,6,Basilicata,57.69278997,,,,
,,,,,,,,,,,,4-gen,115,45.3,,21,dal 8/12 al 21/12,,,6,Basilicata,67.97910136,,,,
,,,,,,,,,,,,5-gen,112,43.2,,21,dal 8/12 al 21/12,,,6,Basilicata,61.80731452,,,,
,,,,,,,,,,,,6-gen,130,60.1,,21,dal 8/12 al 21/12,,,6,Basilicata,98.83803553,,,,
,,,,,,,,,,,,7-gen,115,44,,21,dal 8/12 al 21/12,,,6,Basilicata,67.97910136,,,,
,,,,,,,,,,,,8-gen,115,20.7,0.9,21,dal 15/12 al 28/12,0.83,22/12,6,Basilicata,67.97910136,,,,
,,,,,,,,,,,,9-gen,133,36.6,,21,dal 15/12 al 28/12,,,6,Basilicata,105.0098224,,,,
,,,,,,,,,,,,10-gen,138,25.1,,21,dal 15/12 al 28/12,,,6,Basilicata,115.2961338,,,,
,,,,,,,,,,,,11-gen,145,26.4,,21,dal 15/12 al 28/12,,,6,Basilicata,129.6969697,,,,
,,,,,,,,,,,,12-gen,165,46.3,,21,dal 15/12 al 28/12,,,6,Basilicata,170.8422153,,,,
,,,,,,,,,,,,13-gen,140,7.9,,21,dal 15/12 al 28/12,,,6,Basilicata,119.4106583,,,,
,,,,,,,,,,,,14-gen,145,26.5,,21,dal 15/12 al 28/12,,,6,Basilicata,129.6969697,,,,
,,,,,,,,,,,,15-gen,131,14.1,1.22,21,dal 23/12 al 5/1,1.14,30/12,6,Basilicata,100.8952978,,,,
,,,,,,,,,,,,16-gen,121,-9.2,,21,dal 23/12 al 5/1,,,6,Basilicata,80.32267503,,,,
,,,,,,,,,,,,17-gen,111,-19.9,,21,dal 23/12 al 5/1,,,6,Basilicata,59.75005225,,,,
,,,,,,,,,,,,18-gen,98,-32.5,,21,dal 23/12 al 5/1,,,6,Basilicata,33.00564263,,,,
,,,,,,,,,,,,19-gen,79,-52.2,,21,dal 23/12 al 5/1,,,6,Basilicata,-6.082340648,,,,
,,,,,,,,,,,,20-gen,76,-45.7,,21,dal 23/12 al 5/1,,,6,Basilicata,-12.25412748,,,,
,,,,,,,,,,,,21-gen,71,-51.3,,21,dal 23/12 al 5/1,,,6,Basilicata,-22.54043887,,,,
,,,,,,,,,,,,22-gen,66,-49.8,1.17,21,dal 30/12 al 12/1,1.12,6/1,6,Basilicata,-32.82675026,,,,
,,,,,,,,,,,,23-gen,61,-49.8,,21,dal 30/12 al 12/1,,,6,Basilicata,-43.11306165,,,,
,,,,,,,,,,,,24-gen,61,-45.2,,21,dal 30/12 al 12/1,,,6,Basilicata,-43.11306165,,,,
,,,,,,,,,,,,25-gen,72,-26.4,,21,dal 30/12 al 12/1,,,6,Basilicata,-20.48317659,,,,
,,,,,,,,,,,,26-gen,72,-9,,21,dal 30/12 al 12/1,,,6,Basilicata,-20.48317659,,,,
,,,,,,,,,,,,27-gen,75,-1.9,,21,dal 30/12 al 12/1,,,6,Basilicata,-14.31138976,,,,
,,,,,,,,,,,,28-gen,72,1.5,,21,dal 30/12 al 12/1,,,6,Basilicata,-20.48317659,,,,
,,,,,,,,,,,,,,,,21,,,,6,,,,,,
,,,,,,,,,,,,,,,,21,,,,6,,,,,,
,,,,,,,,,,,,,,,,21,,,,6,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1.84,0.64,138.7,-59.44285714,138.7,-39.8,70,30,77.70308123,22.29691877,70,30,18-set,5,-3.8,1.07,22,dal 27/8 al 9/9,,,7,Calabria,-54.41385062,138.7,,,
,,,,,,,,,,,,19-set,6,3.8,,22,dal 27/8 al 9/9,,,7,Calabria,-53.40804931,,,,
,,,,,,,,,,,,20-set,6,27.2,,22,dal 27/8 al 9/9,,,7,Calabria,-53.40804931,,,,
,,,,,,,,,,,,21-set,6,61.5,,22,dal 27/8 al 9/9,,,7,Calabria,-53.40804931,,,,
,,,,,,,,,,,,22-set,7,97.3,,22,dal 27/8 al 9/9,,,7,Calabria,-52.40224801,,,,
,,,,,,,,,,,,23-set,7,97.3,,22,dal 27/8 al 9/9,,,7,Calabria,-52.40224801,,,,
,,,,,,,,,,,,24-set,7,69.5,,22,dal 27/8 al 9/9,,,7,Calabria,-52.40224801,,,,
,,,,,,,,,,,,25-set,6,18.6,1.13,22,dal 3/9 al 16/9,,,7,Calabria,-53.40804931,,,,
,,,,,,,,,,,,26-set,6,1.8,,22,dal 3/9 al 16/9,,,7,Calabria,-53.40804931,,,,
,,,,,,,,,,,,27-set,6,2.6,,22,dal 3/9 al 16/9,,,7,Calabria,-53.40804931,,,,
,,,,,,,,,,,,28-set,6,-10.3,,22,dal 3/9 al 16/9,,,7,Calabria,-53.40804931,,,,
,,,,,,,,,,,,29-set,5,-32.2,,22,dal 3/9 al 16/9,,,7,Calabria,-54.41385062,,,,
,,,,,,,,,,,,30-set,5,-32.9,,22,dal 3/9 al 16/9,,,7,Calabria,-54.41385062,,,,
,,,,,,,,,,,,1-ott,5,-23.7,,22,dal 3/9 al 16/9,,,7,Calabria,-54.41385062,,,,
,,,,,,,,,,,,2-ott,6,-5.8,1.06,22,dal 10/9 al 23/9,,,7,Calabria,-53.40804931,,,,
,,,,,,,,,,,,3-ott,6,10.8,,22,dal 10/9 al 23/9,,,7,Calabria,-53.40804931,,,,
,,,,,,,,,,,,4-ott,6,-7.5,,22,dal 10/9 al 23/9,,,7,Calabria,-53.40804931,,,,
,,,,,,,,,,,,5-ott,7,14.2,,22,dal 10/9 al 23/9,,,7,Calabria,-52.40224801,,,,
,,,,,,,,,,,,6-ott,7,43.4,,22,dal 10/9 al 23/9,,,7,Calabria,-52.40224801,,,,
,,,,,,,,,,,,7-ott,7,42.9,,22,dal 10/9 al 23/9,,,7,Calabria,-52.40224801,,,,
,,,,,,,,,,,,8-ott,7,35.8,,22,dal 10/9 al 23/9,,,7,Calabria,-52.40224801,,,,
,,,,,,,,,,,,9-ott,9,47.4,1.02,22,dal 17/9 al 30/9,,,7,Calabria,-50.3906454,,,,
,,,,,,,,,,,,10-ott,11,72.4,,22,dal 17/9 al 30/9,,,7,Calabria,-48.37904278,,,,
,,,,,,,,,,,,11-ott,12,105.4,,22,dal 17/9 al 30/9,,,7,Calabria,-47.37324148,,,,
,,,,,,,,,,,,12-ott,13,100,,22,dal 17/9 al 30/9,,,7,Calabria,-46.36744017,,,,
,,,,,,,,,,,,13-ott,14,96.5,,22,dal 17/9 al 30/9,,,7,Calabria,-45.36163887,,,,
,,,,,,,,,,,,14-ott,17,130.7,,22,dal 17/9 al 30/9,,,7,Calabria,-42.34423495,,,,
,,,,,,,,,,,,15-ott,18,136.8,0.94,22,dal 24/9 al 7/10,,,7,Calabria,-41.33843365,,,,
,,,,,,,,,,,,16-ott,21,138.7,,22,dal 24/9 al 7/10,,,7,Calabria,-38.32102973,,,,
,,,,,,,,,,,,17-ott,22,101.4,,22,dal 24/9 al 7/10,,,7,Calabria,-37.31522843,,,,
,,,,,,,,,,,,18-ott,24,106.1,,22,dal 24/9 al 7/10,,,7,Calabria,-35.30362582,,,,
,,,,,,,,,,,,19-ott,27,103.5,,22,dal 24/9 al 7/10,,,7,Calabria,-32.2862219,,,,
,,,,,,,,,,,,20-ott,30,106.1,,22,dal 24/9 al 7/10,,,7,Calabria,-29.26881798,,,,
,,,,,,,,,,,,21-ott,33,101.5,,22,dal 24/9 al 7/10,,,7,Calabria,-26.25141407,,,,
,,,,,,,,,,,,22-ott,41,134.3,,22,dal 24/9 al 7/10,,,7,Calabria,-18.20500363,,,,
,,,,,,,,,,,,23-ott,44,113.5,1.29,22,dal 1/10 al 14/10,,,7,Calabria,-15.18759971,,,,
,,,,,,,,,,,,24-ott,48,117.3,,22,dal 1/10 al 14/10,,,7,Calabria,-11.16439449,,,,
,,,,,,,,,,,,25-ott,53,118.9,,22,dal 1/10 al 14/10,,,7,Calabria,-6.135387962,,,,
,,,,,,,,,,,,26-ott,57,109.7,,22,dal 1/10 al 14/10,,,7,Calabria,-2.112182741,,,,
,,,,,,,,,,,,27-ott,64,115.8,,22,dal 1/10 al 14/10,,,7,Calabria,4.928426396,,,,
,,,,,,,,,,,,28-ott,67,99.8,,22,dal 1/10 al 14/10,,,7,Calabria,7.945830312,,,,
,,,,,,,,,,,,29-ott,69,67.5,,22,dal 1/10 al 14/10,,,7,Calabria,9.957432922,,,,
,,,,,,,,,,,,30-ott,73,65.7,1.66,22,dal 8/10 al 21/10,,,7,Calabria,13.98063814,,,,
,,,,,,,,,,,,31-ott,75,56.7,,22,dal 8/10 al 21/10,,,7,Calabria,15.99224075,,,,
,,,,,,,,,,,,1-nov,78,47.7,,22,dal 8/10 al 21/10,,,7,Calabria,19.00964467,,,,
,,,,,,,,,,,,2-nov,82,44.8,,22,dal 8/10 al 21/10,,,7,Calabria,23.03284989,,,,
,,,,,,,,,,,,3-nov,84,31,,22,dal 8/10 al 21/10,,,7,Calabria,25.0444525,,,,
,,,,,,,,,,,,4-nov,87,30.1,,22,dal 8/10 al 21/10,,,7,Calabria,28.06185642,,,,
,,,,,,,,,,,,5-nov,94,36.5,,22,dal 8/10 al 21/10,1.84,14/10,7,Calabria,35.10246555,,,,
,,,,,,,,,,,,6-nov,95,30.5,,22,dal 8/10 al 21/10,,,7,Calabria,36.10826686,,,,
,,,,,,,,,,,,7-nov,105,40.4,,22,dal 8/10 al 21/10,,,7,Calabria,46.16627991,,,,
,,,,,,,,,,,,8-nov,111,41.8,,22,dal 8/10 al 21/10,,,7,Calabria,52.20108774,,,,
,,,,,,,,,,,,9-nov,120,47.1,1.6,22,dal 15/10 al 28/10,1.41,21/10,7,Calabria,61.25329949,,,,
,,,,,,,,,,,,10-nov,128,53,,22,dal 15/10 al 28/10,,,7,Calabria,69.29970993,,,,
,,,,,,,,,,,,11-nov,134,53.7,,22,dal 15/10 al 28/10,,,7,Calabria,75.33451777,,,,
,,,,,,,,,,,,12-nov,137,46.2,,22,dal 15/10 al 28/10,,,7,Calabria,78.35192168,,,,
,,,,,,,,,,,,13-nov,139,46,1.3,22,dal 22/10 al 4/11,1.38,28/10,7,Calabria,80.36352429,,,,
,,,,,,,,,,,,14-nov,136,29.5,,22,dal 22/10 al 4/11,,,7,Calabria,77.34612038,,,,
,,,,,,,,,,,,15-nov,135,21.9,,22,dal 22/10 al 4/11,,,7,Calabria,76.34031907,,,,
,,,,,,,,,,,,16-nov,127,5.9,,22,dal 22/10 al 4/11,,,7,Calabria,68.29390863,,,,
,,,,,,,,,,,,17-nov,141,10.7,,22,dal 22/10 al 4/11,,,7,Calabria,82.3751269,,,,
,,,,,,,,,,,,18-nov,170,27.4,,22,dal 22/10 al 4/11,,,7,Calabria,111.5433648,,,,
,,,,,,,,,,,,19-nov,174,27.1,,22,dal 22/10 al 4/11,,,7,Calabria,115.56657,,,,
,,,,,,,,,,,,20-nov,185,33.6,1.09,22,dal 28/10 al 10/11,1.06,4/11,7,Calabria,126.6303843,,,,
,,,,,,,,,,,,21-nov,190,40.1,,22,dal 28/10 al 10/11,,,7,Calabria,131.6593909,,,,
,,,,,,,,,,,,22-nov,195,44.7,,22,dal 28/10 al 10/11,,,7,Calabria,136.6883974,,,,
,,,,,,,,,,,,23-nov,197,54.2,,22,dal 28/10 al 10/11,,,7,Calabria,138.7,,,,
,,,,,,,,,,,,24-nov,177,25.5,,22,dal 28/10 al 10/11,,,7,Calabria,118.5839739,,,,
,,,,,,,,,,,,25-nov,147,-13.9,,22,dal 28/10 al 10/11,,,7,Calabria,88.40993474,,,,
,,,,,,,,,,,,26-nov,141,-19.1,,22,dal 28/10 al 10/11,,,7,Calabria,82.3751269,,,,
,,,,,,,,,,,,27-nov,139,-25.3,0.94,22,dal 4/11 al 17/11,0.92,11/11,7,Calabria,80.36352429,,,,
,,,,,,,,,,,,28-nov,139,-27.1,,22,dal 4/11 al 17/11,,,7,Calabria,80.36352429,,,,
,,,,,,,,,,,,29-nov,131,-33,,22,dal 4/11 al 17/11,,,7,Calabria,72.31711385,,,,
,,,,,,,,,,,,30-nov,128,-34.8,,22,dal 4/11 al 17/11,,,7,Calabria,69.29970993,,,,
,,,,,,,,,,,,1-dic,129,-27.4,,22,dal 4/11 al 17/11,,,7,Calabria,70.30551124,,,,
,,,,,,,,,,,,2-dic,123,-15.8,,22,dal 4/11 al 17/11,,,7,Calabria,64.27070341,,,,
,,,,,,,,,,,,3-dic,117,-16.7,,22,dal 4/11 al 17/11,,,7,Calabria,58.23589558,,,,
,,,,,,,,,,,,4-dic,111,-19.7,0.95,22,dal 11/11 al 24/11,1.06,18/11,7,Calabria,52.20108774,,,,
,,,,,,,,,,,,5-dic,105,-24.1,,22,dal 11/11 al 24/11,,,7,Calabria,46.16627991,,,,
,,,,,,,,,,,,6-dic,107,-17.9,,22,dal 11/11 al 24/11,,,7,Calabria,48.17788252,,,,
,,,,,,,,,,,,7-dic,103,-20,,22,dal 11/11 al 24/11,,,7,Calabria,44.1546773,,,,
,,,,,,,,,,,,8-dic,94,-26.8,,22,dal 11/11 al 24/11,,,7,Calabria,35.10246555,,,,
,,,,,,,,,,,,9-dic,90,-27.4,,22,dal 11/11 al 24/11,,,7,Calabria,31.07926033,,,,
,,,,,,,,,,,,10-dic,84,-28.6,,22,dal 11/11 al 24/11,,,7,Calabria,25.0444525,,,,
,,,,,,,,,,,,11-dic,74,-33.5,0.76,22,dal 18/11 al 1/12,0.64,25/11,7,Calabria,14.98643945,,,,
,,,,,,,,,,,,12-dic,70,-33,,22,dal 18/11 al 1/12,,,7,Calabria,10.96323423,,,,
,,,,,,,,,,,,13-dic,65,-39.8,,22,dal 18/11 al 1/12,,,7,Calabria,5.934227701,,,,
,,,,,,,,,,,,14-dic,64,-37.4,,22,dal 18/11 al 1/12,,,7,Calabria,4.928426396,,,,
,,,,,,,,,,,,15-dic,65,-30.8,,22,dal 18/11 al 1/12,,,7,Calabria,5.934227701,,,,
,,,,,,,,,,,,16-dic,68,-24,,22,dal 18/11 al 1/12,,,7,Calabria,8.951631617,,,,
,,,,,,,,,,,,17-dic,68,-19.4,,22,dal 18/11 al 1/12,,,7,Calabria,8.951631617,,,,
,,,,,,,,,,,,18-dic,71,-3.8,0.74,22,dal 25/11 al 8/12,0.74,2/12,7,Calabria,11.96903553,,,,
,,,,,,,,,,,,19-dic,70,-0.9,,22,dal 25/11 al 8/12,,,7,Calabria,10.96323423,,,,
,,,,,,,,,,,,20-dic,70,7.6,,22,dal 25/11 al 8/12,,,7,Calabria,10.96323423,,,,
,,,,,,,,,,,,21-dic,67,3.9,,22,dal 25/11 al 8/12,,,7,Calabria,7.945830312,,,,
,,,,,,,,,,,,22-dic,70,6.8,,22,dal 25/11 al 8/12,,,7,Calabria,10.96323423,,,,
,,,,,,,,,,,,23-dic,74,9.1,,22,dal 25/11 al 8/12,,,7,Calabria,14.98643945,,,,
,,,,,,,,,,,,24-dic,79,16.3,0.84,22,dal 1/12 al 14/12,0.8,8/12,7,Calabria,20.01544598,,,,
,,,,,,,,,,,,25-dic,80,12.3,,22,dal 1/12 al 14/12,,,7,Calabria,21.02124728,,,,
,,,,,,,,,,,,26-dic,82,16.9,,22,dal 1/12 al 14/12,,,7,Calabria,23.03284989,,,,
,,,,,,,,,,,,27-dic,79,13.9,,22,dal 1/12 al 14/12,,,7,Calabria,20.01544598,,,,
,,,,,,,,,,,,28-dic,84,26.6,,22,dal 1/12 al 14/12,,,7,Calabria,25.0444525,,,,
,,,,,,,,,,,,29-dic,81,16.2,,22,dal 1/12 al 14/12,,,7,Calabria,22.02704859,,,,
,,,,,,,,,,,,30-dic,89,20.4,1.03,22,dal 8/12 al 21/12,1.09,15/12,7,Calabria,30.07345903,,,,
,,,,,,,,,,,,31-dic,98,24.1,,22,dal 8/12 al 21/12,,,7,Calabria,39.12567078,,,,
,,,,,,,,,,,,1-gen,102,27.5,,22,dal 8/12 al 21/12,,,7,Calabria,43.148876,,,,
,,,,,,,,,,,,2-gen,99,21.2,,22,dal 8/12 al 21/12,,,7,Calabria,40.13147208,,,,
,,,,,,,,,,,,3-gen,97,22.9,,22,dal 8/12 al 21/12,,,7,Calabria,38.11986947,,,,
,,,,,,,,,,,,4-gen,98,15.8,,22,dal 8/12 al 21/12,,,7,Calabria,39.12567078,,,,
,,,,,,,,,,,,5-gen,99,21.8,,22,dal 8/12 al 21/12,,,7,Calabria,40.13147208,,,,
,,,,,,,,,,,,6-gen,96,7.3,,22,dal 8/12 al 21/12,,,7,Calabria,37.11406817,,,,
,,,,,,,,,,,,7-gen,94,-3.8,,22,dal 8/12 al 21/12,,,7,Calabria,35.10246555,,,,
,,,,,,,,,,,,8-gen,94,-7.5,1.15,22,dal 15/12 al 28/12,1.14,22/12,7,Calabria,35.10246555,,,,
,,,,,,,,,,,,9-gen,107,8.3,,22,dal 15/12 al 28/12,,,7,Calabria,48.17788252,,,,
,,,,,,,,,,,,10-gen,120,23.6,,22,dal 15/12 al 28/12,,,7,Calabria,61.25329949,,,,
,,,,,,,,,,,,11-gen,123,25.6,,22,dal 15/12 al 28/12,,,7,Calabria,64.27070341,,,,
,,,,,,,,,,,,12-gen,127,28.5,,22,dal 15/12 al 28/12,,,7,Calabria,68.29390863,,,,
,,,,,,,,,,,,13-gen,121,25.8,,22,dal 15/12 al 28/12,,,7,Calabria,62.2591008,,,,
,,,,,,,,,,,,14-gen,117,24.5,,22,dal 15/12 al 28/12,,,7,Calabria,58.23589558,,,,
,,,,,,,,,,,,15-gen,119,26.6,1.1,22,dal 23/12 al 5/1,1.05,30/12,7,Calabria,60.24749819,,,,
,,,,,,,,,,,,16-gen,113,5.4,,22,dal 23/12 al 5/1,,,7,Calabria,54.21269036,,,,
,,,,,,,,,,,,17-gen,110,-8.7,,22,dal 23/12 al 5/1,,,7,Calabria,51.19528644,,,,
,,,,,,,,,,,,18-gen,109,-11.2,,22,dal 23/12 al 5/1,,,7,Calabria,50.18948513,,,,
,,,,,,,,,,,,19-gen,106,-16.1,,22,dal 23/12 al 5/1,,,7,Calabria,47.17208122,,,,
,,,,,,,,,,,,20-gen,108,-10.8,,22,dal 23/12 al 5/1,,,7,Calabria,49.18368383,,,,
,,,,,,,,,,,,21-gen,106,-9.1,,22,dal 23/12 al 5/1,,,7,Calabria,47.17208122,,,,
,,,,,,,,,,,,22-gen,104,-12.6,1,22,dal 30/12 al 12/1,1.02,6/1,7,Calabria,45.16047861,,,,
,,,,,,,,,,,,23-gen,110,-2.6,,22,dal 30/12 al 12/1,,,7,Calabria,51.19528644,,,,
,,,,,,,,,,,,24-gen,103,-6.5,,22,dal 30/12 al 12/1,,,7,Calabria,44.1546773,,,,
,,,,,,,,,,,,25-gen,100,-8.2,,22,dal 30/12 al 12/1,,,7,Calabria,41.13727339,,,,
,,,,,,,,,,,,26-gen,102,-3.7,,22,dal 30/12 al 12/1,,,7,Calabria,43.148876,,,,
,,,,,,,,,,,,27-gen,100,-7.4,,22,dal 30/12 al 12/1,,,7,Calabria,41.13727339,,,,
,,,,,,,,,,,,28-gen,102,-4.1,,22,dal 30/12 al 12/1,,,7,Calabria,43.148876,,,,
,,,,,,,,,,,,,,,,22,,,,7,,,,,,
,,,,,,,,,,,,,,,,22,,,,7,,,,,,
,,,,,,,,,,,,,,,,22,,,,7,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1.42,0.68,97,-73.9047619,97,-35.7,56.75675676,43.24324324,73.09721176,26.90278824,56.75675676,43.24324324,18-set,12,7.2,1.08,23,dal 27/8 al 9/9,,,21,Sicilia,-65.98639456,97,,,
,,,,,,,,,,,,19-set,13,32.9,,23,dal 27/8 al 9/9,,,21,Sicilia,-65.32653061,,,,
,,,,,,,,,,,,20-set,14,37.3,,23,dal 27/8 al 9/9,,,21,Sicilia,-64.66666667,,,,
,,,,,,,,,,,,21-set,15,35.1,,23,dal 27/8 al 9/9,,,21,Sicilia,-64.00680272,,,,
,,,,,,,,,,,,22-set,15,42.7,,23,dal 27/8 al 9/9,,,21,Sicilia,-64.00680272,,,,
,,,,,,,,,,,,23-set,15,39.1,,23,dal 27/8 al 9/9,,,21,Sicilia,-64.00680272,,,,
,,,,,,,,,,,,24-set,16,47.1,,23,dal 27/8 al 9/9,,,21,Sicilia,-63.34693878,,,,
,,,,,,,,,,,,25-set,14,17.3,1.2,23,dal 3/9 al 16/9,,,21,Sicilia,-64.66666667,,,,
,,,,,,,,,,,,26-set,15,9.6,,23,dal 3/9 al 16/9,,,21,Sicilia,-64.00680272,,,,
