Data,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,oltre 90,TOT,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,oltre 90,SERIE
27/12/20,4247,7373,10746,11775,15074,16424,10991,8119,6239,2215,93203,4.556720277,7.91068957,11.52967179,12.63371351,16.17329914,17.62175037,11.79253887,8.711092991,6.693990537,2.376532944,tutte le date (per data di diagnosi)
03/01/21,5313,10016,14537,15546,18703,20614,13954,10285,7761,2547,119276,4.454374728,8.397330561,12.18769912,13.03363627,15.68043865,17.28260505,11.6989168,8.622857909,6.506757437,2.13538348,tutte le date (per data di diagnosi)
10/01/21,5203,10411,14443,14354,17760,19460,13005,9749,7659,2570,114614,4.539585042,9.083532553,12.6014274,12.52377546,15.49548921,16.9787286,11.34678137,8.505941683,6.682429721,2.242308967,tutte le date (per data di diagnosi)
17/01/21,4809,8589,10630,10858,13699,15360,10177,7761,6171,2206,90260,5.327941502,9.51584312,11.77708841,12.029692,15.17726568,17.01750499,11.27520496,8.598493242,6.836915577,2.444050521,tutte le date (per data di diagnosi)
24/01/21,5479,7916,9078,10015,13070,14136,9409,6970,5541,1956,83570,6.556180448,9.472298672,10.86274979,11.98396554,15.63958358,16.91516094,11.25882494,8.34031351,6.63036975,2.34055283,tutte le date (per data di diagnosi)
31/01/21,5992,8320,8675,9970,12874,13350,9026,6279,4903,1453,80842,7.411988818,10.29168007,10.73080824,12.33269835,15.92489053,16.51369338,11.1649885,7.767002301,6.064916751,1.797333069,tutte le date (per data di diagnosi)
07/02/21,6381,9224,8880,10253,13324,13610,8782,6410,4513,1326,82703,7.7155605,11.15316252,10.7372163,12.39737373,16.11066104,16.45647679,10.61872,7.750625733,5.456875809,1.60332757,tutte le date (per data di diagnosi)
14/02/21,6217,9522,8798,10251,13174,13449,8653,6216,4026,1095,81401,7.637498311,11.69764499,10.80822103,12.59321139,16.18407636,16.52191005,10.63009054,7.636269825,4.945885186,1.34519232,tutte le date (per data di diagnosi)
21/02/21,6824,10999,11041,11868,15559,15196,9799,6973,4433,1109,93801,7.274975747,11.72588778,11.77066343,12.65231714,16.58724321,16.20025373,10.44658373,7.433822667,4.72596241,1.182290167,tutte le date (per data di diagnosi)
28/02/21,8613,14499,14757,15982,20417,20771,13255,9271,5435,1269,124269,6.930932091,11.66743114,11.87504526,12.86081002,16.42968077,16.71454667,10.66637697,7.460428586,4.373576676,1.021171813,tutte le date (per data di diagnosi)
07/03/21,10074,16097,17062,17987,23624,24336,15260,10630,6454,1446,142970,7.046233476,11.25900539,11.93397216,12.58096104,16.52374624,17.02175282,10.67356788,7.43512625,4.514233755,1.011400993,tutte le date (per data di diagnosi)
14/03/21,10143,16630,18099,19607,25547,26774,16948,12253,7097,1610,154708,6.556222044,10.74928252,11.69881325,12.67355276,16.51304393,17.30615094,10.95483104,7.920081702,4.587351656,1.040670166,tutte le date (per data di diagnosi)
21/03/21,9212,15194,16996,18257,24014,25715,16485,11890,6975,1730,146468,6.289428408,10.37359696,11.60389983,12.46483874,16.39539012,17.55673594,11.25501816,8.11781413,4.762132343,1.18114537,tutte le date (per data di diagnosi)
28/03/21,8431,14743,16691,17495,23119,24928,16206,11438,6839,1781,141671,5.951112084,10.40650521,11.78152198,12.34903403,16.31879495,17.59569707,11.43917951,8.073635395,4.827381751,1.257138017,tutte le date (per data di diagnosi)
04/04/21,7170,11944,13417,13842,18391,19882,13247,9686,5407,1445,114431,6.265784621,10.43773103,11.72496963,12.09637249,16.07169386,17.37466246,11.57640849,8.464489518,4.725118193,1.262769704,tutte le date (per data di diagnosi)
11/04/21,7738,11736,12938,13645,17171,18594,12296,8796,4484,1166,108564,7.127592941,10.81021333,11.91739435,12.56862312,15.81647692,17.12722449,11.3260381,8.102133304,4.130282598,1.074020854,tutte le date (per data di diagnosi)
18/04/21,7815,10935,11161,11969,14547,15310,10355,7439,3575,911,94017,8.312326494,11.63087527,11.87125733,12.73067637,15.47273365,16.28428901,11.01396556,7.912398821,3.802503803,0.968973696,tutte le date (per data di diagnosi)
25/04/21,9230,10904,10060,11624,14216,13687,9329,6045,2770,786,88651,10.41161408,12.29991765,11.34786974,13.11209123,16.03591612,15.43919414,10.52328795,6.818874012,3.124612244,0.886622824,tutte le date (per data di diagnosi)
02/05/21,8020,9650,8086,10051,12303,11295,7589,4814,2076,570,74454,10.77175169,12.96102291,10.86039702,13.4996105,16.52429688,15.17044081,10.19287077,6.465737234,2.788298815,0.765573374,tutte le date (per data di diagnosi)
09/05/21,6418,7966,6891,8023,9659,8858,5892,3592,1457,456,59212,10.83901912,13.45335405,11.63784368,13.54961832,16.31257178,14.95980544,9.950685672,6.066337904,2.460649868,0.770114166,tutte le date (per data di diagnosi)
16/05/21,4265,5725,4883,5428,6901,6290,3929,2269,909,308,40907,10.42608844,13.99515975,11.93683233,13.26912264,16.86997335,15.37634146,9.60471313,5.546727944,2.222113575,0.752927372,tutte le date (per data di diagnosi)
23/05/21,2723,4236,3507,3763,4890,4503,2527,1427,578,181,28335,9.61002294,14.94970884,12.376919,13.28039527,17.25780836,15.89200635,8.918298924,5.036174343,2.039880007,0.638785954,tutte le date (per data di diagnosi)
30/05/21,1887,3139,2860,2910,3584,3355,1736,1006,470,142,21089,8.947792688,14.88453696,13.56157238,13.79866281,16.99464176,15.9087676,8.231779601,4.770259377,2.228650007,0.673336811,tutte le date (per data di diagnosi)
06/06/21,1397,2262,2244,2165,2597,2302,1191,636,322,99,15215,9.181728557,14.86690766,14.74860335,14.2293789,17.06868222,15.12980611,7.827801512,4.180085442,2.116332567,0.650673677,tutte le date (per data di diagnosi)
13/06/21,943,1509,1687,1616,1803,1515,793,471,228,87,10652,8.852797597,14.16635374,15.83740143,15.17085993,16.9263988,14.22268119,7.444611341,4.421704844,2.140443109,0.816748029,tutte le date (per data di diagnosi)
20/06/21,586,995,1158,1022,1088,876,478,324,171,64,6762,8.666075126,14.71458148,17.12511091,15.11387164,16.08991423,12.95474712,7.068914522,4.79148181,2.528837622,0.946465543,tutte le date (per data di diagnosi)
27/06/21,371,747,1003,708,774,680,328,220,131,39,5001,7.418516297,14.9370126,20.0559888,14.15716857,15.47690462,13.59728054,6.558688262,4.399120176,2.619476105,0.779844031,tutte le date (per data di diagnosi)
04/07/21,379,1081,1392,837,797,637,366,189,118,25,5821,6.510908779,18.57069232,23.91341694,14.37897269,13.69180553,10.94313692,6.287579454,3.2468648,2.027143103,0.429479471,tutte le date (per data di diagnosi)
11/07/21,507,2211,2438,1350,1085,929,452,300,142,34,9448,5.366215072,23.40177815,25.80440305,14.28873836,11.48391194,9.83276884,4.784081287,3.175275191,1.50296359,0.359864522,tutte le date (per data di diagnosi)
18/07/21,916,5264,5611,2642,2203,1929,928,510,279,73,20355,4.50012282,25.86096782,27.56570867,12.97961189,10.82289364,9.47678703,4.559076394,2.505526898,1.370670597,0.358634242,tutte le date (per data di diagnosi)
25/07/21,1784,8152,8229,4398,3901,3373,1551,792,521,109,32810,5.437366657,24.84608351,25.08076806,13.40444986,11.88966778,10.28040232,4.727217312,2.413898202,1.587930509,0.332215788,tutte le date (per data di diagnosi)
01/08/21,2399,8851,9045,5109,4673,4000,2045,1155,722,179,38178,6.28372361,23.18350883,23.69165488,13.38205249,12.24003353,10.4772382,5.35648803,3.02530253,1.891141495,0.468856409,tutte le date (per data di diagnosi)
08/08/21,2916,9203,9218,5734,5404,4815,2634,1528,870,231,42553,6.852630837,21.62714732,21.66239748,13.47496064,12.69945715,11.31530092,6.189927855,3.590816159,2.0445092,0.542852443,tutte le date (per data di diagnosi)
15/08/21,3141,7854,7939,5582,5656,5045,2880,1731,1105,294,41227,7.618793509,19.05062217,19.25679773,13.5396706,13.71916463,12.23712616,6.985713246,4.198704732,2.680282339,0.713124894,tutte le date (per data di diagnosi)
22/08/21,3716,7710,8150,6476,6456,5576,3193,1962,1338,374,44951,8.266779382,17.15200997,18.1308536,14.40679851,14.36230562,12.40461836,7.103290249,4.364752731,2.976574492,0.832017085,tutte le date (per data di diagnosi)
29/08/21,3973,6979,7053,6699,6841,5678,3227,2073,1303,373,44199,8.988891151,15.78995,15.9573746,15.1564515,15.47772574,12.84644449,7.30107016,4.690151361,2.948030498,0.843910496,tutte le date (per data di diagnosi)
05/09/21,3746,5500,5446,5925,6103,5029,2814,1887,1269,384,38103,9.831246883,14.43455896,14.29283783,15.5499567,16.01711151,13.19843582,7.385245256,4.952365955,3.330446422,1.007794662,tutte le date (per data di diagnosi)
12/09/21,3423,4263,3871,4765,4938,4230,2761,1770,1199,420,31640,10.81858407,13.47345133,12.23451327,15.06005057,15.6068268,13.36915297,8.726295828,5.594184576,3.789506953,1.327433628,tutte le date (per data di diagnosi)
19/09/21,3499,3536,3137,4141,4354,3578,2485,1598,1150,317,27795,12.58859507,12.72171254,11.28620255,14.89836301,15.66468789,12.87281885,8.940456917,5.749235474,4.13743479,1.140492894,tutte le date (per data di diagnosi)
26/09/21,3072,2946,2287,3195,3554,2819,1909,1390,922,252,22346,13.74742683,13.18356753,10.23449387,14.29786091,15.90441242,12.61523315,8.542915958,6.220352636,4.126018079,1.127718607,tutte le date (per data di diagnosi)
03/10/21,2714,2648,1872,2834,3258,2605,1870,1172,854,283,20110,13.49577325,13.16757832,9.308801591,14.0924913,16.20089508,12.95375435,9.29885629,5.827946295,4.246643461,1.40726007,tutte le date (per data di diagnosi)
10/10/21,2281,2139,1581,2451,2818,2385,1656,1128,758,252,17449,13.07238237,12.25858215,9.060691157,14.04665024,16.14992263,13.66840507,9.490515216,6.464553843,4.344088486,1.444208837,tutte le date (per data di diagnosi)
17/10/21,2285,2139,1627,2348,2964,2510,1751,1152,774,269,17819,12.82339076,12.00404063,9.130703182,13.17694596,16.63393007,14.08608788,9.826589595,6.46500926,4.343678096,1.509624558,tutte le date (per data di diagnosi)
24/10/21,3084,3126,2139,3187,4293,3639,2500,1861,1175,379,25383,12.14986408,12.31532916,8.426899894,12.55564748,16.91289446,14.33636686,9.84911161,7.331678683,4.629082457,1.49312532,tutte le date (per data di diagnosi)
31/10/21,3631,3738,2462,3550,4952,4188,2960,2244,1365,426,29516,12.30180241,12.66431766,8.34123865,12.02737498,16.7773411,14.18891449,10.02845914,7.602656186,4.624610381,1.443284998,tutte le date (per data di diagnosi)
07/11/21,4851,5431,3892,5225,7362,6537,4471,3280,1871,540,43460,11.16198803,12.49654855,8.955361252,12.02254947,16.93971468,15.0414174,10.2876208,7.547169811,4.305108145,1.242521859,tutte le date (per data di diagnosi)
14/11/21,6384,7481,4891,6441,9037,8031,5539,3971,2108,576,54459,11.72258029,13.73693972,8.981068327,11.82724619,16.59413504,14.74687379,10.1709543,7.291724049,3.870801888,1.057676417,tutte le date (per data di diagnosi)
21/11/21,9099,9743,6108,8338,11612,10269,7087,5098,2458,622,70434,12.91847687,13.83280802,8.671948207,11.83803277,16.48635602,14.57960644,10.06190192,7.237981657,3.489791862,0.883096232,tutte le date (per data di diagnosi)
28/11/21,10902,12337,7879,10430,15046,12602,8254,5901,2649,712,86712,12.5726543,14.22755789,9.086400959,12.02832365,17.35169296,14.53316727,9.518867054,6.805286466,3.054940493,0.821108958,tutte le date (per data di diagnosi)
05/12/21,13672,15453,9653,13001,18850,15651,9962,6973,2915,800,106930,12.78593472,14.45151033,9.027401104,12.1584214,17.628355,14.6366782,9.316375199,6.521088563,2.726082484,0.748152997,tutte le date (per data di diagnosi)
12/12/21,16220,18579,11950,16067,23020,18314,11508,7897,3227,847,127629,12.7087104,14.55703641,9.36307579,12.58883169,18.03665311,14.34940335,9.016759514,6.187465231,2.528422224,0.663642276,tutte le date (per data di diagnosi)
19/12/21,21376,26277,23916,25058,31120,24878,15272,10140,4176,1073,183286,11.66264745,14.33661054,13.04845978,13.67152974,16.97892911,13.57332257,8.332333075,5.53233744,2.278406425,0.585423873,tutte le date (per data di diagnosi)
26/12/21,29874,52208,71734,56946,57201,47371,25514,13811,5598,1379,361636,8.26079262,14.43661582,19.83596766,15.746773,15.81728589,13.09908306,7.055160438,3.819033503,1.547965357,0.381322656,tutte le date (per data di diagnosi)
02/01/22,48072,113469,163829,131848,139603,127358,64711,35892,15386,3264,843432,5.699570327,13.45324816,19.42409109,15.63232128,16.55177892,15.09997249,7.672343473,4.255470506,1.824213452,0.386990297,tutte le date (per data di diagnosi)
09/01/22,64209,140741,173213,149263,167756,155470,77842,42056,19717,4833,995100,6.452517335,14.14340267,17.4065923,14.99979902,16.85820521,15.62355542,7.822530399,4.226308914,1.981408904,0.485679831,tutte le date (per data di diagnosi)
16/01/22,62477,93257,87730,89365,102690,94077,49081,27859,14026,3586,624148,10.00996559,14.94148824,14.05596109,14.31791819,16.4528285,15.07286733,7.863679768,4.463524677,2.247223415,0.574543217,tutte le date (per data di diagnosi)
,,,,,,,,,,,0,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,
31/10/21,3631,3738,2462,3550,4952,4188,2960,2244,1365,426,29516,12.30180241,12.66431766,8.34123865,12.02737498,16.7773411,14.18891449,10.02845914,7.602656186,4.624610381,1.443284998,ultimi 2 mesi (per data di diagnosi)
07/11/21,4851,5431,3892,5225,7362,6537,4471,3280,1871,540,43460,11.16198803,12.49654855,8.955361252,12.02254947,16.93971468,15.0414174,10.2876208,7.547169811,4.305108145,1.242521859,ultimi 2 mesi (per data di diagnosi)
14/11/21,6384,7481,4891,6441,9037,8031,5539,3971,2108,576,54459,11.72258029,13.73693972,8.981068327,11.82724619,16.59413504,14.74687379,10.1709543,7.291724049,3.870801888,1.057676417,ultimi 2 mesi (per data di diagnosi)
21/11/21,9099,9743,6108,8338,11612,10269,7087,5098,2458,622,70434,12.91847687,13.83280802,8.671948207,11.83803277,16.48635602,14.57960644,10.06190192,7.237981657,3.489791862,0.883096232,ultimi 2 mesi (per data di diagnosi)
28/11/21,10902,12337,7879,10430,15046,12602,8254,5901,2649,712,86712,12.5726543,14.22755789,9.086400959,12.02832365,17.35169296,14.53316727,9.518867054,6.805286466,3.054940493,0.821108958,ultimi 2 mesi (per data di diagnosi)
05/12/21,13672,15453,9653,13001,18850,15651,9962,6973,2915,800,106930,12.78593472,14.45151033,9.027401104,12.1584214,17.628355,14.6366782,9.316375199,6.521088563,2.726082484,0.748152997,ultimi 2 mesi (per data di diagnosi)
12/12/21,16220,18579,11950,16067,23020,18314,11508,7897,3227,847,127629,12.7087104,14.55703641,9.36307579,12.58883169,18.03665311,14.34940335,9.016759514,6.187465231,2.528422224,0.663642276,ultimi 2 mesi (per data di diagnosi)
19/12/21,21376,26277,23916,25058,31120,24878,15272,10140,4176,1073,183286,11.66264745,14.33661054,13.04845978,13.67152974,16.97892911,13.57332257,8.332333075,5.53233744,2.278406425,0.585423873,ultimi 2 mesi (per data di diagnosi)
26/12/21,29874,52208,71734,56946,57201,47371,25514,13811,5598,1379,361636,8.26079262,14.43661582,19.83596766,15.746773,15.81728589,13.09908306,7.055160438,3.819033503,1.547965357,0.381322656,ultimi 2 mesi (per data di diagnosi)
02/01/22,48072,113469,163829,131848,139603,127358,64711,35892,15386,3264,843432,5.699570327,13.45324816,19.42409109,15.63232128,16.55177892,15.09997249,7.672343473,4.255470506,1.824213452,0.386990297,ultimi 2 mesi (per data di diagnosi)
09/01/22,64209,140741,173213,149263,167756,155470,77842,42056,19717,4833,995100,6.452517335,14.14340267,17.4065923,14.99979902,16.85820521,15.62355542,7.822530399,4.226308914,1.981408904,0.485679831,ultimi 2 mesi (per data di diagnosi)
16/01/22,62477,93257,87730,89365,102690,94077,49081,27859,14026,3586,624148,10.00996559,14.94148824,14.05596109,14.31791819,16.4528285,15.07286733,7.863679768,4.463524677,2.247223415,0.574543217,ultimi 2 mesi (per data di diagnosi)
,,,,,,,,,,,,,,,,,,,,,,
