Data,Regione,Ricoverati in area non critica,Totale dei posti letto in area non critica,Ricoverati in Terapia Intensiva,Totale dei posti letto in Terapia Intensiva,TI attivabili,Occupazione COVID in area non critica (%),Occupazione COVID in Terapia Intensiva (%),Abitanti,Totale posti in area non critica/100K ab,Totale posti in TI/100K ab,Aggiornamento AGENAS,Aggiornamento,Popup,,,,,
22/08/21,Valle d'Aosta,5,83,0,33,0,6.02,0,123895,67,26.6,07/10/2021 ore 17:59,07/10/21,Valle d'Aosta,,,,,
23/08/21,Valle d'Aosta,5,83,0,33,0,6.02,0,123895,67,26.6,07/10/2021 ore 17:59,07/10/21,Valle d'Aosta,,,,,
24/08/21,Valle d'Aosta,4,83,0,33,0,4.82,0,123895,67,26.6,07/10/2021 ore 17:59,07/10/21,Valle d'Aosta,,,,,
25/08/21,Valle d'Aosta,3,83,0,33,0,3.61,0,123895,67,26.6,07/10/2021 ore 17:59,07/10/21,Valle d'Aosta,,,,,
26/08/21,Valle d'Aosta,3,83,0,33,0,3.61,0,123895,67,26.6,07/10/2021 ore 17:59,07/10/21,Valle d'Aosta,,,,,
27/08/21,Valle d'Aosta,2,83,0,33,0,2.41,0,123895,67,26.6,07/10/2021 ore 17:59,07/10/21,Valle d'Aosta,,,,,
28/08/21,Valle d'Aosta,2,83,0,33,0,2.41,0,123895,67,26.6,07/10/2021 ore 17:59,07/10/21,Valle d'Aosta,,,,,
29/08/21,Valle d'Aosta,2,83,0,33,0,2.41,0,123895,67,26.6,07/10/2021 ore 17:59,07/10/21,Valle d'Aosta,,,,,
30/08/21,Valle d'Aosta,2,83,0,33,0,2.41,0,123895,67,26.6,07/10/2021 ore 17:59,07/10/21,Valle d'Aosta,,,,,
31/08/21,Valle d'Aosta,2,83,0,33,0,2.41,0,123895,67,26.6,07/10/2021 ore 17:59,07/10/21,Valle d'Aosta,,,,,
01/09/21,Valle d'Aosta,2,83,0,33,0,2.41,0,123895,67,26.6,07/10/2021 ore 17:59,07/10/21,Valle d'Aosta,,,,,
02/09/21,Valle d'Aosta,2,83,0,33,0,2.41,0,123895,67,26.6,07/10/2021 ore 17:59,07/10/21,Valle d'Aosta,,,,,
03/09/21,Valle d'Aosta,2,83,0,33,0,2.41,0,123895,67,26.6,07/10/2021 ore 17:59,07/10/21,Valle d'Aosta,,,,,
04/09/21,Valle d'Aosta,2,83,0,33,0,2.41,0,123895,67,26.6,07/10/2021 ore 17:59,07/10/21,Valle d'Aosta,,,,,
05/09/21,Valle d'Aosta,2,83,0,33,0,2.41,0,123895,67,26.6,07/10/2021 ore 17:59,07/10/21,Valle d'Aosta,,,,,
06/09/21,Valle d'Aosta,1,83,0,33,0,1.2,0,123895,67,26.6,07/10/2021 ore 17:59,07/10/21,Valle d'Aosta,,,,,
07/09/21,Valle d'Aosta,1,83,0,33,0,1.2,0,123895,67,26.6,07/10/2021 ore 17:59,07/10/21,Valle d'Aosta,,,,,
08/09/21,Valle d'Aosta,1,83,0,33,0,1.2,0,123895,67,26.6,07/10/2021 ore 17:59,07/10/21,Valle d'Aosta,,,,,
09/09/21,Valle d'Aosta,1,83,0,33,0,1.2,0,123895,67,26.6,07/10/2021 ore 17:59,07/10/21,Valle d'Aosta,,,,,
10/09/21,Valle d'Aosta,2,83,0,33,0,2.41,0,123895,67,26.6,07/10/2021 ore 17:59,07/10/21,Valle d'Aosta,,,,,
11/09/21,Valle d'Aosta,2,83,0,33,0,2.41,0,123895,67,26.6,07/10/2021 ore 17:59,07/10/21,Valle d'Aosta,,,,,
12/09/21,Valle d'Aosta,2,83,0,33,0,2.41,0,123895,67,26.6,07/10/2021 ore 17:59,07/10/21,Valle d'Aosta,,,,,
13/09/21,Valle d'Aosta,2,83,0,33,0,2.41,0,123895,67,26.6,07/10/2021 ore 17:59,07/10/21,Valle d'Aosta,,,,,
14/09/21,Valle d'Aosta,2,83,0,33,0,2.41,0,123895,67,26.6,07/10/2021 ore 17:59,07/10/21,Valle d'Aosta,,,,,
15/09/21,Valle d'Aosta,3,83,0,33,0,3.61,0,123895,67,26.6,07/10/2021 ore 17:59,07/10/21,Valle d'Aosta,,,,,
16/09/21,Valle d'Aosta,2,83,0,33,0,2.41,0,123895,67,26.6,07/10/2021 ore 17:59,07/10/21,Valle d'Aosta,,,,,
17/09/21,Valle d'Aosta,2,83,0,33,0,2.41,0,123895,67,26.6,07/10/2021 ore 17:59,07/10/21,Valle d'Aosta,,,,,
18/09/21,Valle d'Aosta,2,83,0,33,0,2.41,0,123895,67,26.6,07/10/2021 ore 17:59,07/10/21,Valle d'Aosta,,,,,
19/09/21,Valle d'Aosta,2,83,1,33,0,2.41,3.03,123895,67,26.6,07/10/2021 ore 17:59,07/10/21,Valle d'Aosta,,,,,
20/09/21,Valle d'Aosta,2,83,1,33,0,2.41,3.03,123895,67,26.6,07/10/2021 ore 17:59,07/10/21,Valle d'Aosta,,,,,
21/09/21,Valle d'Aosta,2,83,1,33,0,2.41,3.03,123895,67,26.6,07/10/2021 ore 17:59,07/10/21,Valle d'Aosta,,,,,
22/09/21,Valle d'Aosta,3,83,1,33,0,3.61,3.03,123895,67,26.6,07/10/2021 ore 17:59,07/10/21,Valle d'Aosta,,,,,
23/09/21,Valle d'Aosta,2,83,1,33,0,2.41,3.03,123895,67,26.6,07/10/2021 ore 17:59,07/10/21,Valle d'Aosta,,,,,
24/09/21,Valle d'Aosta,2,83,1,33,0,2.41,3.03,123895,67,26.6,07/10/2021 ore 17:59,07/10/21,Valle d'Aosta,,,,,
25/09/21,Valle d'Aosta,3,83,1,33,0,3.61,3.03,123895,67,26.6,07/10/2021 ore 17:59,07/10/21,Valle d'Aosta,,,,,
26/09/21,Valle d'Aosta,3,83,1,33,0,3.61,3.03,123895,67,26.6,07/10/2021 ore 17:59,07/10/21,Valle d'Aosta,,,,,
27/09/21,Valle d'Aosta,3,83,1,33,0,3.61,3.03,123895,67,26.6,07/10/2021 ore 17:59,07/10/21,Valle d'Aosta,,,,,
28/09/21,Valle d'Aosta,3,83,1,33,0,3.61,3.03,123895,67,26.6,07/10/2021 ore 17:59,07/10/21,Valle d'Aosta,,,,,
29/09/21,Valle d'Aosta,2,83,1,33,0,2.41,3.03,123895,67,26.6,07/10/2021 ore 17:59,07/10/21,Valle d'Aosta,,,,,
30/09/21,Valle d'Aosta,2,83,1,33,0,2.41,3.03,123895,67,26.6,07/10/2021 ore 17:59,07/10/21,Valle d'Aosta,,,,,
01/10/21,Valle d'Aosta,2,83,0,33,0,2.41,0,123895,67,26.6,07/10/2021 ore 17:59,07/10/21,Valle d'Aosta,,,,,
02/10/21,Valle d'Aosta,3,83,0,33,0,3.61,0,123895,67,26.6,07/10/2021 ore 17:59,07/10/21,Valle d'Aosta,,,,,
03/10/21,Valle d'Aosta,3,83,0,33,0,3.61,0,123895,67,26.6,07/10/2021 ore 17:59,07/10/21,Valle d'Aosta,,,,,
04/10/21,Valle d'Aosta,3,83,0,33,0,3.61,0,123895,67,26.6,07/10/2021 ore 17:59,07/10/21,Valle d'Aosta,,,,,
05/10/21,Valle d'Aosta,2,83,0,33,0,2.41,0,123895,67,26.6,07/10/2021 ore 17:59,07/10/21,Valle d'Aosta,,,,,
06/10/21,Valle d'Aosta,2,83,0,33,0,2.41,0,123895,67,26.6,07/10/2021 ore 17:59,07/10/21,Valle d'Aosta,,,,,
07/10/21,Valle d'Aosta,2,83,0,33,0,2.41,0,123895,67,26.6,07/10/2021 ore 17:59,07/10/21,Valle d'Aosta,,,,,
,,,,,,,,,,,,,,,,,,,
08/08/21,Liguria,48,1670,15,214,12,2.87,7.01,1509805,110.6,14.2,07/10/2021 ore 17:59,07/10/21,Liguria,,,,,
09/08/21,Liguria,51,1675,15,214,12,3.04,7.01,1509805,110.9,14.2,07/10/2021 ore 17:59,07/10/21,Liguria,,,,,
10/08/21,Liguria,51,1675,15,214,12,3.04,7.01,1509805,110.9,14.2,07/10/2021 ore 17:59,07/10/21,Liguria,,,,,
11/08/21,Liguria,51,1675,14,218,12,3.04,6.42,1509805,110.9,14.4,07/10/2021 ore 17:59,07/10/21,Liguria,,,,,
12/08/21,Liguria,57,1675,13,218,12,3.4,5.96,1509805,110.9,14.4,07/10/2021 ore 17:59,07/10/21,Liguria,,,,,
13/08/21,Liguria,66,1675,12,218,12,3.94,5.5,1509805,110.9,14.4,07/10/2021 ore 17:59,07/10/21,Liguria,,,,,
14/08/21,Liguria,66,1675,12,218,12,3.94,5.5,1509805,110.9,14.4,07/10/2021 ore 17:59,07/10/21,Liguria,,,,,
15/08/21,Liguria,71,1675,12,218,12,4.24,5.5,1509805,110.9,14.4,07/10/2021 ore 17:59,07/10/21,Liguria,,,,,
16/08/21,Liguria,75,1685,10,218,12,4.45,4.59,1509805,111.6,14.4,07/10/2021 ore 17:59,07/10/21,Liguria,,,,,
17/08/21,Liguria,75,1682,12,218,12,4.46,5.5,1509805,111.4,14.4,07/10/2021 ore 17:59,07/10/21,Liguria,,,,,
18/08/21,Liguria,75,1682,12,218,12,4.46,5.5,1509805,111.4,14.4,07/10/2021 ore 17:59,07/10/21,Liguria,,,,,
19/08/21,Liguria,74,1684,13,218,12,4.39,5.96,1509805,111.5,14.4,07/10/2021 ore 17:59,07/10/21,Liguria,,,,,
20/08/21,Liguria,81,1684,11,218,12,4.81,5.05,1509805,111.5,14.4,07/10/2021 ore 17:59,07/10/21,Liguria,,,,,
21/08/21,Liguria,77,1684,12,218,12,4.57,5.5,1509805,111.5,14.4,07/10/2021 ore 17:59,07/10/21,Liguria,,,,,
22/08/21,Liguria,78,1684,11,218,12,4.63,5.05,1509805,111.5,14.4,07/10/2021 ore 17:59,07/10/21,Liguria,,,,,
23/08/21,Liguria,84,1684,11,218,12,4.99,5.05,1509805,111.5,14.4,07/10/2021 ore 17:59,07/10/21,Liguria,,,,,
24/08/21,Liguria,85,1684,10,218,12,5.05,4.59,1509805,111.5,14.4,07/10/2021 ore 17:59,07/10/21,Liguria,,,,,
25/08/21,Liguria,75,1684,11,218,12,4.45,5.05,1509805,111.5,14.4,07/10/2021 ore 17:59,07/10/21,Liguria,,,,,
26/08/21,Liguria,72,1678,10,216,12,4.29,4.63,1509805,111.1,14.3,07/10/2021 ore 17:59,07/10/21,Liguria,,,,,
27/08/21,Liguria,75,1695,11,218,12,4.42,5.05,1509805,112.3,14.4,07/10/2021 ore 17:59,07/10/21,Liguria,,,,,
28/08/21,Liguria,77,1695,12,218,12,4.54,5.5,1509805,112.3,14.4,07/10/2021 ore 17:59,07/10/21,Liguria,,,,,
29/08/21,Liguria,76,1689,10,218,12,4.5,4.59,1509805,111.9,14.4,07/10/2021 ore 17:59,07/10/21,Liguria,,,,,
30/08/21,Liguria,76,1695,11,218,12,4.48,5.05,1509805,112.3,14.4,07/10/2021 ore 17:59,07/10/21,Liguria,,,,,
31/08/21,Liguria,76,1695,11,218,12,4.48,5.05,1509805,112.3,14.4,07/10/2021 ore 17:59,07/10/21,Liguria,,,,,
01/09/21,Liguria,75,1695,9,218,12,4.42,4.13,1509805,112.3,14.4,07/10/2021 ore 17:59,07/10/21,Liguria,,,,,
02/09/21,Liguria,72,1695,10,218,12,4.25,4.59,1509805,112.3,14.4,07/10/2021 ore 17:59,07/10/21,Liguria,,,,,
03/09/21,Liguria,70,1695,10,218,12,4.13,4.59,1509805,112.3,14.4,07/10/2021 ore 17:59,07/10/21,Liguria,,,,,
04/09/21,Liguria,70,1695,8,218,12,4.13,3.67,1509805,112.3,14.4,07/10/2021 ore 17:59,07/10/21,Liguria,,,,,
05/09/21,Liguria,72,1695,8,218,12,4.25,3.67,1509805,112.3,14.4,07/10/2021 ore 17:59,07/10/21,Liguria,,,,,
06/09/21,Liguria,74,1695,9,218,12,4.37,4.13,1509805,112.3,14.4,07/10/2021 ore 17:59,07/10/21,Liguria,,,,,
07/09/21,Liguria,73,1695,8,218,12,4.31,3.67,1509805,112.3,14.4,07/10/2021 ore 17:59,07/10/21,Liguria,,,,,
08/09/21,Liguria,69,1695,8,218,12,4.07,3.67,1509805,112.3,14.4,07/10/2021 ore 17:59,07/10/21,Liguria,,,,,
09/09/21,Liguria,85,1695,8,218,12,5.01,3.67,1509805,112.3,14.4,07/10/2021 ore 17:59,07/10/21,Liguria,,,,,
10/09/21,Liguria,83,1695,9,218,12,4.9,4.13,1509805,112.3,14.4,07/10/2021 ore 17:59,07/10/21,Liguria,,,,,
11/09/21,Liguria,82,1695,9,218,12,4.84,4.13,1509805,112.3,14.4,07/10/2021 ore 17:59,07/10/21,Liguria,,,,,
12/09/21,Liguria,85,1695,9,218,12,5.01,4.13,1509805,112.3,14.4,07/10/2021 ore 17:59,07/10/21,Liguria,,,,,
13/09/21,Liguria,90,1695,9,218,12,5.31,4.13,1509805,112.3,14.4,07/10/2021 ore 17:59,07/10/21,Liguria,,,,,
14/09/21,Liguria,93,1695,8,218,12,5.49,3.67,1509805,112.3,14.4,07/10/2021 ore 17:59,07/10/21,Liguria,,,,,
15/09/21,Liguria,87,1671,8,218,12,5.21,3.67,1509805,110.7,14.4,07/10/2021 ore 17:59,07/10/21,Liguria,,,,,
16/09/21,Liguria,82,1676,7,218,12,4.89,3.21,1509805,111,14.4,07/10/2021 ore 17:59,07/10/21,Liguria,,,,,
17/09/21,Liguria,81,1676,7,218,12,4.83,3.21,1509805,111,14.4,07/10/2021 ore 17:59,07/10/21,Liguria,,,,,
18/09/21,Liguria,84,1674,7,217,12,5.02,3.23,1509805,110.9,14.4,07/10/2021 ore 17:59,07/10/21,Liguria,,,,,
19/09/21,Liguria,83,1682,6,217,12,4.93,2.76,1509805,111.4,14.4,07/10/2021 ore 17:59,07/10/21,Liguria,,,,,
20/09/21,Liguria,77,1682,5,217,12,4.58,2.3,1509805,111.4,14.4,07/10/2021 ore 17:59,07/10/21,Liguria,,,,,
21/09/21,Liguria,76,1682,5,217,12,4.52,2.3,1509805,111.4,14.4,07/10/2021 ore 17:59,07/10/21,Liguria,,,,,
22/09/21,Liguria,74,1682,4,217,12,4.4,1.84,1509805,111.4,14.4,07/10/2021 ore 17:59,07/10/21,Liguria,,,,,
23/09/21,Liguria,73,1682,5,217,12,4.34,2.3,1509805,111.4,14.4,07/10/2021 ore 17:59,07/10/21,Liguria,,,,,
24/09/21,Liguria,64,1682,6,217,12,3.8,2.76,1509805,111.4,14.4,07/10/2021 ore 17:59,07/10/21,Liguria,,,,,
25/09/21,Liguria,60,1682,7,217,12,3.57,3.23,1509805,111.4,14.4,07/10/2021 ore 17:59,07/10/21,Liguria,,,,,
26/09/21,Liguria,56,1682,8,217,12,3.33,3.69,1509805,111.4,14.4,07/10/2021 ore 17:59,07/10/21,Liguria,,,,,
27/09/21,Liguria,54,1696,8,217,12,3.18,3.69,1509805,112.3,14.4,07/10/2021 ore 17:59,07/10/21,Liguria,,,,,
28/09/21,Liguria,53,1696,8,217,12,3.13,3.69,1509805,112.3,14.4,07/10/2021 ore 17:59,07/10/21,Liguria,,,,,
29/09/21,Liguria,51,1696,8,217,12,3.01,3.69,1509805,112.3,14.4,07/10/2021 ore 17:59,07/10/21,Liguria,,,,,
30/09/21,Liguria,51,1696,6,217,12,3.01,2.76,1509805,112.3,14.4,07/10/2021 ore 17:59,07/10/21,Liguria,,,,,
01/10/21,Liguria,47,1696,6,217,12,2.77,2.76,1509805,112.3,14.4,07/10/2021 ore 17:59,07/10/21,Liguria,,,,,
02/10/21,Liguria,54,1696,5,217,12,3.18,2.3,1509805,112.3,14.4,07/10/2021 ore 17:59,07/10/21,Liguria,,,,,
03/10/21,Liguria,55,1696,5,217,12,3.24,2.3,1509805,112.3,14.4,07/10/2021 ore 17:59,07/10/21,Liguria,,,,,
04/10/21,Liguria,51,1696,6,217,12,3.01,2.76,1509805,112.3,14.4,07/10/2021 ore 17:59,07/10/21,Liguria,,,,,
05/10/21,Liguria,57,1696,4,217,12,3.36,1.84,1509805,112.3,14.4,07/10/2021 ore 17:59,07/10/21,Liguria,,,,,
06/10/21,Liguria,52,1696,4,217,12,3.07,1.84,1509805,112.3,14.4,07/10/2021 ore 17:59,07/10/21,Liguria,,,,,
07/10/21,Liguria,49,1696,6,217,12,2.89,2.76,1509805,112.3,14.4,07/10/2021 ore 17:59,07/10/21,Liguria,,,,,
,,,,,,,,,,,,,,,,,,,
08/08/21,P.A. Trento,15,517,1,90,0,2.9,1.11,544745,94.9,16.5,07/10/2021 ore 17:59,07/10/21,P.A. Trento,,,,,
09/08/21,P.A. Trento,16,517,1,90,0,3.09,1.11,544745,94.9,16.5,07/10/2021 ore 17:59,07/10/21,P.A. Trento,,,,,
10/08/21,P.A. Trento,16,517,1,90,0,3.09,1.11,544745,94.9,16.5,07/10/2021 ore 17:59,07/10/21,P.A. Trento,,,,,
11/08/21,P.A. Trento,13,517,1,90,0,2.51,1.11,544745,94.9,16.5,07/10/2021 ore 17:59,07/10/21,P.A. Trento,,,,,
12/08/21,P.A. Trento,15,517,1,90,0,2.9,1.11,544745,94.9,16.5,07/10/2021 ore 17:59,07/10/21,P.A. Trento,,,,,
13/08/21,P.A. Trento,15,517,1,90,0,2.9,1.11,544745,94.9,16.5,07/10/2021 ore 17:59,07/10/21,P.A. Trento,,,,,
14/08/21,P.A. Trento,16,517,1,90,0,3.09,1.11,544745,94.9,16.5,07/10/2021 ore 17:59,07/10/21,P.A. Trento,,,,,
15/08/21,P.A. Trento,19,517,1,90,0,3.68,1.11,544745,94.9,16.5,07/10/2021 ore 17:59,07/10/21,P.A. Trento,,,,,
16/08/21,P.A. Trento,21,517,1,90,0,4.06,1.11,544745,94.9,16.5,07/10/2021 ore 17:59,07/10/21,P.A. Trento,,,,,
17/08/21,P.A. Trento,21,517,2,90,0,4.06,2.22,544745,94.9,16.5,07/10/2021 ore 17:59,07/10/21,P.A. Trento,,,,,
18/08/21,P.A. Trento,21,517,2,90,0,4.06,2.22,544745,94.9,16.5,07/10/2021 ore 17:59,07/10/21,P.A. Trento,,,,,
19/08/21,P.A. Trento,21,517,2,90,0,4.06,2.22,544745,94.9,16.5,07/10/2021 ore 17:59,07/10/21,P.A. Trento,,,,,
20/08/21,P.A. Trento,23,517,2,90,0,4.45,2.22,544745,94.9,16.5,07/10/2021 ore 17:59,07/10/21,P.A. Trento,,,,,
21/08/21,P.A. Trento,23,517,1,90,0,4.45,1.11,544745,94.9,16.5,07/10/2021 ore 17:59,07/10/21,P.A. Trento,,,,,
22/08/21,P.A. Trento,26,517,1,90,0,5.03,1.11,544745,94.9,16.5,07/10/2021 ore 17:59,07/10/21,P.A. Trento,,,,,
23/08/21,P.A. Trento,27,517,1,90,0,5.22,1.11,544745,94.9,16.5,07/10/2021 ore 17:59,07/10/21,P.A. Trento,,,,,
24/08/21,P.A. Trento,30,517,1,90,0,5.8,1.11,544745,94.9,16.5,07/10/2021 ore 17:59,07/10/21,P.A. Trento,,,,,
25/08/21,P.A. Trento,28,517,1,90,0,5.42,1.11,544745,94.9,16.5,07/10/2021 ore 17:59,07/10/21,P.A. Trento,,,,,
26/08/21,P.A. Trento,25,517,1,90,0,4.84,1.11,544745,94.9,16.5,07/10/2021 ore 17:59,07/10/21,P.A. Trento,,,,,
27/08/21,P.A. Trento,28,517,1,90,0,5.42,1.11,544745,94.9,16.5,07/10/2021 ore 17:59,07/10/21,P.A. Trento,,,,,
28/08/21,P.A. Trento,24,517,1,90,0,4.64,1.11,544745,94.9,16.5,07/10/2021 ore 17:59,07/10/21,P.A. Trento,,,,,
29/08/21,P.A. Trento,25,517,1,90,0,4.84,1.11,544745,94.9,16.5,07/10/2021 ore 17:59,07/10/21,P.A. Trento,,,,,
30/08/21,P.A. Trento,26,517,1,90,0,5.03,1.11,544745,94.9,16.5,07/10/2021 ore 17:59,07/10/21,P.A. Trento,,,,,
31/08/21,P.A. Trento,25,517,1,90,0,4.84,1.11,544745,94.9,16.5,07/10/2021 ore 17:59,07/10/21,P.A. Trento,,,,,
01/09/21,P.A. Trento,20,517,1,90,0,3.87,1.11,544745,94.9,16.5,07/10/2021 ore 17:59,07/10/21,P.A. Trento,,,,,
02/09/21,P.A. Trento,18,517,1,90,0,3.48,1.11,544745,94.9,16.5,07/10/2021 ore 17:59,07/10/21,P.A. Trento,,,,,
03/09/21,P.A. Trento,19,517,1,90,0,3.68,1.11,544745,94.9,16.5,07/10/2021 ore 17:59,07/10/21,P.A. Trento,,,,,
04/09/21,P.A. Trento,18,517,1,90,0,3.48,1.11,544745,94.9,16.5,07/10/2021 ore 17:59,07/10/21,P.A. Trento,,,,,
05/09/21,P.A. Trento,18,517,1,90,0,3.48,1.11,544745,94.9,16.5,07/10/2021 ore 17:59,07/10/21,P.A. Trento,,,,,
06/09/21,P.A. Trento,17,517,1,90,0,3.29,1.11,544745,94.9,16.5,07/10/2021 ore 17:59,07/10/21,P.A. Trento,,,,,
07/09/21,P.A. Trento,18,517,1,90,0,3.48,1.11,544745,94.9,16.5,07/10/2021 ore 17:59,07/10/21,P.A. Trento,,,,,
08/09/21,P.A. Trento,19,517,1,90,0,3.68,1.11,544745,94.9,16.5,07/10/2021 ore 17:59,07/10/21,P.A. Trento,,,,,
09/09/21,P.A. Trento,22,517,1,90,0,4.26,1.11,544745,94.9,16.5,07/10/2021 ore 17:59,07/10/21,P.A. Trento,,,,,
10/09/21,P.A. Trento,20,517,1,90,0,3.87,1.11,544745,94.9,16.5,07/10/2021 ore 17:59,07/10/21,P.A. Trento,,,,,
11/09/21,P.A. Trento,20,517,1,90,0,3.87,1.11,544745,94.9,16.5,07/10/2021 ore 17:59,07/10/21,P.A. Trento,,,,,
12/09/21,P.A. Trento,17,517,1,90,0,3.29,1.11,544745,94.9,16.5,07/10/2021 ore 17:59,07/10/21,P.A. Trento,,,,,
13/09/21,P.A. Trento,20,517,1,90,0,3.87,1.11,544745,94.9,16.5,07/10/2021 ore 17:59,07/10/21,P.A. Trento,,,,,
14/09/21,P.A. Trento,19,517,1,90,0,3.68,1.11,544745,94.9,16.5,07/10/2021 ore 17:59,07/10/21,P.A. Trento,,,,,
15/09/21,P.A. Trento,20,517,1,90,0,3.87,1.11,544745,94.9,16.5,07/10/2021 ore 17:59,07/10/21,P.A. Trento,,,,,
16/09/21,P.A. Trento,19,517,1,90,0,3.68,1.11,544745,94.9,16.5,07/10/2021 ore 17:59,07/10/21,P.A. Trento,,,,,
17/09/21,P.A. Trento,16,517,1,90,0,3.09,1.11,544745,94.9,16.5,07/10/2021 ore 17:59,07/10/21,P.A. Trento,,,,,
18/09/21,P.A. Trento,14,517,1,90,0,2.71,1.11,544745,94.9,16.5,07/10/2021 ore 17:59,07/10/21,P.A. Trento,,,,,
19/09/21,P.A. Trento,15,517,1,90,0,2.9,1.11,544745,94.9,16.5,07/10/2021 ore 17:59,07/10/21,P.A. Trento,,,,,
20/09/21,P.A. Trento,17,517,1,90,0,3.29,1.11,544745,94.9,16.5,07/10/2021 ore 17:59,07/10/21,P.A. Trento,,,,,
21/09/21,P.A. Trento,15,517,2,90,0,2.9,2.22,544745,94.9,16.5,07/10/2021 ore 17:59,07/10/21,P.A. Trento,,,,,
22/09/21,P.A. Trento,15,517,3,90,0,2.9,3.33,544745,94.9,16.5,07/10/2021 ore 17:59,07/10/21,P.A. Trento,,,,,
23/09/21,P.A. Trento,18,517,3,90,0,3.48,3.33,544745,94.9,16.5,07/10/2021 ore 17:59,07/10/21,P.A. Trento,,,,,
24/09/21,P.A. Trento,19,517,3,90,0,3.68,3.33,544745,94.9,16.5,07/10/2021 ore 17:59,07/10/21,P.A. Trento,,,,,
25/09/21,P.A. Trento,19,517,3,90,0,3.68,3.33,544745,94.9,16.5,07/10/2021 ore 17:59,07/10/21,P.A. Trento,,,,,
26/09/21,P.A. Trento,19,517,2,90,0,3.68,2.22,544745,94.9,16.5,07/10/2021 ore 17:59,07/10/21,P.A. Trento,,,,,
27/09/21,P.A. Trento,20,517,2,90,0,3.87,2.22,544745,94.9,16.5,07/10/2021 ore 17:59,07/10/21,P.A. Trento,,,,,
28/09/21,P.A. Trento,21,517,3,90,0,4.06,3.33,544745,94.9,16.5,07/10/2021 ore 17:59,07/10/21,P.A. Trento,,,,,
29/09/21,P.A. Trento,20,517,3,90,0,3.87,3.33,544745,94.9,16.5,07/10/2021 ore 17:59,07/10/21,P.A. Trento,,,,,
30/09/21,P.A. Trento,19,517,4,90,0,3.68,4.44,544745,94.9,16.5,07/10/2021 ore 17:59,07/10/21,P.A. Trento,,,,,
01/10/21,P.A. Trento,16,517,4,90,0,3.09,4.44,544745,94.9,16.5,07/10/2021 ore 17:59,07/10/21,P.A. Trento,,,,,
02/10/21,P.A. Trento,15,517,4,90,0,2.9,4.44,544745,94.9,16.5,07/10/2021 ore 17:59,07/10/21,P.A. Trento,,,,,
03/10/21,P.A. Trento,16,517,4,90,0,3.09,4.44,544745,94.9,16.5,07/10/2021 ore 17:59,07/10/21,P.A. Trento,,,,,
04/10/21,P.A. Trento,16,517,5,90,0,3.09,5.56,544745,94.9,16.5,07/10/2021 ore 17:59,07/10/21,P.A. Trento,,,,,
05/10/21,P.A. Trento,16,517,5,90,0,3.09,5.56,544745,94.9,16.5,07/10/2021 ore 17:59,07/10/21,P.A. Trento,,,,,
06/10/21,P.A. Trento,16,517,4,90,0,3.09,4.44,544745,94.9,16.5,07/10/2021 ore 17:59,07/10/21,P.A. Trento,,,,,
07/10/21,P.A. Trento,17,517,4,90,0,3.29,4.44,544745,94.9,16.5,07/10/2021 ore 17:59,07/10/21,P.A. Trento,,,,,
,,,,,,,,,,,,,,,,,,,
08/08/21,P.A. Bolzano,8,391,2,100,20,2.05,2,533715,73.3,18.7,07/10/2021 ore 17:59,07/10/21,P.A. Bolzano,,,,,
09/08/21,P.A. Bolzano,9,391,2,100,20,2.3,2,533715,73.3,18.7,07/10/2021 ore 17:59,07/10/21,P.A. Bolzano,,,,,
10/08/21,P.A. Bolzano,9,391,2,100,20,2.3,2,533715,73.3,18.7,07/10/2021 ore 17:59,07/10/21,P.A. Bolzano,,,,,
11/08/21,P.A. Bolzano,12,391,1,100,20,3.07,1,533715,73.3,18.7,07/10/2021 ore 17:59,07/10/21,P.A. Bolzano,,,,,
12/08/21,P.A. Bolzano,13,391,1,100,20,3.32,1,533715,73.3,18.7,07/10/2021 ore 17:59,07/10/21,P.A. Bolzano,,,,,
13/08/21,P.A. Bolzano,16,391,1,100,20,4.09,1,533715,73.3,18.7,07/10/2021 ore 17:59,07/10/21,P.A. Bolzano,,,,,
14/08/21,P.A. Bolzano,12,391,1,100,20,3.07,1,533715,73.3,18.7,07/10/2021 ore 17:59,07/10/21,P.A. Bolzano,,,,,
15/08/21,P.A. Bolzano,18,391,1,100,20,4.6,1,533715,73.3,18.7,07/10/2021 ore 17:59,07/10/21,P.A. Bolzano,,,,,
16/08/21,P.A. Bolzano,17,391,1,100,20,4.35,1,533715,73.3,18.7,07/10/2021 ore 17:59,07/10/21,P.A. Bolzano,,,,,
17/08/21,P.A. Bolzano,17,391,1,100,20,4.35,1,533715,73.3,18.7,07/10/2021 ore 17:59,07/10/21,P.A. Bolzano,,,,,
18/08/21,P.A. Bolzano,17,391,1,100,20,4.35,1,533715,73.3,18.7,07/10/2021 ore 17:59,07/10/21,P.A. Bolzano,,,,,
19/08/21,P.A. Bolzano,19,391,1,100,20,4.86,1,533715,73.3,18.7,07/10/2021 ore 17:59,07/10/21,P.A. Bolzano,,,,,
20/08/21,P.A. Bolzano,17,391,1,100,20,4.35,1,533715,73.3,18.7,07/10/2021 ore 17:59,07/10/21,P.A. Bolzano,,,,,
21/08/21,P.A. Bolzano,17,391,1,100,20,4.35,1,533715,73.3,18.7,07/10/2021 ore 17:59,07/10/21,P.A. Bolzano,,,,,
