Data,Regione,Ricoverati in area non critica,Totale dei posti letto in area non critica,Ricoverati in Terapia Intensiva,Totale dei posti letto in Terapia Intensiva,TI attivabili,Occupazione COVID in area non critica (%),Occupazione COVID in Terapia Intensiva (%),Abitanti,Totale posti in area non critica/100K ab,Totale posti in TI/100K ab,Aggiornamento AGENAS,Aggiornamento,Popup,,,,,
29/08/21,Lazio,441,6421,72,943,243,6.87,7.64,5720796,112.2,16.5,07/10/2021 ore 17:59,07/10/21,Lazio,,,,,
30/08/21,Lazio,478,6421,70,943,243,7.44,7.42,5720796,112.2,16.5,07/10/2021 ore 17:59,07/10/21,Lazio,,,,,
31/08/21,Lazio,462,6421,72,943,243,7.2,7.64,5720796,112.2,16.5,07/10/2021 ore 17:59,07/10/21,Lazio,,,,,
01/09/21,Lazio,448,6421,71,943,243,6.98,7.53,5720796,112.2,16.5,07/10/2021 ore 17:59,07/10/21,Lazio,,,,,
02/09/21,Lazio,450,6421,66,943,243,7.01,7,5720796,112.2,16.5,07/10/2021 ore 17:59,07/10/21,Lazio,,,,,
03/09/21,Lazio,446,6421,67,943,243,6.95,7.1,5720796,112.2,16.5,07/10/2021 ore 17:59,07/10/21,Lazio,,,,,
04/09/21,Lazio,448,6421,65,943,243,6.98,6.89,5720796,112.2,16.5,07/10/2021 ore 17:59,07/10/21,Lazio,,,,,
05/09/21,Lazio,449,6421,63,943,243,6.99,6.68,5720796,112.2,16.5,07/10/2021 ore 17:59,07/10/21,Lazio,,,,,
06/09/21,Lazio,469,6421,64,943,243,7.3,6.79,5720796,112.2,16.5,07/10/2021 ore 17:59,07/10/21,Lazio,,,,,
07/09/21,Lazio,481,6421,63,943,243,7.49,6.68,5720796,112.2,16.5,07/10/2021 ore 17:59,07/10/21,Lazio,,,,,
08/09/21,Lazio,466,6421,64,943,243,7.26,6.79,5720796,112.2,16.5,07/10/2021 ore 17:59,07/10/21,Lazio,,,,,
09/09/21,Lazio,463,6421,58,943,243,7.21,6.15,5720796,112.2,16.5,07/10/2021 ore 17:59,07/10/21,Lazio,,,,,
10/09/21,Lazio,457,6421,57,943,243,7.12,6.04,5720796,112.2,16.5,07/10/2021 ore 17:59,07/10/21,Lazio,,,,,
11/09/21,Lazio,445,6421,59,943,243,6.93,6.26,5720796,112.2,16.5,07/10/2021 ore 17:59,07/10/21,Lazio,,,,,
12/09/21,Lazio,442,6421,62,943,243,6.88,6.57,5720796,112.2,16.5,07/10/2021 ore 17:59,07/10/21,Lazio,,,,,
13/09/21,Lazio,452,6421,64,943,243,7.04,6.79,5720796,112.2,16.5,07/10/2021 ore 17:59,07/10/21,Lazio,,,,,
14/09/21,Lazio,448,6421,62,943,243,6.98,6.57,5720796,112.2,16.5,07/10/2021 ore 17:59,07/10/21,Lazio,,,,,
15/09/21,Lazio,439,6421,59,943,243,6.84,6.26,5720796,112.2,16.5,07/10/2021 ore 17:59,07/10/21,Lazio,,,,,
16/09/21,Lazio,433,6421,56,943,243,6.74,5.94,5720796,112.2,16.5,07/10/2021 ore 17:59,07/10/21,Lazio,,,,,
17/09/21,Lazio,435,6421,55,943,243,6.77,5.83,5720796,112.2,16.5,07/10/2021 ore 17:59,07/10/21,Lazio,,,,,
18/09/21,Lazio,429,6421,58,943,243,6.68,6.15,5720796,112.2,16.5,07/10/2021 ore 17:59,07/10/21,Lazio,,,,,
19/09/21,Lazio,426,6421,58,943,243,6.63,6.15,5720796,112.2,16.5,07/10/2021 ore 17:59,07/10/21,Lazio,,,,,
20/09/21,Lazio,442,6421,56,943,243,6.88,5.94,5720796,112.2,16.5,07/10/2021 ore 17:59,07/10/21,Lazio,,,,,
21/09/21,Lazio,434,6421,53,943,243,6.76,5.62,5720796,112.2,16.5,07/10/2021 ore 17:59,07/10/21,Lazio,,,,,
22/09/21,Lazio,421,6421,51,943,243,6.56,5.41,5720796,112.2,16.5,07/10/2021 ore 17:59,07/10/21,Lazio,,,,,
23/09/21,Lazio,403,6421,53,943,243,6.28,5.62,5720796,112.2,16.5,07/10/2021 ore 17:59,07/10/21,Lazio,,,,,
24/09/21,Lazio,395,6421,51,943,243,6.15,5.41,5720796,112.2,16.5,07/10/2021 ore 17:59,07/10/21,Lazio,,,,,
25/09/21,Lazio,396,6421,55,943,243,6.17,5.83,5720796,112.2,16.5,07/10/2021 ore 17:59,07/10/21,Lazio,,,,,
26/09/21,Lazio,392,6421,58,943,243,6.1,6.15,5720796,112.2,16.5,07/10/2021 ore 17:59,07/10/21,Lazio,,,,,
27/09/21,Lazio,393,6421,59,943,243,6.12,6.26,5720796,112.2,16.5,07/10/2021 ore 17:59,07/10/21,Lazio,,,,,
28/09/21,Lazio,388,6421,57,943,243,6.04,6.04,5720796,112.2,16.5,07/10/2021 ore 17:59,07/10/21,Lazio,,,,,
29/09/21,Lazio,389,6421,60,943,243,6.06,6.36,5720796,112.2,16.5,07/10/2021 ore 17:59,07/10/21,Lazio,,,,,
30/09/21,Lazio,382,6421,59,943,243,5.95,6.26,5720796,112.2,16.5,07/10/2021 ore 17:59,07/10/21,Lazio,,,,,
01/10/21,Lazio,383,6421,54,943,243,5.96,5.73,5720796,112.2,16.5,07/10/2021 ore 17:59,07/10/21,Lazio,,,,,
02/10/21,Lazio,363,6421,53,943,243,5.65,5.62,5720796,112.2,16.5,07/10/2021 ore 17:59,07/10/21,Lazio,,,,,
03/10/21,Lazio,354,6421,56,943,243,5.51,5.94,5720796,112.2,16.5,07/10/2021 ore 17:59,07/10/21,Lazio,,,,,
04/10/21,Lazio,365,6421,57,943,243,5.68,6.04,5720796,112.2,16.5,07/10/2021 ore 17:59,07/10/21,Lazio,,,,,
05/10/21,Lazio,368,6421,57,943,243,5.73,6.04,5720796,112.2,16.5,07/10/2021 ore 17:59,07/10/21,Lazio,,,,,
06/10/21,Lazio,367,6421,56,943,243,5.72,5.94,5720796,112.2,16.5,07/10/2021 ore 17:59,07/10/21,Lazio,,,,,
07/10/21,Lazio,362,6421,53,943,243,5.64,5.62,5720796,112.2,16.5,07/10/2021 ore 17:59,07/10/21,Lazio,,,,,
,,,,,,,,,,,,,,,,,,,
08/08/21,Umbria,25,684,1,91,36,3.65,1.1,865013,79.1,10.5,07/10/2021 ore 17:59,07/10/21,Umbria,,,,,
09/08/21,Umbria,29,684,1,91,36,4.24,1.1,865013,79.1,10.5,07/10/2021 ore 17:59,07/10/21,Umbria,,,,,
10/08/21,Umbria,29,684,1,91,36,4.24,1.1,865013,79.1,10.5,07/10/2021 ore 17:59,07/10/21,Umbria,,,,,
11/08/21,Umbria,30,684,1,91,36,4.39,1.1,865013,79.1,10.5,07/10/2021 ore 17:59,07/10/21,Umbria,,,,,
12/08/21,Umbria,30,684,1,91,36,4.39,1.1,865013,79.1,10.5,07/10/2021 ore 17:59,07/10/21,Umbria,,,,,
13/08/21,Umbria,32,684,2,91,36,4.68,2.2,865013,79.1,10.5,07/10/2021 ore 17:59,07/10/21,Umbria,,,,,
14/08/21,Umbria,32,684,2,91,36,4.68,2.2,865013,79.1,10.5,07/10/2021 ore 17:59,07/10/21,Umbria,,,,,
15/08/21,Umbria,33,684,2,91,36,4.82,2.2,865013,79.1,10.5,07/10/2021 ore 17:59,07/10/21,Umbria,,,,,
16/08/21,Umbria,36,684,2,91,36,5.26,2.2,865013,79.1,10.5,07/10/2021 ore 17:59,07/10/21,Umbria,,,,,
17/08/21,Umbria,45,684,4,91,36,6.58,4.4,865013,79.1,10.5,07/10/2021 ore 17:59,07/10/21,Umbria,,,,,
18/08/21,Umbria,45,684,4,91,36,6.58,4.4,865013,79.1,10.5,07/10/2021 ore 17:59,07/10/21,Umbria,,,,,
19/08/21,Umbria,49,684,4,91,36,7.16,4.4,865013,79.1,10.5,07/10/2021 ore 17:59,07/10/21,Umbria,,,,,
20/08/21,Umbria,52,684,4,91,36,7.6,4.4,865013,79.1,10.5,07/10/2021 ore 17:59,07/10/21,Umbria,,,,,
21/08/21,Umbria,53,684,4,91,36,7.75,4.4,865013,79.1,10.5,07/10/2021 ore 17:59,07/10/21,Umbria,,,,,
22/08/21,Umbria,52,684,6,91,36,7.6,6.59,865013,79.1,10.5,07/10/2021 ore 17:59,07/10/21,Umbria,,,,,
23/08/21,Umbria,53,684,7,91,36,7.75,7.69,865013,79.1,10.5,07/10/2021 ore 17:59,07/10/21,Umbria,,,,,
24/08/21,Umbria,54,684,8,91,36,7.89,8.79,865013,79.1,10.5,07/10/2021 ore 17:59,07/10/21,Umbria,,,,,
25/08/21,Umbria,54,684,8,91,36,7.89,8.79,865013,79.1,10.5,07/10/2021 ore 17:59,07/10/21,Umbria,,,,,
26/08/21,Umbria,54,684,8,91,36,7.89,8.79,865013,79.1,10.5,07/10/2021 ore 17:59,07/10/21,Umbria,,,,,
27/08/21,Umbria,51,684,8,91,36,7.46,8.79,865013,79.1,10.5,07/10/2021 ore 17:59,07/10/21,Umbria,,,,,
28/08/21,Umbria,45,684,7,91,36,6.58,7.69,865013,79.1,10.5,07/10/2021 ore 17:59,07/10/21,Umbria,,,,,
29/08/21,Umbria,51,684,7,91,36,7.46,7.69,865013,79.1,10.5,07/10/2021 ore 17:59,07/10/21,Umbria,,,,,
30/08/21,Umbria,51,684,6,91,36,7.46,6.59,865013,79.1,10.5,07/10/2021 ore 17:59,07/10/21,Umbria,,,,,
31/08/21,Umbria,48,684,6,91,36,7.02,6.59,865013,79.1,10.5,07/10/2021 ore 17:59,07/10/21,Umbria,,,,,
01/09/21,Umbria,45,684,6,91,36,6.58,6.59,865013,79.1,10.5,07/10/2021 ore 17:59,07/10/21,Umbria,,,,,
02/09/21,Umbria,46,684,5,91,36,6.73,5.49,865013,79.1,10.5,07/10/2021 ore 17:59,07/10/21,Umbria,,,,,
03/09/21,Umbria,45,684,6,91,36,6.58,6.59,865013,79.1,10.5,07/10/2021 ore 17:59,07/10/21,Umbria,,,,,
04/09/21,Umbria,45,684,8,91,36,6.58,8.79,865013,79.1,10.5,07/10/2021 ore 17:59,07/10/21,Umbria,,,,,
05/09/21,Umbria,48,684,7,91,36,7.02,7.69,865013,79.1,10.5,07/10/2021 ore 17:59,07/10/21,Umbria,,,,,
06/09/21,Umbria,50,684,7,91,36,7.31,7.69,865013,79.1,10.5,07/10/2021 ore 17:59,07/10/21,Umbria,,,,,
07/09/21,Umbria,51,684,6,91,36,7.46,6.59,865013,79.1,10.5,07/10/2021 ore 17:59,07/10/21,Umbria,,,,,
08/09/21,Umbria,53,684,6,91,36,7.75,6.59,865013,79.1,10.5,07/10/2021 ore 17:59,07/10/21,Umbria,,,,,
09/09/21,Umbria,50,684,6,91,36,7.31,6.59,865013,79.1,10.5,07/10/2021 ore 17:59,07/10/21,Umbria,,,,,
10/09/21,Umbria,52,684,6,91,36,7.6,6.59,865013,79.1,10.5,07/10/2021 ore 17:59,07/10/21,Umbria,,,,,
11/09/21,Umbria,51,684,7,91,36,7.46,7.69,865013,79.1,10.5,07/10/2021 ore 17:59,07/10/21,Umbria,,,,,
12/09/21,Umbria,46,684,7,91,36,6.73,7.69,865013,79.1,10.5,07/10/2021 ore 17:59,07/10/21,Umbria,,,,,
13/09/21,Umbria,49,684,7,91,36,7.16,7.69,865013,79.1,10.5,07/10/2021 ore 17:59,07/10/21,Umbria,,,,,
14/09/21,Umbria,46,684,7,91,36,6.73,7.69,865013,79.1,10.5,07/10/2021 ore 17:59,07/10/21,Umbria,,,,,
15/09/21,Umbria,41,684,7,91,36,5.99,7.69,865013,79.1,10.5,07/10/2021 ore 17:59,07/10/21,Umbria,,,,,
16/09/21,Umbria,43,684,6,91,36,6.29,6.59,865013,79.1,10.5,07/10/2021 ore 17:59,07/10/21,Umbria,,,,,
17/09/21,Umbria,44,684,6,91,36,6.43,6.59,865013,79.1,10.5,07/10/2021 ore 17:59,07/10/21,Umbria,,,,,
18/09/21,Umbria,45,684,6,91,36,6.58,6.59,865013,79.1,10.5,07/10/2021 ore 17:59,07/10/21,Umbria,,,,,
19/09/21,Umbria,46,684,6,91,36,6.73,6.59,865013,79.1,10.5,07/10/2021 ore 17:59,07/10/21,Umbria,,,,,
20/09/21,Umbria,46,662,5,84,43,6.95,5.95,865013,76.5,9.7,07/10/2021 ore 17:59,07/10/21,Umbria,,,,,
21/09/21,Umbria,45,662,5,84,43,6.8,5.95,865013,76.5,9.7,07/10/2021 ore 17:59,07/10/21,Umbria,,,,,
22/09/21,Umbria,42,662,6,84,43,6.34,7.14,865013,76.5,9.7,07/10/2021 ore 17:59,07/10/21,Umbria,,,,,
23/09/21,Umbria,43,662,5,84,43,6.5,5.95,865013,76.5,9.7,07/10/2021 ore 17:59,07/10/21,Umbria,,,,,
24/09/21,Umbria,42,662,3,84,43,6.34,3.57,865013,76.5,9.7,07/10/2021 ore 17:59,07/10/21,Umbria,,,,,
25/09/21,Umbria,43,662,2,84,43,6.5,2.38,865013,76.5,9.7,07/10/2021 ore 17:59,07/10/21,Umbria,,,,,
26/09/21,Umbria,44,662,2,84,43,6.65,2.38,865013,76.5,9.7,07/10/2021 ore 17:59,07/10/21,Umbria,,,,,
27/09/21,Umbria,41,662,2,84,43,6.19,2.38,865013,76.5,9.7,07/10/2021 ore 17:59,07/10/21,Umbria,,,,,
28/09/21,Umbria,39,662,2,84,43,5.89,2.38,865013,76.5,9.7,07/10/2021 ore 17:59,07/10/21,Umbria,,,,,
29/09/21,Umbria,44,662,2,84,43,6.65,2.38,865013,76.5,9.7,07/10/2021 ore 17:59,07/10/21,Umbria,,,,,
30/09/21,Umbria,42,662,3,84,43,6.34,3.57,865013,76.5,9.7,07/10/2021 ore 17:59,07/10/21,Umbria,,,,,
01/10/21,Umbria,47,662,3,84,43,7.1,3.57,865013,76.5,9.7,07/10/2021 ore 17:59,07/10/21,Umbria,,,,,
02/10/21,Umbria,46,662,4,84,43,6.95,4.76,865013,76.5,9.7,07/10/2021 ore 17:59,07/10/21,Umbria,,,,,
03/10/21,Umbria,47,662,5,84,43,7.1,5.95,865013,76.5,9.7,07/10/2021 ore 17:59,07/10/21,Umbria,,,,,
04/10/21,Umbria,44,662,6,84,43,6.65,7.14,865013,76.5,9.7,07/10/2021 ore 17:59,07/10/21,Umbria,,,,,
05/10/21,Umbria,44,662,6,84,43,6.65,7.14,865013,76.5,9.7,07/10/2021 ore 17:59,07/10/21,Umbria,,,,,
06/10/21,Umbria,44,662,6,84,43,6.65,7.14,865013,76.5,9.7,07/10/2021 ore 17:59,07/10/21,Umbria,,,,,
07/10/21,Umbria,46,662,5,84,43,6.95,5.95,865013,76.5,9.7,07/10/2021 ore 17:59,07/10/21,Umbria,,,,,
,,,,,,,,,,,,,,,,,,,
08/08/21,Abruzzo,43,1324,1,177,23,3.25,0.56,1285256,103,13.8,07/10/2021 ore 17:59,07/10/21,Abruzzo,,,,,
09/08/21,Abruzzo,49,1324,1,177,23,3.7,0.56,1285256,103,13.8,07/10/2021 ore 17:59,07/10/21,Abruzzo,,,,,
10/08/21,Abruzzo,49,1324,1,177,23,3.7,0.56,1285256,103,13.8,07/10/2021 ore 17:59,07/10/21,Abruzzo,,,,,
11/08/21,Abruzzo,48,1324,1,177,23,3.63,0.56,1285256,103,13.8,07/10/2021 ore 17:59,07/10/21,Abruzzo,,,,,
12/08/21,Abruzzo,51,1324,1,177,23,3.85,0.56,1285256,103,13.8,07/10/2021 ore 17:59,07/10/21,Abruzzo,,,,,
13/08/21,Abruzzo,48,1324,3,177,23,3.63,1.69,1285256,103,13.8,07/10/2021 ore 17:59,07/10/21,Abruzzo,,,,,
14/08/21,Abruzzo,50,1324,5,177,23,3.78,2.82,1285256,103,13.8,07/10/2021 ore 17:59,07/10/21,Abruzzo,,,,,
15/08/21,Abruzzo,56,1324,5,177,23,4.23,2.82,1285256,103,13.8,07/10/2021 ore 17:59,07/10/21,Abruzzo,,,,,
16/08/21,Abruzzo,61,1324,5,177,23,4.61,2.82,1285256,103,13.8,07/10/2021 ore 17:59,07/10/21,Abruzzo,,,,,
17/08/21,Abruzzo,61,1324,6,177,23,4.61,3.39,1285256,103,13.8,07/10/2021 ore 17:59,07/10/21,Abruzzo,,,,,
18/08/21,Abruzzo,61,1324,6,177,23,4.61,3.39,1285256,103,13.8,07/10/2021 ore 17:59,07/10/21,Abruzzo,,,,,
19/08/21,Abruzzo,60,1324,11,177,23,4.53,6.21,1285256,103,13.8,07/10/2021 ore 17:59,07/10/21,Abruzzo,,,,,
20/08/21,Abruzzo,62,1324,12,177,23,4.68,6.78,1285256,103,13.8,07/10/2021 ore 17:59,07/10/21,Abruzzo,,,,,
21/08/21,Abruzzo,59,1324,12,177,23,4.46,6.78,1285256,103,13.8,07/10/2021 ore 17:59,07/10/21,Abruzzo,,,,,
22/08/21,Abruzzo,61,1324,12,177,23,4.61,6.78,1285256,103,13.8,07/10/2021 ore 17:59,07/10/21,Abruzzo,,,,,
23/08/21,Abruzzo,65,1324,13,177,23,4.91,7.34,1285256,103,13.8,07/10/2021 ore 17:59,07/10/21,Abruzzo,,,,,
24/08/21,Abruzzo,68,1324,13,177,23,5.14,7.34,1285256,103,13.8,07/10/2021 ore 17:59,07/10/21,Abruzzo,,,,,
25/08/21,Abruzzo,73,1324,13,177,23,5.51,7.34,1285256,103,13.8,07/10/2021 ore 17:59,07/10/21,Abruzzo,,,,,
26/08/21,Abruzzo,78,1324,13,177,23,5.89,7.34,1285256,103,13.8,07/10/2021 ore 17:59,07/10/21,Abruzzo,,,,,
27/08/21,Abruzzo,73,1324,14,177,23,5.51,7.91,1285256,103,13.8,07/10/2021 ore 17:59,07/10/21,Abruzzo,,,,,
28/08/21,Abruzzo,76,1324,13,177,23,5.74,7.34,1285256,103,13.8,07/10/2021 ore 17:59,07/10/21,Abruzzo,,,,,
29/08/21,Abruzzo,80,1324,7,177,23,6.04,3.95,1285256,103,13.8,07/10/2021 ore 17:59,07/10/21,Abruzzo,,,,,
30/08/21,Abruzzo,88,1324,7,177,23,6.65,3.95,1285256,103,13.8,07/10/2021 ore 17:59,07/10/21,Abruzzo,,,,,
31/08/21,Abruzzo,89,1324,7,177,23,6.72,3.95,1285256,103,13.8,07/10/2021 ore 17:59,07/10/21,Abruzzo,,,,,
01/09/21,Abruzzo,87,1324,6,177,23,6.57,3.39,1285256,103,13.8,07/10/2021 ore 17:59,07/10/21,Abruzzo,,,,,
02/09/21,Abruzzo,86,1324,5,177,23,6.5,2.82,1285256,103,13.8,07/10/2021 ore 17:59,07/10/21,Abruzzo,,,,,
03/09/21,Abruzzo,87,1324,5,177,23,6.57,2.82,1285256,103,13.8,07/10/2021 ore 17:59,07/10/21,Abruzzo,,,,,
04/09/21,Abruzzo,83,1324,6,177,23,6.27,3.39,1285256,103,13.8,07/10/2021 ore 17:59,07/10/21,Abruzzo,,,,,
05/09/21,Abruzzo,83,1324,5,177,23,6.27,2.82,1285256,103,13.8,07/10/2021 ore 17:59,07/10/21,Abruzzo,,,,,
06/09/21,Abruzzo,83,1324,4,177,23,6.27,2.26,1285256,103,13.8,07/10/2021 ore 17:59,07/10/21,Abruzzo,,,,,
07/09/21,Abruzzo,83,1324,6,177,23,6.27,3.39,1285256,103,13.8,07/10/2021 ore 17:59,07/10/21,Abruzzo,,,,,
08/09/21,Abruzzo,80,1324,6,177,23,6.04,3.39,1285256,103,13.8,07/10/2021 ore 17:59,07/10/21,Abruzzo,,,,,
09/09/21,Abruzzo,77,1324,6,177,23,5.82,3.39,1285256,103,13.8,07/10/2021 ore 17:59,07/10/21,Abruzzo,,,,,
10/09/21,Abruzzo,78,1324,5,177,23,5.89,2.82,1285256,103,13.8,07/10/2021 ore 17:59,07/10/21,Abruzzo,,,,,
11/09/21,Abruzzo,72,1324,6,177,23,5.44,3.39,1285256,103,13.8,07/10/2021 ore 17:59,07/10/21,Abruzzo,,,,,
12/09/21,Abruzzo,70,1324,7,177,23,5.29,3.95,1285256,103,13.8,07/10/2021 ore 17:59,07/10/21,Abruzzo,,,,,
13/09/21,Abruzzo,75,1324,7,177,23,5.66,3.95,1285256,103,13.8,07/10/2021 ore 17:59,07/10/21,Abruzzo,,,,,
14/09/21,Abruzzo,73,1324,7,177,23,5.51,3.95,1285256,103,13.8,07/10/2021 ore 17:59,07/10/21,Abruzzo,,,,,
15/09/21,Abruzzo,73,1324,7,177,23,5.51,3.95,1285256,103,13.8,07/10/2021 ore 17:59,07/10/21,Abruzzo,,,,,
16/09/21,Abruzzo,70,1324,7,177,23,5.29,3.95,1285256,103,13.8,07/10/2021 ore 17:59,07/10/21,Abruzzo,,,,,
17/09/21,Abruzzo,72,1324,7,177,23,5.44,3.95,1285256,103,13.8,07/10/2021 ore 17:59,07/10/21,Abruzzo,,,,,
18/09/21,Abruzzo,76,1324,6,177,23,5.74,3.39,1285256,103,13.8,07/10/2021 ore 17:59,07/10/21,Abruzzo,,,,,
19/09/21,Abruzzo,78,1324,6,177,23,5.89,3.39,1285256,103,13.8,07/10/2021 ore 17:59,07/10/21,Abruzzo,,,,,
20/09/21,Abruzzo,81,1324,6,177,23,6.12,3.39,1285256,103,13.8,07/10/2021 ore 17:59,07/10/21,Abruzzo,,,,,
21/09/21,Abruzzo,82,1324,6,177,23,6.19,3.39,1285256,103,13.8,07/10/2021 ore 17:59,07/10/21,Abruzzo,,,,,
22/09/21,Abruzzo,78,1324,4,177,23,5.89,2.26,1285256,103,13.8,07/10/2021 ore 17:59,07/10/21,Abruzzo,,,,,
23/09/21,Abruzzo,66,1324,5,177,23,4.98,2.82,1285256,103,13.8,07/10/2021 ore 17:59,07/10/21,Abruzzo,,,,,
24/09/21,Abruzzo,64,1324,4,177,23,4.83,2.26,1285256,103,13.8,07/10/2021 ore 17:59,07/10/21,Abruzzo,,,,,
25/09/21,Abruzzo,58,1324,4,177,23,4.38,2.26,1285256,103,13.8,07/10/2021 ore 17:59,07/10/21,Abruzzo,,,,,
26/09/21,Abruzzo,59,1324,4,177,23,4.46,2.26,1285256,103,13.8,07/10/2021 ore 17:59,07/10/21,Abruzzo,,,,,
27/09/21,Abruzzo,62,1324,5,177,23,4.68,2.82,1285256,103,13.8,07/10/2021 ore 17:59,07/10/21,Abruzzo,,,,,
28/09/21,Abruzzo,61,1324,5,177,23,4.61,2.82,1285256,103,13.8,07/10/2021 ore 17:59,07/10/21,Abruzzo,,,,,
29/09/21,Abruzzo,58,1324,5,177,23,4.38,2.82,1285256,103,13.8,07/10/2021 ore 17:59,07/10/21,Abruzzo,,,,,
30/09/21,Abruzzo,55,1324,5,177,23,4.15,2.82,1285256,103,13.8,07/10/2021 ore 17:59,07/10/21,Abruzzo,,,,,
01/10/21,Abruzzo,52,1324,4,177,23,3.93,2.26,1285256,103,13.8,07/10/2021 ore 17:59,07/10/21,Abruzzo,,,,,
02/10/21,Abruzzo,52,1324,5,177,23,3.93,2.82,1285256,103,13.8,07/10/2021 ore 17:59,07/10/21,Abruzzo,,,,,
03/10/21,Abruzzo,53,1324,5,177,23,4,2.82,1285256,103,13.8,07/10/2021 ore 17:59,07/10/21,Abruzzo,,,,,
04/10/21,Abruzzo,54,1324,5,177,23,4.08,2.82,1285256,103,13.8,07/10/2021 ore 17:59,07/10/21,Abruzzo,,,,,
05/10/21,Abruzzo,49,1324,6,177,23,3.7,3.39,1285256,103,13.8,07/10/2021 ore 17:59,07/10/21,Abruzzo,,,,,
06/10/21,Abruzzo,50,1324,6,177,23,3.78,3.39,1285256,103,13.8,07/10/2021 ore 17:59,07/10/21,Abruzzo,,,,,
07/10/21,Abruzzo,48,1324,5,177,23,3.63,2.82,1285256,103,13.8,07/10/2021 ore 17:59,07/10/21,Abruzzo,,,,,
,,,,,,,,,,,,,,,,,,,
08/08/21,Molise,2,176,1,39,26,1.14,2.56,296547,59.3,13.2,07/10/2021 ore 17:59,07/10/21,Molise,,,,,
09/08/21,Molise,4,176,1,39,26,2.27,2.56,296547,59.3,13.2,07/10/2021 ore 17:59,07/10/21,Molise,,,,,
10/08/21,Molise,4,176,1,39,26,2.27,2.56,296547,59.3,13.2,07/10/2021 ore 17:59,07/10/21,Molise,,,,,
11/08/21,Molise,4,176,1,39,26,2.27,2.56,296547,59.3,13.2,07/10/2021 ore 17:59,07/10/21,Molise,,,,,
12/08/21,Molise,5,176,1,39,26,2.84,2.56,296547,59.3,13.2,07/10/2021 ore 17:59,07/10/21,Molise,,,,,
13/08/21,Molise,6,176,1,39,26,3.41,2.56,296547,59.3,13.2,07/10/2021 ore 17:59,07/10/21,Molise,,,,,
14/08/21,Molise,8,176,1,39,26,4.55,2.56,296547,59.3,13.2,07/10/2021 ore 17:59,07/10/21,Molise,,,,,
15/08/21,Molise,8,176,1,39,26,4.55,2.56,296547,59.3,13.2,07/10/2021 ore 17:59,07/10/21,Molise,,,,,
16/08/21,Molise,6,176,1,39,26,3.41,2.56,296547,59.3,13.2,07/10/2021 ore 17:59,07/10/21,Molise,,,,,
17/08/21,Molise,7,176,1,39,26,3.98,2.56,296547,59.3,13.2,07/10/2021 ore 17:59,07/10/21,Molise,,,,,
18/08/21,Molise,7,176,1,39,26,3.98,2.56,296547,59.3,13.2,07/10/2021 ore 17:59,07/10/21,Molise,,,,,
19/08/21,Molise,7,176,1,39,26,3.98,2.56,296547,59.3,13.2,07/10/2021 ore 17:59,07/10/21,Molise,,,,,
20/08/21,Molise,7,176,1,39,26,3.98,2.56,296547,59.3,13.2,07/10/2021 ore 17:59,07/10/21,Molise,,,,,
21/08/21,Molise,6,176,1,39,26,3.41,2.56,296547,59.3,13.2,07/10/2021 ore 17:59,07/10/21,Molise,,,,,
22/08/21,Molise,5,176,1,39,26,2.84,2.56,296547,59.3,13.2,07/10/2021 ore 17:59,07/10/21,Molise,,,,,
23/08/21,Molise,6,176,1,39,26,3.41,2.56,296547,59.3,13.2,07/10/2021 ore 17:59,07/10/21,Molise,,,,,
24/08/21,Molise,8,176,1,39,26,4.55,2.56,296547,59.3,13.2,07/10/2021 ore 17:59,07/10/21,Molise,,,,,
25/08/21,Molise,8,176,1,39,26,4.55,2.56,296547,59.3,13.2,07/10/2021 ore 17:59,07/10/21,Molise,,,,,
26/08/21,Molise,7,176,1,39,26,3.98,2.56,296547,59.3,13.2,07/10/2021 ore 17:59,07/10/21,Molise,,,,,
27/08/21,Molise,8,176,1,39,26,4.55,2.56,296547,59.3,13.2,07/10/2021 ore 17:59,07/10/21,Molise,,,,,
28/08/21,Molise,8,176,1,39,26,4.55,2.56,296547,59.3,13.2,07/10/2021 ore 17:59,07/10/21,Molise,,,,,
29/08/21,Molise,8,176,1,39,26,4.55,2.56,296547,59.3,13.2,07/10/2021 ore 17:59,07/10/21,Molise,,,,,
30/08/21,Molise,9,176,1,39,26,5.11,2.56,296547,59.3,13.2,07/10/2021 ore 17:59,07/10/21,Molise,,,,,
31/08/21,Molise,8,176,1,39,26,4.55,2.56,296547,59.3,13.2,07/10/2021 ore 17:59,07/10/21,Molise,,,,,
01/09/21,Molise,9,176,1,39,26,5.11,2.56,296547,59.3,13.2,07/10/2021 ore 17:59,07/10/21,Molise,,,,,
02/09/21,Molise,9,176,1,39,26,5.11,2.56,296547,59.3,13.2,07/10/2021 ore 17:59,07/10/21,Molise,,,,,
03/09/21,Molise,11,176,1,39,26,6.25,2.56,296547,59.3,13.2,07/10/2021 ore 17:59,07/10/21,Molise,,,,,
04/09/21,Molise,12,176,1,39,26,6.82,2.56,296547,59.3,13.2,07/10/2021 ore 17:59,07/10/21,Molise,,,,,
05/09/21,Molise,13,176,1,39,26,7.39,2.56,296547,59.3,13.2,07/10/2021 ore 17:59,07/10/21,Molise,,,,,
06/09/21,Molise,13,176,1,39,26,7.39,2.56,296547,59.3,13.2,07/10/2021 ore 17:59,07/10/21,Molise,,,,,
