Rtmax,Rtmin,Varmax,Varmin,Vmax,Vmin,%RtMax,%RtMin,%Vmax,%Vmin,NV%max,NV%min,Data,Casi per 100.000 ab. in 7 giorni,Variazioni % in 7 giorni,Rt,,Settimana,Rt puntuale,calcolato al,,Regione,ShowCasi,Casi,Report,,
,,,,,,,,,,,,10/08/21,63.7,36.8,,22,dal 14/7 al 27/7,,,7,Calabria,-36.32619048,,,,
,,,,,,,,,,,,11/08/21,66.9,42.8,,22,dal 14/7 al 27/7,,,7,Calabria,-35.16491366,,,,
,,,,,,,,,,,,12/08/21,74.1,61.7,,22,dal 14/7 al 27/7,,,7,Calabria,-32.55204082,,,,
,,,,,,,,,,,,13/08/21,74.3,41.3,1.17,22,dal 21/7 al 3/8,1.01,28/7,7,Calabria,-32.47946102,,13/08/21,,
,,,,,,,,,,,,14/08/21,74.3,26.4,,22,dal 21/7 al 3/8,,,7,Calabria,-32.47946102,,,,
,,,,,,,,,,,,15/08/21,82.1,42.4,,22,dal 21/7 al 3/8,,,7,Calabria,-29.64884877,,,,
,,,,,,,,,,,,16/08/21,82.2,39.5,,22,dal 21/7 al 3/8,,,7,Calabria,-29.61255887,,,,
,,,,,,,,,,,,17/08/21,81.6,28.2,,22,dal 21/7 al 3/8,,,7,Calabria,-29.83029827,,,,
,,,,,,,,,,,,18/08/21,85.2,27.3,,22,dal 21/7 al 3/8,,,7,Calabria,-28.52386185,,,,
,,,,,,,,,,,,19/08/21,81.4,9.8,,22,dal 21/7 al 3/8,,,7,Calabria,-29.90287807,,,,
,,,,,,,,,,,,20/08/21,83.7,12.6,1.08,22,dal 28/7 al 10/8,1.09,4/8,7,Calabria,-29.06821036,,20/08/21,,
,,,,,,,,,,,,21/08/21,86.5,16.5,,22,dal 28/7 al 10/8,,,7,Calabria,-28.05209314,,,,
,,,,,,,,,,,,22/08/21,84.6,3,,22,dal 28/7 al 10/8,,,7,Calabria,-28.74160126,,,,
,,,,,,,,,,,,23/08/21,93.2,13.3,,22,dal 28/7 al 10/8,,,7,Calabria,-25.62066981,,,,
,,,,,,,,,,,,24/08/21,95,16.3,,22,dal 28/7 al 10/8,,,7,Calabria,-24.9674516,,,,
,,,,,,,,,,,,25/08/21,98.7,15.8,,22,dal 28/7 al 10/8,,,7,Calabria,-23.62472527,,,,
,,,,,,,,,,,,26/08/21,101.5,24.7,,22,dal 28/7 al 10/8,,,7,Calabria,-22.60860806,,,,
,,,,,,,,,,,,27/08/21,103.2,23.2,1.08,22,dal 4/8 al 17/8,1.08,11/8,7,Calabria,-21.99167975,,27/08/21,,
,,,,,,,,,,,,28/08/21,106.8,23.4,,22,dal 4/8 al 17/8,,,7,Calabria,-20.68524333,,,,
,,,,,,,,,,,,29/08/21,108.2,28,,22,dal 4/8 al 17/8,,,7,Calabria,-20.17718472,,,,
,,,,,,,,,,,,30/08/21,104.6,12.3,,22,dal 4/8 al 17/8,,,7,Calabria,-21.48362114,,,,
,,,,,,,,,,,,31/08/21,102.6,8,,22,dal 4/8 al 17/8,,,7,Calabria,-22.20941915,,,,
,,,,,,,,,,,,01/09/21,102,3.4,,22,dal 4/8 al 17/8,,,7,Calabria,-22.42715856,,,,
,,,,,,,,,,,,02/09/21,104.3,2.8,,22,dal 4/8 al 17/8,,,7,Calabria,-21.59249084,,,,
,,,,,,,,,,,,03/09/21,103.5,0.4,1.09,22,dal 11/8 al 24/8,1.09,18/8,7,Calabria,-21.88281005,,03/09/21,,
,,,,,,,,,,,,04/09/21,100.1,-6.2,,22,dal 11/8 al 24/8,,,7,Calabria,-23.11666667,,,,
,,,,,,,,,,,,05/09/21,101.1,-6.6,,22,dal 11/8 al 24/8,,,7,Calabria,-22.75376766,,,,
,,,,,,,,,,,,06/09/21,97.5,-6.8,,22,dal 11/8 al 24/8,,,7,Calabria,-24.06020408,,,,
,,,,,,,,,,,,07/09/21,100.2,-2.3,,22,dal 11/8 al 24/8,,,7,Calabria,-23.08037677,,,,
,,,,,,,,,,,,08/09/21,93.6,-8.3,,22,dal 11/8 al 24/8,,,7,Calabria,-25.4755102,,,,
,,,,,,,,,,,,09/09/21,92.1,-11.7,,22,dal 11/8 al 24/8,,,7,Calabria,-26.01985871,,,,
,,,,,,,,,,,,10/09/21,92.4,-10.8,0.98,22,dal 18/8 al 31/8,0.96,25/8,7,Calabria,-25.91098901,,10/09/21,,
,,,,,,,,,,,,11/09/21,91.5,-8.6,,22,dal 18/8 al 31/8,,,7,Calabria,-26.23759812,,,,
,,,,,,,,,,,,12/09/21,90,-11,,22,dal 18/8 al 31/8,,,7,Calabria,-26.78194662,,,,
,,,,,,,,,,,,13/09/21,90.1,-7.6,,22,dal 18/8 al 31/8,,,7,Calabria,-26.74565672,,,,
,,,,,,,,,,,,14/09/21,85.3,-14.8,,22,dal 18/8 al 31/8,,,7,Calabria,-28.48757195,,,,
,,,,,,,,,,,,15/09/21,89.8,-4,,22,dal 18/8 al 31/8,,,7,Calabria,-26.85452643,,,,
,,,,,,,,,,,,16/09/21,84.8,-7.9,,22,dal 18/8 al 31/8,,,7,Calabria,-28.66902145,,,,
,,,,,,,,,,,,17/09/21,77.3,-16.3,0.84,22,dal 25/8 al 7/9,0.74,1/9,7,Calabria,-31.390764,,17/09/21,,
,,,,,,,,,,,,18/09/21,73.2,-20,,22,dal 25/8 al 7/9,,,7,Calabria,-32.87864992,,,,
,,,,,,,,,,,,19/09/21,71.6,-20.5,,22,dal 25/8 al 7/9,,,7,Calabria,-33.45928833,,,,
,,,,,,,,,,,,20/09/21,71.7,-20.4,,22,dal 25/8 al 7/9,,,7,Calabria,-33.42299843,,,,
,,,,,,,,,,,,21/09/21,70.2,-17.7,,22,dal 25/8 al 7/9,,,7,Calabria,-33.96734694,,,,
,,,,,,,,,,,,22/09/21,65,-27.6,,22,dal 25/8 al 7/9,,,7,Calabria,-35.85442177,,,,
,,,,,,,,,,,,23/09/21,63.6,-25,,22,dal 25/8 al 7/9,,,7,Calabria,-36.36248038,,,,
,,,,,,,,,,,,24/09/21,62.6,-19.1,0.81,22,dal 1/9 al 14/9,0.85,8/9,7,Calabria,-36.72537938,,24/09/21,,
,,,,,,,,,,,,25/09/21,59,-19.5,,22,dal 1/9 al 14/9,,,7,Calabria,-38.0318158,,,,
,,,,,,,,,,,,26/09/21,54.1,-24.5,,22,dal 1/9 al 14/9,,,7,Calabria,-39.81002093,,,,
,,,,,,,,,,,,27/09/21,53,-26.1,,22,dal 1/9 al 14/9,,,7,Calabria,-40.20920984,,,,
,,,,,,,,,,,,28/09/21,51.3,-26.9,,22,dal 1/9 al 14/9,,,7,Calabria,-40.82613815,,,,
,,,,,,,,,,,,29/09/21,48.1,-26,,22,dal 1/9 al 14/9,,,7,Calabria,-41.98741497,,,,
,,,,,,,,,,,,30/09/21,46.8,-26.4,,22,dal 1/9 al 14/9,,,7,Calabria,-42.45918367,,,,
,,,,,,,,,,,,01/10/21,47.2,-24.6,0.8,22,dal 8/9 al 21/9,0.73,15/9,7,Calabria,-42.31402407,,01/10/21,,
,,,,,,,,,,,,02/10/21,46.9,-20.4,,22,dal 8/9 al 21/9,,,7,Calabria,-42.42289377,,,,
,,,,,,,,,,,,03/10/21,45.5,-15.9,,22,dal 8/9 al 21/9,,,7,Calabria,-42.93095238,,,,
,,,,,,,,,,,,04/10/21,43.6,-17.7,,22,dal 8/9 al 21/9,,,7,Calabria,-43.62046049,,,,
,,,,,,,,,,,,05/10/21,43.2,-15.8,,22,dal 8/9 al 21/9,,,7,Calabria,-43.76562009,,,,
,,,,,,,,,,,,06/10/21,42.8,-11,,22,dal 8/9 al 21/9,,,7,Calabria,-43.9107797,,,,
,,,,,,,,,,,,07/10/21,41.6,-11,,22,dal 8/9 al 21/9,,,7,Calabria,-44.3462585,,,,
,,,,,,,,,,,,08/10/21,38.6,-18.3,0.81,22,dal 15/9 al 28/9,0.81,22/9,7,Calabria,-45.43495552,,08/10/21,,
,,,,,,,,,,,,09/10/21,39,-16.9,,22,dal 15/9 al 28/9,,,7,Calabria,-45.28979592,,,,
,,,,,,,,,,,,10/10/21,39.5,-13.1,,22,dal 15/9 al 28/9,,,7,Calabria,-45.10834642,,,,
,,,,,,,,,,,,11/10/21,39.1,-10.3,,22,dal 15/9 al 28/9,,,7,Calabria,-45.25350602,,,,
,,,,,,,,,,,,12/10/21,43.4,0.4,,22,dal 15/9 al 28/9,,,7,Calabria,-43.69304029,,,,
,,,,,,,,,,,,13/10/21,43.9,2.6,,22,dal 15/9 al 28/9,,,7,Calabria,-43.51159079,,,,
,,,,,,,,,,,,14/10/21,43,3.3,,22,dal 15/9 al 28/9,,,7,Calabria,-43.8381999,,,,
,,,,,,,,,,,,15/10/21,43.1,11.9,0.88,22,dal 22/9 al 5/10,0.88,29/9,7,Calabria,-43.80190999,,15/10/21,,
,,,,,,,,,,,,16/10/21,39.6,1.5,,22,dal 22/9 al 5/10,,,7,Calabria,-45.07205651,,,,
,,,,,,,,,,,,17/10/21,38.6,-2.3,,22,dal 22/9 al 5/10,,,7,Calabria,-45.43495552,,,,
,,,,,,,,,,,,18/10/21,38.2,-2.4,,22,dal 22/9 al 5/10,,,7,Calabria,-45.58011512,,,,
,,,,,,,,,,,,19/10/21,35,-19.4,,22,dal 22/9 al 5/10,,,7,Calabria,-46.74139194,,,,
,,,,,,,,,,,,20/10/21,35.1,-20.1,,22,dal 22/9 al 5/10,,,7,Calabria,-46.70510204,,,,
,,,,,,,,,,,,21/10/21,36.7,-14.7,,22,dal 22/9 al 5/10,,,7,Calabria,-46.12446363,,,,
,,,,,,,,,,,,22/10/21,39.4,-8.6,1.05,22,dal 29/9 al 12/10,1.07,6/10,7,Calabria,-45.14463632,,22/10/21,,
,,,,,,,,,,,,23/10/21,43.8,10.8,,22,dal 29/9 al 12/10,,,7,Calabria,-43.54788069,,,,
,,,,,,,,,,,,24/10/21,47.1,21.9,,22,dal 29/9 al 12/10,,,7,Calabria,-42.35031397,,,,
,,,,,,,,,,,,25/10/21,49.7,30.1,,22,dal 29/9 al 12/10,,,7,Calabria,-41.40677656,,,,
,,,,,,,,,,,,26/10/21,50,42.8,,22,dal 29/9 al 12/10,,,7,Calabria,-41.29790686,,,,
,,,,,,,,,,,,27/10/21,49.6,41.4,,22,dal 29/9 al 12/10,,,7,Calabria,-41.44306646,,,,
,,,,,,,,,,,,28/10/21,51.2,39.5,,22,dal 29/9 al 12/10,,,7,Calabria,-40.86242805,,,,
,,,,,,,,,,,,29/10/21,53.9,36.9,1.06,22,dal 6/10 al 19/10,1.03,13/10,7,Calabria,-39.88260073,,29/10/21,,
,,,,,,,,,,,,30/10/21,54.7,24.9,,22,dal 6/10 al 19/10,,,7,Calabria,-39.59228153,,,,
,,,,,,,,,,,,31/10/21,57.2,21.5,,22,dal 6/10 al 19/10,,,7,Calabria,-38.68503401,,,,
,,,,,,,,,,,,01/11/21,54.6,10,,22,dal 6/10 al 19/10,,,7,Calabria,-39.62857143,,,,
,,,,,,,,,,,,02/11/21,51,2,,22,dal 6/10 al 19/10,,,7,Calabria,-40.93500785,,,,
,,,,,,,,,,,,03/11/21,52.2,5.3,,22,dal 6/10 al 19/10,,,7,Calabria,-40.49952904,,,,
,,,,,,,,,,,,04/11/21,52.5,2.6,,22,dal 6/10 al 19/10,,,7,Calabria,-40.39065934,,,,
,,,,,,,,,,,,05/11/21,51,-5.4,1.12,22,dal 13/10 al 26/10,1.23,20/10,7,Calabria,-40.93500785,,05/11/21,,
,,,,,,,,,,,,06/11/21,55.1,0.7,,22,dal 13/10 al 26/10,,,7,Calabria,-39.44712193,,,,
,,,,,,,,,,,,07/11/21,55.2,-3.5,,22,dal 13/10 al 26/10,,,7,Calabria,-39.41083203,,,,
,,,,,,,,,,,,08/11/21,59,7.9,,22,dal 13/10 al 26/10,,,7,Calabria,-38.0318158,,,,
,,,,,,,,,,,,09/11/21,64.5,26.5,,22,dal 13/10 al 26/10,,,7,Calabria,-36.03587127,,,,
,,,,,,,,,,,,10/11/21,63.5,21.6,,22,dal 13/10 al 26/10,,,7,Calabria,-36.39877028,,,,
,,,,,,,,,,,,11/11/21,64.8,23.3,,22,dal 13/10 al 26/10,,,7,Calabria,-35.92700157,,,,
,,,,,,,,,,,,12/11/21,67.4,32.2,1.15,22,dal 20/10 al 2/11,1.13,27/10,7,Calabria,-34.98346415,,12/11/21,,
,,,,,,,,,,,,13/11/21,64.2,16.5,,22,dal 20/10 al 2/11,,,7,Calabria,-36.14474097,,,,
,,,,,,,,,,,,14/11/21,62.1,12.5,,22,dal 20/10 al 2/11,,,7,Calabria,-36.90682889,,,,
,,,,,,,,,,,,15/11/21,61.6,4.5,,22,dal 20/10 al 2/11,,,7,Calabria,-37.08827839,,,,
,,,,,,,,,,,,16/11/21,61.7,-4.3,,22,dal 20/10 al 2/11,,,7,Calabria,-37.05198849,,,,
,,,,,,,,,,,,17/11/21,64.6,1.7,,22,dal 20/10 al 2/11,,,7,Calabria,-35.99958137,,,,
,,,,,,,,,,,,18/11/21,64.4,-0.6,,22,dal 20/10 al 2/11,,,7,Calabria,-36.07216117,,,,
,,,,,,,,,,,,19/11/21,61.4,-9,1.02,22,dal 27/10 al 9/11,0.99,3/11,7,Calabria,-37.16085819,,19/11/21,,
,,,,,,,,,,,,20/11/21,63.8,-0.7,,22,dal 27/10 al 9/11,,,7,Calabria,-36.28990058,,,,
,,,,,,,,,,,,21/11/21,64.3,3.5,,22,dal 27/10 al 9/11,,,7,Calabria,-36.10845107,,,,
,,,,,,,,,,,,22/11/21,64.4,4.6,,22,dal 27/10 al 9/11,,,7,Calabria,-36.07216117,,,,
,,,,,,,,,,,,23/11/21,65,5.3,,22,dal 27/10 al 9/11,,,7,Calabria,-35.85442177,,,,
,,,,,,,,,,,,24/11/21,67.8,4.9,,22,dal 27/10 al 9/11,,,7,Calabria,-34.83830455,,,,
,,,,,,,,,,,,25/11/21,69.2,7.4,,22,dal 27/10 al 9/11,,,7,Calabria,-34.33024594,,,,
,,,,,,,,,,,,26/11/21,75,22.3,1,22,dal 3/11 al 16/11,1,10/11,7,Calabria,-32.22543171,,26/11/21,,
,,,,,,,,,,,,27/11/21,77.6,21.7,,22,dal 3/11 al 16/11,,,7,Calabria,-31.2818943,,,,
,,,,,,,,,,,,28/11/21,82.3,28.1,,22,dal 3/11 al 16/11,,,7,Calabria,-29.57626897,,,,
,,,,,,,,,,,,29/11/21,83.6,29.7,,22,dal 3/11 al 16/11,,,7,Calabria,-29.10450026,,,,
,,,,,,,,,,,,30/11/21,90.1,38.5,,22,dal 3/11 al 16/11,,,7,Calabria,-26.74565672,,,,
,,,,,,,,,,,,01/12/21,92,35.7,,22,dal 3/11 al 16/11,,,7,Calabria,-26.05614861,,,,
,,,,,,,,,,,,02/12/21,100,44.2,,22,dal 3/11 al 16/11,,,7,Calabria,-23.15295657,,,,
,,,,,,,,,,,,03/12/21,101,34.9,1.02,22,dal 10/11 al 23/11,1,17/11,7,Calabria,-22.79005756,,03/12/21,,
,,,,,,,,,,,,04/12/21,111,42.5,,22,dal 10/11 al 23/11,,,7,Calabria,-19.1610675,,,,
,,,,,,,,,,,,05/12/21,110,33.9,,22,dal 10/11 al 23/11,,,7,Calabria,-19.52396651,,,,
,,,,,,,,,,,,06/12/21,114,36.9,,22,dal 10/11 al 23/11,,,7,Calabria,-18.07237049,,,,
,,,,,,,,,,,,07/12/21,117,29.6,,22,dal 10/11 al 23/11,,,7,Calabria,-16.98367347,,,,
,,,,,,,,,,,,08/12/21,119,28.9,,22,dal 10/11 al 23/11,,,7,Calabria,-16.25787546,,,,
,,,,,,,,,,,,09/12/21,119,19.3,,22,dal 10/11 al 23/11,,,7,Calabria,-16.25787546,,,,
,,,,,,,,,,,,10/12/21,122,20.7,1.11,22,dal 17/11 al 30/11,1.2,24/11,7,Calabria,-15.16917844,,10/12/21,,
,,,,,,,,,,,,11/12/21,124,11.6,,22,dal 17/11 al 30/11,,,7,Calabria,-14.44338043,,,,
,,,,,,,,,,,,12/12/21,135,22.9,,22,dal 17/11 al 30/11,,,7,Calabria,-10.45149137,,,,
,,,,,,,,,,,,13/12/21,134,16.8,,22,dal 17/11 al 30/11,,,7,Calabria,-10.81439037,,,,
,,,,,,,,,,,,14/12/21,141,20.5,,22,dal 17/11 al 30/11,,,7,Calabria,-8.274097331,,,,
,,,,,,,,,,,,15/12/21,143,20.7,,22,dal 17/11 al 30/11,,,7,Calabria,-7.54829932,,,,
,,,,,,,,,,,,16/12/21,173,45.2,,22,dal 17/11 al 30/11,,,7,Calabria,3.338670853,,,,
,,,,,,,,,,,,17/12/21,184,50.7,1.12,22,dal 24/11 al 7/12,1.12,1/12,7,Calabria,7.330559916,,17/12/21,,
,,,,,,,,,,,,18/12/21,188,52.4,,22,dal 24/11 al 7/12,,,7,Calabria,8.782155939,,,,
,,,,,,,,,,,,19/12/21,188,38.8,,22,dal 24/11 al 7/12,,,7,Calabria,8.782155939,,,,
,,,,,,,,,,,,20/12/21,203,52.1,,22,dal 24/11 al 7/12,,,7,Calabria,14.22564103,,,,
,,,,,,,,,,,,21/12/21,204,45.1,,22,dal 24/11 al 7/12,,,7,Calabria,14.58854003,,,,
,,,,,,,,,,,,22/12/21,220,53.8,,22,dal 24/11 al 7/12,,,7,Calabria,20.39492412,,,,
,,,,,,,,,,,,23/12/21,208,20.2,,22,dal 24/11 al 7/12,,,7,Calabria,16.04013605,,,,
,,,,,,,,,,,,24/12/21,215,16.6,1.17,22,dal 1/12 al 14/12,1.2,8/12,7,Calabria,18.58042909,,24/12/21,,
,,,,,,,,,,,,25/12/21,234,24.6,,22,dal 1/12 al 14/12,,,7,Calabria,25.4755102,,,,
,,,,,,,,,,,,26/12/21,228,21.1,,22,dal 1/12 al 14/12,,,7,Calabria,23.29811617,,,,
,,,,,,,,,,,,27/12/21,228,12.3,,22,dal 1/12 al 14/12,,,7,Calabria,23.29811617,,,,
,,,,,,,,,,,,28/12/21,261,27.9,,22,dal 1/12 al 14/12,,,7,Calabria,35.27378336,,,,
,,,,,,,,,,,,29/12/21,310,40.6,,22,dal 1/12 al 14/12,,,7,Calabria,53.05583464,,,,
,,,,,,,,,,,,30/12/21,358,72.6,,22,dal 1/12 al 14/12,,,7,Calabria,70.47498692,,,,
,,,,,,,,,,,,31/12/21,430,100.4,1.16,22,dal 8/12 al 21/12,1.2,15/12,7,Calabria,96.60371533,,31/12/21,,
,,,,,,,,,,,,01/01/22,446,90.2,,22,dal 8/12 al 21/12,,,7,Calabria,102.4100994,,,,
,,,,,,,,,,,,02/01/22,471,106.9,,22,dal 8/12 al 21/12,,,7,Calabria,111.4825746,,,,
,,,,,,,,,,,,03/01/22,502,120.2,,22,dal 8/12 al 21/12,,,7,Calabria,122.7324437,,,,
,,,,,,,,,,,,04/01/22,546,109.1,,22,dal 8/12 al 21/12,,,7,Calabria,138.7,,,,
,,,,,,,,,,,,,,,,22,,,,7,,,,,,
,,,,,,,,,,,,,,,,22,,,,7,,,,,,
,,,,,,,,,,,,,,,,22,,,,7,,,,,,
,,,,,,,,,,,,,,,,22,,,,7,,,,,,
,,,,,,,,,,,,,,,,22,,,,7,,,,,,
,,,,,,,,,,,,,,,,22,,,,7,,,,,,
,,,,,,,,,,,,,,,,22,,,,7,,,,,,
,,,,,,,,,,,,,,,,22,,,,7,,,,,,
,,,,,,,,,,,,,,,,22,,,,7,,,,,,
,,,,,,,,,,,,,,,,22,,,,7,,,,,,
,,,,,,,,,,,,,,,,22,,,,7,,,,,,
,,,,,,,,,,,,,,,,22,,,,7,,,,,,
,,,,,,,,,,,,,,,,22,,,,7,,,,,,
,,,,,,,,,,,,,,,,22,,,,7,,,,,,
,,,,,,,,,,,,,,,,22,,,,7,,,,,,
,,,,,,,,,,,,,,,,22,,,,7,,,,,,
,,,,,,,,,,,,,,,,22,,,,7,,,,,,
,,,,,,,,,,,,,,,,22,,,,7,,,,,,
,,,,,,,,,,,,,,,,22,,,,7,,,,,,
,,,,,,,,,,,,,,,,22,,,,7,,,,,,
,,,,,,,,,,,,,,,,22,,,,7,,,,,,
,,,,,,,,,,,,,,,,22,,,,7,,,,,,
,,,,,,,,,,,,,,,,22,,,,7,,,,,,
,,,,,,,,,,,,,,,,22,,,,7,,,,,,
,,,,,,,,,,,,,,,,22,,,,7,,,,,,
,,,,,,,,,,,,,,,,22,,,,7,,,,,,
,,,,,,,,,,,,,,,,22,,,,7,,,,,,
,,,,,,,,,,,,,,,,22,,,,7,,,,,,
,,,,,,,,,,,,,,,,22,,,,7,,,,,,
,,,,,,,,,,,,,,,,22,,,,7,,,,,,
,,,,,,,,,,,,,,,,22,,,,7,,,,,,
,,,,,,,,,,,,,,,,22,,,,7,,,,,,
,,,,,,,,,,,,,,,,22,,,,7,,,,,,
,,,,,,,,,,,,,,,,22,,,,7,,,,,,
,,,,,,,,,,,,,,,,22,,,,7,,,,,,
,,,,,,,,,,,,,,,,22,,,,7,,,,,,
,,,,,,,,,,,,,,,,22,,,,7,,,,,,
,,,,,,,,,,,,,,,,22,,,,7,,,,,,
,,,,,,,,,,,,,,,,22,,,,7,,,,,,
,,,,,,,,,,,,,,,,22,,,,7,,,,,,
,,,,,,,,,,,,,,,,22,,,,7,,,,,,
,,,,,,,,,,,,,,,,22,,,,7,,,,,,
,,,,,,,,,,,,,,,,22,,,,7,,,,,,
,,,,,,,,,,,,,,,,22,,,,7,,,,,,
,,,,,,,,,,,,,,,,22,,,,7,,,,,,
,,,,,,,,,,,,,,,,22,,,,7,,,,,,
,,,,,,,,,,,,,,,,22,,,,7,,,,,,
,,,,,,,,,,,,,,,,22,,,,7,,,,,,
,,,,,,,,,,,,,,,,22,,,,7,,,,,,
,,,,,,,,,,,,,,,,22,,,,7,,,,,,
,,,,,,,,,,,,,,,,22,,,,7,,,,,,
,,,,,,,,,,,,,,,,22,,,,7,,,,,,
,,,,,,,,,,,,,,,,22,,,,7,,,,,,
,,,,,,,,,,,,,,,,22,,,,7,,,,,,
,,,,,,,,,,,,,,,,22,,,,7,,,,,,
,,,,,,,,,,,,,,,,22,,,,7,,,,,,
,,,,,,,,,,,,,,,,22,,,,7,,,,,,
,,,,,,,,,,,,,,,,22,,,,7,,,,,,
,,,,,,,,,,,,,,,,22,,,,7,,,,,,
,,,,,,,,,,,,,,,,22,,,,7,,,,,,
,,,,,,,,,,,,,,,,22,,,,7,,,,,,
,,,,,,,,,,,,,,,,22,,,,7,,,,,,
,,,,,,,,,,,,,,,,22,,,,7,,,,,,
,,,,,,,,,,,,,,,,22,,,,7,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1.63,0.57,132.4,-90.36825397,132.4,-37.6,59.43396226,40.56603774,77.88235294,22.11764706,59.43396226,40.56603774,18/09/20,13,7.2,1.08,23,dal 27/8 al 9/9,,,21,Sicilia,-86.20735267,132.4,18/09/20,,
,,,,,,,,,,,,19/09/20,14,32.9,,23,dal 27/8 al 9/9,,,21,Sicilia,-85.88728334,,,,
,,,,,,,,,,,,20/09/20,15,37.3,,23,dal 27/8 al 9/9,,,21,Sicilia,-85.56721401,,,,
,,,,,,,,,,,,21/09/20,15,35.1,,23,dal 27/8 al 9/9,,,21,Sicilia,-85.56721401,,,,
,,,,,,,,,,,,22/09/20,16,42.7,,23,dal 27/8 al 9/9,,,21,Sicilia,-85.24714468,,,,
,,,,,,,,,,,,23/09/20,16,39.1,,23,dal 27/8 al 9/9,,,21,Sicilia,-85.24714468,,,,
,,,,,,,,,,,,24/09/20,16,47.1,,23,dal 27/8 al 9/9,,,21,Sicilia,-85.24714468,,,,
,,,,,,,,,,,,25/09/20,15,17.3,1.2,23,dal 3/9 al 16/9,,,21,Sicilia,-85.56721401,,25/09/20,,
,,,,,,,,,,,,26/09/20,15,9.6,,23,dal 3/9 al 16/9,,,21,Sicilia,-85.56721401,,,,
,,,,,,,,,,,,27/09/20,15,0,,23,dal 3/9 al 16/9,,,21,Sicilia,-85.56721401,,,,
,,,,,,,,,,,,28/09/20,15,2.3,,23,dal 3/9 al 16/9,,,21,Sicilia,-85.56721401,,,,
,,,,,,,,,,,,29/09/20,17,5.4,,23,dal 3/9 al 16/9,,,21,Sicilia,-84.92707535,,,,
,,,,,,,,,,,,30/09/20,18,16.2,,23,dal 3/9 al 16/9,,,21,Sicilia,-84.60700602,,,,
,,,,,,,,,,,,01/10/20,19,15.8,,23,dal 3/9 al 16/9,,,21,Sicilia,-84.28693669,,,,
,,,,,,,,,,,,02/10/20,20,32,1.19,23,dal 10/9 al 23/9,,,21,Sicilia,-83.96686736,,02/10/20,,
,,,,,,,,,,,,03/10/20,21,39.7,,23,dal 10/9 al 23/9,,,21,Sicilia,-83.64679803,,,,
,,,,,,,,,,,,04/10/20,21,38.4,,23,dal 10/9 al 23/9,,,21,Sicilia,-83.64679803,,,,
,,,,,,,,,,,,05/10/20,21,36.9,,23,dal 10/9 al 23/9,,,21,Sicilia,-83.64679803,,,,
,,,,,,,,,,,,06/10/20,22,31.9,,23,dal 10/9 al 23/9,,,21,Sicilia,-83.3267287,,,,
,,,,,,,,,,,,07/10/20,23,24.7,,23,dal 10/9 al 23/9,,,21,Sicilia,-83.00665937,,,,
,,,,,,,,,,,,08/10/20,25,31.7,,23,dal 10/9 al 23/9,,,21,Sicilia,-82.36652071,,,,
,,,,,,,,,,,,09/10/20,27,36.9,1.22,23,dal 17/9 al 30/9,,,21,Sicilia,-81.72638205,,09/10/20,,
,,,,,,,,,,,,10/10/20,29,37.4,,23,dal 17/9 al 30/9,,,21,Sicilia,-81.08624339,,,,
,,,,,,,,,,,,11/10/20,33,61.6,,23,dal 17/9 al 30/9,,,21,Sicilia,-79.80596606,,,,
,,,,,,,,,,,,12/10/20,37,74.1,,23,dal 17/9 al 30/9,,,21,Sicilia,-78.52568874,,,,
,,,,,,,,,,,,13/10/20,40,81.2,,23,dal 17/9 al 30/9,,,21,Sicilia,-77.56548075,,,,
,,,,,,,,,,,,14/10/20,43,88,,23,dal 17/9 al 30/9,,,21,Sicilia,-76.60527276,,,,
,,,,,,,,,,,,15/10/20,46,83.6,1.23,23,dal 24/9 al 7/10,,,21,Sicilia,-75.64506477,,15/10/20,,
,,,,,,,,,,,,16/10/20,53,97,,23,dal 24/9 al 7/10,,,21,Sicilia,-73.40457946,,,,
,,,,,,,,,,,,17/10/20,57,96.1,,23,dal 24/9 al 7/10,,,21,Sicilia,-72.12430213,,,,
,,,,,,,,,,,,18/10/20,62,85.9,,23,dal 24/9 al 7/10,,,21,Sicilia,-70.52395548,,,,
,,,,,,,,,,,,19/10/20,63,71.7,,23,dal 24/9 al 7/10,,,21,Sicilia,-70.20388615,,,,
,,,,,,,,,,,,20/10/20,68,72.1,,23,dal 24/9 al 7/10,,,21,Sicilia,-68.6035395,,,,
,,,,,,,,,,,,21/10/20,72,68.8,,23,dal 24/9 al 7/10,,,21,Sicilia,-67.32326218,,,,
,,,,,,,,,,,,22/10/20,80,76.1,,23,dal 24/9 al 7/10,,,21,Sicilia,-64.76270754,,,,
,,,,,,,,,,,,23/10/20,84,58.3,1.28,23,dal 1/10 al 14/10,,,21,Sicilia,-63.48243021,,23/10/20,,
,,,,,,,,,,,,24/10/20,92,62.3,,23,dal 1/10 al 14/10,,,21,Sicilia,-60.92187557,,,,
,,,,,,,,,,,,25/10/20,95,53.6,,23,dal 1/10 al 14/10,,,21,Sicilia,-59.96166758,,,,
,,,,,,,,,,,,26/10/20,99,57.1,,23,dal 1/10 al 14/10,,,21,Sicilia,-58.68139026,,,,
,,,,,,,,,,,,27/10/20,105,54.4,,23,dal 1/10 al 14/10,,,21,Sicilia,-56.76097427,,,,
,,,,,,,,,,,,28/10/20,108,49.9,,23,dal 1/10 al 14/10,,,21,Sicilia,-55.80076628,,,,
