Paese,dato,date,year_week,Ospedali/TI,source,url
Croatia,Ospedali,7/23/2020,2020-W30,132,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,7/24/2020,2020-W30,139,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,7/25/2020,2020-W30,134,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,7/26/2020,2020-W30,142,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,7/27/2020,2020-W31,138,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,7/28/2020,2020-W31,133,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,7/29/2020,2020-W31,132,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,7/30/2020,2020-W31,130,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,7/31/2020,2020-W31,125,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,8/1/2020,2020-W31,127,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,8/2/2020,2020-W31,131,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,8/3/2020,2020-W32,130,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,8/4/2020,2020-W32,117,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,8/5/2020,2020-W32,111,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,8/6/2020,2020-W32,110,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,8/7/2020,2020-W32,122,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,8/8/2020,2020-W32,120,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,8/9/2020,2020-W32,121,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,8/10/2020,2020-W33,124,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,8/11/2020,2020-W33,115,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,8/12/2020,2020-W33,117,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,8/13/2020,2020-W33,115,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,8/14/2020,2020-W33,106,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,8/15/2020,2020-W33,118,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,8/16/2020,2020-W33,126,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,8/17/2020,2020-W34,126,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,8/18/2020,2020-W34,120,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,8/19/2020,2020-W34,122,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,8/20/2020,2020-W34,127,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,8/21/2020,2020-W34,135,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,8/22/2020,2020-W34,143,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,8/23/2020,2020-W34,155,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,8/24/2020,2020-W35,163,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,8/25/2020,2020-W35,167,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,8/26/2020,2020-W35,174,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,8/27/2020,2020-W35,194,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,8/28/2020,2020-W35,212,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,8/29/2020,2020-W35,211,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,8/30/2020,2020-W35,229,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,8/31/2020,2020-W36,251,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,9/1/2020,2020-W36,258,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,9/2/2020,2020-W36,258,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,9/3/2020,2020-W36,269,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,9/4/2020,2020-W36,283,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,9/5/2020,2020-W36,285,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,9/6/2020,2020-W36,296,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,9/7/2020,2020-W37,307,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,9/8/2020,2020-W37,303,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,9/9/2020,2020-W37,299,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,9/10/2020,2020-W37,320,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,9/11/2020,2020-W37,327,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,9/12/2020,2020-W37,313,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,9/13/2020,2020-W37,309,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,9/14/2020,2020-W38,310,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,9/15/2020,2020-W38,299,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,9/16/2020,2020-W38,293,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,9/17/2020,2020-W38,300,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,9/18/2020,2020-W38,280,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,9/19/2020,2020-W38,288,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,9/20/2020,2020-W38,281,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,9/21/2020,2020-W39,297,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,9/22/2020,2020-W39,278,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,9/23/2020,2020-W39,278,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,9/24/2020,2020-W39,266,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,9/25/2020,2020-W39,273,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,9/26/2020,2020-W39,271,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,9/27/2020,2020-W39,280,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,9/28/2020,2020-W40,291,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,9/29/2020,2020-W40,274,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,9/30/2020,2020-W40,288,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,10/1/2020,2020-W40,297,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,10/2/2020,2020-W40,286,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,10/3/2020,2020-W40,289,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,10/4/2020,2020-W40,296,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,10/5/2020,2020-W41,326,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,10/6/2020,2020-W41,334,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,10/7/2020,2020-W41,344,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,10/8/2020,2020-W41,361,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,10/9/2020,2020-W41,385,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,10/10/2020,2020-W41,382,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,10/11/2020,2020-W41,384,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,10/12/2020,2020-W42,404,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,10/13/2020,2020-W42,424,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,10/14/2020,2020-W42,441,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,10/15/2020,2020-W42,439,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,10/16/2020,2020-W42,505,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,10/17/2020,2020-W42,530,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,10/18/2020,2020-W42,548,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,10/19/2020,2020-W43,571,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,10/20/2020,2020-W43,574,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,10/21/2020,2020-W43,622,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,10/22/2020,2020-W43,661,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,10/23/2020,2020-W43,716,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,10/24/2020,2020-W43,731,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,10/25/2020,2020-W43,825,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,10/26/2020,2020-W44,864,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,10/27/2020,2020-W44,897,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,10/28/2020,2020-W44,932,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,10/29/2020,2020-W44,985,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,10/30/2020,2020-W44,1027,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,10/31/2020,2020-W44,1049,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,11/1/2020,2020-W44,1097,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,11/2/2020,2020-W45,1127,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,11/3/2020,2020-W45,1192,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,11/4/2020,2020-W45,1221,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,11/5/2020,2020-W45,1278,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,11/6/2020,2020-W45,1307,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,11/7/2020,2020-W45,1330,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,11/8/2020,2020-W45,1396,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,11/9/2020,2020-W46,1451,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,11/10/2020,2020-W46,1513,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,11/11/2020,2020-W46,1545,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,11/12/2020,2020-W46,1598,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,11/13/2020,2020-W46,1620,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,11/14/2020,2020-W46,1655,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,11/15/2020,2020-W46,1710,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,11/16/2020,2020-W47,1816,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,11/17/2020,2020-W47,1827,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,11/18/2020,2020-W47,1878,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,11/19/2020,2020-W47,1944,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,11/20/2020,2020-W47,1992,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,11/21/2020,2020-W47,1981,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,11/22/2020,2020-W47,2031,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,11/23/2020,2020-W48,2060,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,11/24/2020,2020-W48,2093,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,11/25/2020,2020-W48,2136,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,11/26/2020,2020-W48,2171,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,11/27/2020,2020-W48,2240,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,11/28/2020,2020-W48,2221,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,11/29/2020,2020-W48,2273,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,11/30/2020,2020-W49,2358,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,12/1/2020,2020-W49,2351,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,12/2/2020,2020-W49,2408,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,12/3/2020,2020-W49,2501,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,12/4/2020,2020-W49,2527,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,12/5/2020,2020-W49,2514,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,12/6/2020,2020-W49,2543,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,12/7/2020,2020-W50,2629,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,12/8/2020,2020-W50,2660,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,12/9/2020,2020-W50,2703,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,12/10/2020,2020-W50,2754,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,12/11/2020,2020-W50,2802,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,12/12/2020,2020-W50,2792,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,12/13/2020,2020-W50,2864,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,12/14/2020,2020-W51,2857,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,12/15/2020,2020-W51,2897,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,12/16/2020,2020-W51,2907,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,12/17/2020,2020-W51,2943,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,12/18/2020,2020-W51,2918,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,12/19/2020,2020-W51,2873,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,12/20/2020,2020-W51,2976,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,12/21/2020,2020-W52,2956,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,12/22/2020,2020-W52,2895,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,12/23/2020,2020-W52,2843,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,12/24/2020,2020-W52,2749,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,12/25/2020,2020-W52,2662,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,12/26/2020,2020-W52,2664,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,12/27/2020,2020-W52,2691,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,12/28/2020,2020-W53,2720,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,12/29/2020,2020-W53,2654,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,12/30/2020,2020-W53,2608,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,12/31/2020,2020-W53,2524,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,1/1/2021,2020-W53,2478,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,1/2/2021,2020-W53,2437,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,1/3/2021,2020-W53,2453,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,1/4/2021,2021-W01,2453,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,1/5/2021,2021-W01,2390,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,1/6/2021,2021-W01,2264,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,1/7/2021,2021-W01,2284,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,1/8/2021,2021-W01,2251,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,1/9/2021,2021-W01,2084,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,1/10/2021,2021-W01,2131,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,1/11/2021,2021-W02,2140,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,1/12/2021,2021-W02,2048,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,1/13/2021,2021-W02,1993,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,1/14/2021,2021-W02,1921,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,1/15/2021,2021-W02,1855,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,1/16/2021,2021-W02,1760,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,1/17/2021,2021-W02,1761,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,1/18/2021,2021-W03,1742,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,1/19/2021,2021-W03,1713,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,1/20/2021,2021-W03,1603,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,1/21/2021,2021-W03,1562,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,1/22/2021,2021-W03,1518,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,1/23/2021,2021-W03,1468,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,1/24/2021,2021-W03,1474,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,1/25/2021,2021-W04,1485,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,1/26/2021,2021-W04,1491,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,1/27/2021,2021-W04,1381,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,1/28/2021,2021-W04,1326,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,1/29/2021,2021-W04,1286,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,1/30/2021,2021-W04,1249,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,1/31/2021,2021-W04,1275,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,2/1/2021,2021-W05,1288,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,2/2/2021,2021-W05,1258,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,2/3/2021,2021-W05,1222,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,2/4/2021,2021-W05,1196,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
Croatia,Ospedali,2/5/2021,2021-W05,1203,Country_Website,https://www.hzjz.hr/aktualnosti/covid-19-izvjesce-hzjz-a/
